"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"62","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021201500039","2016-01-06","","01","영업/정상","11","영업","","","","","0332636004","","","강원특별자치도 춘천시 퇴계동 857 ,857-1","강원특별자치도 춘천시 퇴계농공로 76 (퇴계동)","","세린식품(주)","2025-07-17 15:48:44","U","2025-07-19 02:40:00","식료품 제조업","265273.488231511","482942.342963703","대기배출업소관리","식료품 제조업","4종","만두, 빵","23","330","23","330","1248636905",
"63","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021201500040","2016-01-07","","01","영업/정상","11","영업","","","","","033-260-1210","","","","강원특별자치도 춘천시 신동면 칠전동길 72 (라데나클럽)","24412","두산큐벡스(주)","2024-04-17 20:00:18","U","2024-04-19 02:40:00","골프장 운영업","263329.19876502","482733.108274384","대기배출업소관리","골프장 운영업","4종","","18","365","","0","2218128579",
"64","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021202000011","2020-12-29","","01","영업/정상","11","영업","","","","","033-241-9370","","","강원특별자치도 춘천시 후평동 899 석사3아파트","강원특별자치도 춘천시 후석로228번길 47, 석사3아파트 (후평동)","24309","주택관리공단(주) 춘천석사3관리소","2025-07-17 21:50:31","U","2025-07-19 02:40:00","부동산업","266486.95579791","485717.826747467","대기배출업소관리","부동산업","5종","","3","358","3","358","2218505652",
"65","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021202100002","2021-03-23","","01","영업/정상","11","영업","","","","","033-269-8000","","","강원특별자치도 춘천시 퇴계동 141 홈플러스","강원특별자치도 춘천시 김유정로 1840, 홈플러스 (퇴계동)","24423","홈플러스(주)춘천점","2023-12-06 13:46:12","U","2023-12-08 02:40:00","기타 대형 종합 소매업","264597.191878957","483368.29049207","대기배출업소관리","기타 대형 종합 소매업","5종","","8","160","8","160","2208160348",
"66","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021202100008","2021-07-30","","01","영업/정상","11","영업","","","","","033-261-8898","","","강원특별자치도 춘천시 동산면 군자리 560","강원특별자치도 춘천시 동산면 새술막길 157-21","24409","주식회사 다원환경","2021-12-29 20:12:51","I","2023-06-13 00:00:00","폐기물 처리업","263787.533089321","473451.15823471","대기배출업소관리","폐기물 처리업","5종","중간가공품","8","230","","0","8358600695",
"67","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021202100009","2021-08-31","","01","영업/정상","11","영업","","","","","0332401100","","","강원특별자치도 춘천시 온의동 511","강원특별자치도 춘천시 경춘로 2353 (온의동)","200-938","(주)이마트 춘천점","2022-05-16 16:41:55","I","2023-06-13 00:00:00","대형 종합 소매업","263141.943193102","484821.289677657","대기배출업소관리","대형 종합 소매업","5종","","14","100","14","100","2068650913",
"68","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021202100012","2021-10-22","","01","영업/정상","11","영업","","","","","033-817-2305","","","강원특별자치도 춘천시 동내면 학곡리 101-18 ,101-19","강원특별자치도 춘천시 동내면 영서로 1566","24408","춘천목재협동조합","2024-03-20 12:55:47","U","2024-03-22 02:40:00","제재 및 목재 가공업","266875.394640702","479902.732280695","대기배출업소관리","제재 및 목재 가공업","5종","각재","8","260","8","260","8318801814",
"69","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021202100004","2021-05-25","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 춘천시 신동면 증리 719-3 , 719-4","","","케이지모빌리티춘천서비스센터(주)","2024-06-18 08:51:39","U","2024-06-20 02:40:00","자동차 종합 수리업","264230.528988424","481510.913915862","대기배출업소관리","자동차 종합 수리업","5종","수리된자동차","8","300","8","300","2218139547",
"70","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021202100006","2021-06-10","","01","영업/정상","11","영업","","","","","033-242-2156","","","강원특별자치도 춘천시 퇴계동 916 현대2차아파트","강원특별자치도 춘천시 행촌로 14 (퇴계동, 현대2차아파트)","24453","퇴계현대2차입주자대표회의","2023-12-07 17:06:48","U","2023-12-09 02:40:00","부동산업","263621.120421684","484144.713945217","대기배출업소관리","부동산업","4종","","3","250","3","250","2211347903",
"71","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021202100003","2021-05-18","","01","영업/정상","11","영업","","","","","033-248-8200","","","강원특별자치도 춘천시 퇴계동 859-2","강원특별자치도 춘천시 퇴계농공로 111 (퇴계동)","24427","(주)이롬홀딩스","2025-08-06 16:43:52","U","2025-08-08 02:40:00","건강기능식품 제조업","265170.530099755","482597.86742117","대기배출업소관리","건강기능식품 제조업","4종","생식","24","240","24","240","2218512338",
"72","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021202100007","2021-07-28","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 춘천시 동면 장학리 240-4 ,806-1","","","공신자동차검사소","2024-07-30 15:25:18","U","2024-08-01 02:40:00","자동차 종합 수리업","266532.771251135","488201.727718577","대기배출업소관리","자동차 종합 수리업","5종","","8","300","8","300","1491801575",
"73","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021199600003","1996-08-20","","01","영업/정상","11","영업","","","","","0332538084","","","강원특별자치도 춘천시 근화동 712-2","강원특별자치도 춘천시 공지로 431 (근화동)","200-931","남부자동차공업사","2025-09-19 13:59:41","U","2025-09-21 02:40:00","자동차 수리업","263219.797257352","485879.513301523","대기배출업소관리","자동차 수리업","5종","","8","297","2","297","2210158090",
"74","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021201400001","2014-01-02","","01","영업/정상","11","영업","","","","","033-242-4828","","","강원특별자치도 춘천시 신동 416-5","강원특별자치도 춘천시 신동로 140 (신동)","200-240","강북공업사","2024-10-29 10:52:24","U","2024-10-31 02:40:00","자동차 수리업","264423.403827352","492344.015160197","대기배출업소관리","자동차 수리업","5종","범퍼수리","4","300","4","300","2210419647",
"75","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021201400003","2014-02-18","","01","영업/정상","11","영업","","","","","0332413045","","","","강원특별자치도 춘천시 서면 박사로 1077-1","200-831","삼성산업","2024-10-29 11:06:51","U","2024-10-31 02:40:00","폐기물 처리업","261573.46539187","489896.219991471","대기배출업소관리","폐기물 처리업","5종","플라스틱 재생원료","8","300","8","300","2210561778",
"76","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021201400004","2014-04-16","","01","영업/정상","11","영업","","","","","262-5885","","","강원특별자치도 춘천시 퇴계동 861-15","강원특별자치도 춘천시 퇴계공단1길 56-10 (퇴계동)","200-944","대영제분","2024-11-26 16:15:01","U","2024-11-28 02:40:00","곡물 제분업","264964.340732514","482743.933419325","대기배출업소관리","곡물 제분업","5종","","8","300","8","300","2210978073",
"77","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021199000009","1990-03-26","","01","영업/정상","11","영업","","","","","0332536729","","","강원특별자치도 춘천시 동면 장학리 844-1","강원특별자치도 춘천시 동면 공단로70번길 30","24232","(주)흥명자동차공업","2024-10-29 10:51:37","U","2024-10-31 02:40:00","자동차 종합 수리업","266010.462902389","488176.288147985","대기배출업소관리","자동차 종합 수리업","5종","","3","300","3","300","2218103807",
"78","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021201400005","2014-04-30","","01","영업/정상","11","영업","","","","","033-244-3661","","","강원특별자치도 춘천시 신동면 정족리 631-2","","","오토서비스정비공장","2024-06-18 20:34:52","U","2024-06-20 02:40:00","자동차 수리업","264328.545778217","482905.46762014","대기배출업소관리","자동차 수리업","5종","자동차정비","4","300","4","300","2210825865",
"79","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021201400006","2014-05-01","","01","영업/정상","11","영업","","","","","033-240-1638","","","강원특별자치도 춘천시 동산면 군자리 502","","","춘천시립화장장","2024-12-27 10:23:46","U","2024-12-29 02:40:00","기타 일반 공공 행정","265098.75013227","473394.360177762","대기배출업소관리","기타 일반 공공 행정","4종","","4","365","4","365","2218300385",
"80","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021201400007","2014-10-14","","01","영업/정상","11","영업","","","","","033-244-9745","","","","강원특별자치도 춘천시 신동면 김유정로 710","200-812","(주)엔이티","2024-12-31 17:24:24","U","2025-01-03 02:40:00","금속원료 재생업","262950.058253335","474123.300998197","대기배출업소관리","금속원료 재생업","5종","동 인고트","8","300","8","300","3648801876",
"81","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021201500001","2015-03-09","","01","영업/정상","11","영업","","","","","0332603403","","","강원특별자치도 춘천시 남산면 창촌리 300-14","강원특별자치도 춘천시 남산면 보매기길 56","200-911","(주)엔지브이아이","2024-06-20 17:20:39","U","2024-06-22 02:40:00","자동차 종합 수리업","256436.249761154","475963.010547701","대기배출업소관리","자동차 종합 수리업","5종","천연가스자동차개발,부품제조","8","300","8","300","2218117048",
"82","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021199800001","1998-03-26","","01","영업/정상","11","영업","","","","","033254 2446","","","강원특별자치도 춘천시 근화동 730-3 -4,-5번지","","","소양기공사","2024-10-29 11:08:31","U","2024-10-31 02:40:00","자동차 종합 수리업","262808.460231448","486193.376045262","대기배출업소관리","자동차 종합 수리업","5종","","3","300","3","300","2212592639",
"83","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200200009","2002-09-25","","01","영업/정상","11","영업","","","","","033-241-9885","","","강원특별자치도 춘천시 동면 만천리 615","강원특별자치도 춘천시 동면 만천로 62","","현대정비공업사","2024-04-05 10:53:59","U","2024-04-07 02:40:00","자동차 종합 수리업","267404.548940013","486579.129971927","대기배출업소관리","자동차 종합 수리업","5종","","8","300","8","300","8884700142",
"84","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021201500027","2015-12-28","","01","영업/정상","11","영업","","","","","033-260-8075","","","강원특별자치도 춘천시 남산면 서천리 121-19 121-71,364-1,121-59","","","한화솔루션(주)인사이트 제이드[제이드팰리스]","2025-10-30 09:06:10","U","2025-11-01 02:40:00","골프장 운영업","248273.107323372","481335.079926105","대기배출업소관리","골프장 운영업","4종","","12","300","12","300","2148557846",
