"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","법인구분명","구분명",
"77","유료직업소개소","11_50_02_P","4181000","2006418015511500002","2006-07-18","","03","폐업","40","폐업","2018-12-07","","","","","","","강원특별자치도 춘천시 석사동 428번지 3호","강원특별자치도 춘천시 후석로 74 (석사동)","24387","박사인력","2018-12-10 08:46:47","I","2023-06-13 00:00:00","","265424.762951809","484438.502963737","개인","유료",
"78","유료직업소개소","11_50_02_P","4181000","2006418015511500004","2006-09-06","","03","폐업","40","폐업","2019-01-14","","","","033 257 3532","","","강원특별자치도 춘천시 죽림동 32번지 제일종합시장 2층 1블록 4,5호","강원특별자치도 춘천시 약사고개길 13, 제일종합시장 2층  1블록 4,5호 (죽림동)","24355","산모피아","2019-01-15 09:14:37","I","2023-06-13 00:00:00","","263815.717679964","486351.132414808","개인","유료",
"79","유료직업소개소","11_50_02_P","4181000","2006418015511500005","2006-09-07","","03","폐업","40","폐업","","","","","","","","강원특별자치도 춘천시 효자동 149번지 28호 15통 1반","강원특별자치도 춘천시 효자로124번길 20 (효자동)","","우리직업소개소","2006-11-24 11:01:58","I","2023-06-13 00:00:00","","264700.201433051","485825.909652343","개인","유료",
"80","유료직업소개소","11_50_02_P","4181000","2006418015511500006","2006-09-27","","03","폐업","40","폐업","","","","","","","","강원특별자치도 춘천시 서면 오월리 232번지 6호 2통 2반","강원특별자치도 춘천시 서면 납실길 80","","곰네인력","2007-07-19 15:20:01","I","2023-06-13 00:00:00","","256262.013426427","496966.138110673","개인","유료",
"81","유료직업소개소","11_50_02_P","4181000","2006418015511500007","2006-09-28","","03","폐업","40","폐업","2009-07-30","","","","","","","강원특별자치도 춘천시 후평동 291번지 17호","강원특별자치도 춘천시 후석로420번길 49 (후평동)","","번개인력","2009-07-30 11:34:03","I","2023-06-13 00:00:00","","265903.808087565","487522.605400541","개인","유료",
"82","유료직업소개소","11_50_02_P","4181000","2006418015511500008","2006-10-13","","03","폐업","40","폐업","","","","","","","","강원특별자치도 춘천시 석사동 694번지 1호 17통 2반 석사근로복지주택 102 502","강원특별자치도 춘천시 효석로67번길 23, 102동 502호 (석사동,석사근로복지주택)","","삼성인력","2006-11-03 14:41:09","I","2023-06-13 00:00:00","","264900.5351274","484636.308391706","개인","유료",
"83","유료직업소개소","11_50_02_P","4181000","2006418015511500009","2006-10-19","","03","폐업","40","폐업","2018-10-17","","","","","","","강원특별자치도 춘천시 효자2동 668번지","강원특별자치도 춘천시 효자문길 3 (효자동)","","축복인력","2018-10-18 11:28:13","I","2023-06-13 00:00:00","","264351.505711107","485657.623170926","개인","유료",
"84","유료직업소개소","11_50_02_P","4181000","2016418027714500007","2016-07-01","","03","폐업","40","폐업","2018-06-29","","","","","","","","강원특별자치도 춘천시 효제길 1, 3층 (효자동)","24334","풍양인력","2018-06-29 16:54:23","I","2023-06-13 00:00:00","","264507.300542644","485817.798241133","법인","유료",
"85","유료직업소개소","11_50_02_P","4181000","2016418027714500008","2016-09-12","","03","폐업","40","폐업","2018-06-26","","","","","","","","강원특별자치도 춘천시 삭주로 25 (교동)","24264","광진인력","2018-06-28 11:15:13","I","2023-06-13 00:00:00","","264549.733211917","486789.419247184","법인","유료",
"86","유료직업소개소","11_50_02_P","4181000","2016418027714500009","2016-10-26","","03","폐업","40","폐업","2019-04-29","","","","033 252 4953","","","","강원특별자치도 춘천시 영서로 2752 (우두동)","24231","우두인력소개소","2019-04-29 15:41:43","I","2023-06-13 00:00:00","","264007.021158672","488715.954723907","개인","유료",
"87","유료직업소개소","11_50_02_P","4181000","2017418027714500001","2017-04-03","","03","폐업","40","폐업","2018-06-20","","","","","","","강원특별자치도 춘천시 석사동 642번지","강원특별자치도 춘천시 벌말길 60 (석사동)","24384","코끼리인력","2018-06-20 17:30:42","I","2023-06-13 00:00:00","","265281.066258067","484382.607819605","개인","유료",
"88","유료직업소개소","11_50_02_P","4181000","2017418027714500003","2017-05-01","","03","폐업","40","폐업","2019-10-18","","","","","","","강원특별자치도 춘천시 효자동 675번지","강원특별자치도 춘천시 효명길 7-13 (효자동)","24336","희망인력","2019-10-21 09:34:39","I","2023-06-13 00:00:00","","263825.697407127","485679.957108131","개인","유료",
"89","유료직업소개소","11_50_02_P","4181000","2017418027714500005","2017-09-20","","03","폐업","40","폐업","2020-02-25","","","","033 243 5050","","","강원특별자치도 춘천시 소양로2가 172번지 1호 신동아아파트 서부시장상가 1층 98 ,99호","강원특별자치도 춘천시 서부대성로 12, 서부시장상가동 1층 98, 98호 (소양로2가, 신동아아파트)","24272","길벗인력","2020-02-25 15:03:30","I","2023-06-13 00:00:00","","263675.833817836","487157.336209289","개인","유료",
"90","유료직업소개소","11_50_02_P","4181000","2018418027714500002","2018-03-05","","03","폐업","40","폐업","2018-06-14","","","","","","","강원특별자치도 춘천시 효자동 700번지 2호 3호","강원특별자치도 춘천시 효자로 60, 3호 (효자동)","24338","한별휴먼테크","2018-06-14 16:56:51","I","2023-06-13 00:00:00","","264180.925172137","485400.49213612","개인","유료",
"91","유료직업소개소","11_50_02_P","4181000","2018418027714500003","2018-04-17","","03","폐업","40","폐업","2021-04-09","","","","033 257 3248","","","강원특별자치도 춘천시 동내면 고은리 489번지 16호","강원특별자치도 춘천시 동내면 동내로 213","24399","친정맘","2021-04-22 17:06:48","I","2023-06-13 00:00:00","","268129.445460825","483224.159542716","개인","유료",
"92","유료직업소개소","11_50_02_P","4181000","2018418027714500004","2018-04-25","","03","폐업","40","폐업","2022-10-18","","","","033 255 3736","","","강원특별자치도 춘천시 후평동 681번지 17호","강원특별자치도 춘천시 춘천로296번길 32 (후평동)","24291","대성인력","2022-10-19 15:41:03","I","2023-06-13 00:00:00","","265497.957784329","486563.389489377","개인","유료",
"93","유료직업소개소","11_50_02_P","4181000","2018418027714500005","2018-05-16","","03","폐업","40","폐업","2019-07-19","","","","","","","강원특별자치도 춘천시 효자동 305번지 61호 1층","강원특별자치도 춘천시 남춘로56번길 11-8, 1층 (효자동)","24373","슈퍼맨 인력지원센터","2019-07-22 14:49:59","I","2023-06-13 00:00:00","","264564.510803365","485012.496357421","개인","유료",
"94","유료직업소개소","11_50_02_P","4181000","2020418034914500007","2020-06-12","","03","폐업","40","폐업","2021-06-14","","","","033 257 6663","","","강원특별자치도 춘천시 우두동 1051번지 1호 6층","강원특별자치도 춘천시 영서로 2779, 6층 (우두동)","24237","주식회사 웍스메이트강원","2021-06-14 15:36:35","I","2023-06-13 00:00:00","","263993.078241232","488994.085807531","법인","유료",
"95","유료직업소개소","11_50_02_P","4181000","2020418034914500008","2020-08-07","","03","폐업","40","폐업","2022-09-27","","","","033 261 8416","","","강원특별자치도 춘천시 석사동 428-3","강원특별자치도 춘천시 후석로 74 (석사동)","24387","대한인력개발","2022-09-27 15:07:21","I","2023-06-13 00:00:00","","265424.762951809","484438.502963737","개인","유료",
"96","유료직업소개소","11_50_02_P","4181000","2020418034914500009","2020-08-14","","03","폐업","40","폐업","2023-06-09","","","","033 912 8823","","","강원특별자치도 춘천시 후평동 882-7 201호","강원특별자치도 춘천시 세실로192번길 6, 2층 1호 (후평동)","24307","한가족재가복지센터","2023-06-14 09:57:22","U","2023-06-16 02:40:00","","266679.704818742","486026.160605766","개인","유료",
"97","유료직업소개소","11_50_02_P","4181000","2020418034914500011","2020-10-27","","03","폐업","40","폐업","2021-12-17","","","","","","","강원특별자치도 춘천시 교동 123-4 1층","강원특별자치도 춘천시 춘천로213번길 18, 1층 (교동)","24259","하은손","2022-01-03 17:20:36","I","2023-06-13 00:00:00","","264774.721333743","486493.004602416","개인","유료",
"98","유료직업소개소","11_50_02_P","4181000","2021418034914500001","2021-01-08","","03","폐업","40","폐업","2021-07-07","","","","","","","강원특별자치도 춘천시 온의동 532-5 1층","강원특별자치도 춘천시 충혼길44번길 12, 1층 (온의동)","24437","산모도우미119","2021-07-12 09:27:34","I","2023-06-13 00:00:00","","263301.696544182","484545.450851492","개인","유료",
"99","유료직업소개소","11_50_02_P","4181000","2021418034914500003","2021-03-23","","03","폐업","40","폐업","2022-12-02","","","","","","","강원특별자치도 춘천시 석사동 771-1 1층","강원특별자치도 춘천시 우석로4번길 63, 1층 (석사동)","24327","알파인력","2022-12-02 13:25:27","I","2023-06-13 00:00:00","","265815.951180212","484663.571422169","개인","유료",
"100","유료직업소개소","11_50_02_P","4181000","2021418034914500006","2021-05-26","","03","폐업","40","폐업","2023-06-05","","","","033 241 0755","","","강원특별자치도 춘천시 중앙로2가 58-1 3층","강원특별자치도 춘천시 중앙로 86-1, 3층 (중앙로2가)","24273","성모간병인협회","2023-06-07 09:45:45","I","2023-06-13 00:00:00","","263693.075429934","486424.181707512","개인","유료",
"101","유료직업소개소","11_50_02_P","4181000","2021418034914500007","2021-06-17","","03","폐업","40","폐업","2023-08-29","","","","033 242 7791","","","강원특별자치도 춘천시 후평동 684-14 3층","강원특별자치도 춘천시 춘천로281번길 1, 3층 (후평동)","24257","아이잡강원","2023-09-05 17:24:38","U","2023-09-07 02:40:00","","265412.570321582","486713.502307113","개인","유료",
"102","유료직업소개소","11_50_02_P","4181000","2021418034914500010","2021-09-16","","03","폐업","40","폐업","2024-02-05","","","","033 254 2111","","","강원특별자치도 춘천시 운교동 168-5 2층","강원특별자치도 춘천시 금강로 99, 2층 (운교동)","24352","동양인력","2024-02-07 15:43:54","U","2024-02-09 02:40:00","","264252.076575243","486291.660891059","개인","유료",
"103","유료직업소개소","11_50_02_P","4181000","2021418034914500011","2021-09-16","","03","폐업","40","폐업","2022-11-02","","","","033 255 5118","","","강원특별자치도 춘천시 퇴계동 893-1 2층","강원특별자치도 춘천시 춘주로201번길 4, 2층 (퇴계동)","24443","프롬유","2022-11-04 09:20:26","I","2023-06-13 00:00:00","","263969.176623935","484523.382656733","개인","유료",
"104","유료직업소개소","11_50_02_P","4181000","2022418034914500001","2022-03-24","","03","폐업","40","폐업","2023-03-17","","","","033 256 8182","","","강원특별자치도 춘천시 사농동 89-15 1층","강원특별자치도 춘천시 영서로 2818, 1층 (사농동)","24226","팔팔인력","2023-03-20 09:12:29","I","2023-06-13 00:00:00","","263798.945724436","489343.711684492","개인","유료",
"105","유료직업소개소","11_50_02_P","4181000","2022418034914500002","2022-04-12","","03","폐업","40","폐업","2022-07-29","","","","","","","강원특별자치도 춘천시 근화동 706-3 3층","강원특별자치도 춘천시 가연길5번길 41-6, 3층 (근화동)","24276","힘찬인력","2022-08-02 09:01:50","I","2023-06-13 00:00:00","","263089.539436946","486112.006304921","개인","유료",
"106","유료직업소개소","11_50_02_P","4181000","2022418034914500003","2022-07-13","","03","폐업","40","폐업","2023-06-13","","","","033 244 8282","","","강원특별자치도 춘천시 온의동 65-24 2층","강원특별자치도 춘천시 스포츠타운길 529-1, 2층 (온의동)","24429","스마트직업소개소","2023-06-14 09:55:00","U","2023-06-16 02:40:00","","262786.384052405","485377.207378144","개인","유료",
"107","유료직업소개소","11_50_02_P","4181000","1999418001611500003","1999-04-16","","03","폐업","40","폐업","2011-11-02","","","","","","","강원특별자치도 춘천시 퇴계동 983호 44통 2반 퇴계(2)주공아파트 201 304","강원특별자치도 춘천시 퇴계로 168, 201동 304호 (퇴계동,퇴계(2)주공아파트)","","강원인력","2011-11-02 10:57:07","I","2023-06-13 00:00:00","","264739.776172341","484178.717163437","개인","유료",
