"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자","관리주체",
"227","병원","01_01_01_P","6530000","201064200002000003","2010-02-24","","03","폐업","3","폐업","","","","","0334622900","","","강원특별자치도 인제군 북면 원통리 727번지 1호 1호","강원특별자치도 인제군 북면 원통로 138-3","","원통중앙병원","2012-08-12 00:00:00","I","2023-06-13 00:00:00","병원","305282.96483062","513628.912261404","의사","5","14","70","0","내과, 신경과, 비뇨기과, 가정의학과, 재활의학과","내과, 신경과, 비뇨기과, 가정의학과, 재활의학과","","","","0","0","","","0","","시도",
"228","병원","01_01_01_P","6530000","201064200002000004","2010-03-16","","03","폐업","3","폐업","2011-05-27","","","","0337650810","","","강원특별자치도 원주시 단구동  267번지 현대아카데미플라자 3_5층","강원특별자치도 원주시 늘품로 187-58, 현대아카데미플라자 3_5층층 (단구동,현대아카데미플라자 3_5층)","","삼성병원","2011-10-13 00:00:00","I","2023-06-13 00:00:00","병원","285374.856489138","426587.24417121","의사","6","32","146","0","내과,외과,신경외과,정형외과,소아청소년과, 마취통증의학과,피부과,비뇨기과,이비인후과","내과,외과,신경외과,정형외과,소아청소년과, 마취통증의학과,피부과,비뇨기과,이비인후과","","","","0","0","","","0","","시도",
"229","병원","01_01_01_P","6530000","201064200002000008","2010-12-23","","03","폐업","3","폐업","2025-06-30","","","","0337607800","2878.36","","","강원특별자치도 원주시 북원상가길 49, 49층 (태장동)","","신창의료재단 원주에이치병원","2025-09-08 08:46:23","U","2025-09-10 02:40:00","병원","284220.004380598","431725.997258259","의사","8","34","113","2878.36","","","","","","0","0","","","0","","시도",
"230","병원","01_01_01_P","6530000","201164200002000005","2011-08-01","","03","폐업","3","폐업","2018-06-16","","","","0337322693","","","강원특별자치도 원주시 단구동  267번지","강원특별자치도 원주시 늘품로 187-58 (단구동)","","더사랑병원","2018-08-26 19:02:00","I","2023-06-13 00:00:00","병원","285374.856489138","426587.24417121","의사","4","12","80","0","정형외과, 내과, 소아청소년과, 마취통증의학과, 신경외과, 피부과, 비뇨기과, 이비인후과, 외과, 영상의학과","정형외과, 내과, 소아청소년과, 마취통증의학과, 신경외과, 피부과, 비뇨기과, 이비인후과, 외과, 영상의학과","","","","0","0","","","0","","시도",
"231","병원","01_01_01_P","6530000","200064200002000002","2000-03-16","","03","폐업","3","폐업","2008-06-01","","","","0335207000","","","강원특별자치도 동해시 효가동  363번지 8호 8호","강원특별자치도 동해시 동해대로 5143 (효가동)","","동해금강병원","2013-12-30 00:00:00","I","2023-06-13 00:00:00","병원","386195.709266966","446636.179304561","의사","36","74","270","0","내과, 외과, 산부인과, 소아청소년과, 신경외과, 정형외과, 마취통증의학과, 영상의학과","내과, 외과, 산부인과, 소아청소년과, 신경외과, 정형외과, 마취통증의학과, 영상의학과","","","","0","0","","","0","","시도",
"232","병원","01_01_01_P","6530000","200664200002000008","2006-12-12","","03","폐업","3","폐업","2008-12-08","","","","0334552119","","","강원특별자치도 철원군 동송읍 이평리 730번지 8호 8호","강원특별자치도 철원군 동송읍 금학로157번길 23-17","","철원성모병원","2009-07-16 00:00:00","I","2023-06-13 00:00:00","병원","219225.238872663","522044.742484309","의사","13","42","196","0","내과,일반외과,소아과,정형외과,마취과,신경외과,이비인후과,부인과,성형외과,피부비뇨기과","내과,일반외과,소아과,정형외과,마취과,신경외과,이비인후과,부인과,성형외과,피부비뇨기과","","","","0","0","","","0","","시도",
"233","병원","01_01_01_P","6530000","199164200002000001","1991-02-22","","03","폐업","3","폐업","2007-10-04","","","","","","","강원특별자치도 강릉시 옥천동  317번지","강원특별자치도 강릉시 옥가로 70 (옥천동)","","강릉연세병원","2013-12-26 00:00:00","I","2023-06-13 00:00:00","병원","367435.941335847","475012.538996757","의사","35","36","156","0","내과, 정형외과,","내과, 정형외과,","","","","0","0","","","0","","시도",
"234","병원","01_01_01_P","6530000","199464200002000005","1994-05-28","","03","폐업","3","폐업","2005-02-01","","","","","","","강원특별자치도 원주시 인동  264번지 21호 21호","강원특별자치도 원주시 원일로 22 (인동)","","국군원주병원","2013-12-30 00:00:00","I","2023-06-13 00:00:00","병원","284484.959261583","427479.800413061","의사","41","16","1100","0","내과,정신과,일반외과,신경외과,성형외과,흉부외과,정형외과,치과,안과,피부과,비뇨기과,이비인후과,마취과,임상병리과,진단방사선과","내과,정신과,일반외과,신경외과,성형외과,흉부외과,정형외과,치과,안과,피부과,비뇨기과,이비인후과,마취과,임상병리과,진단방사선과","","","","0","0","","","0","","시도",
"235","병원","01_01_01_P","6530000","198264200002000002","1982-03-08","","03","폐업","3","폐업","2016-07-31","","","","0332630500","","","강원특별자치도 춘천시 석사동  171번지 8호 8호","강원특별자치도 춘천시 스무숲길 4-46 (석사동)","","춘천중앙병원","2018-03-19 08:54:01","I","2023-06-13 00:00:00","병원","265713.451557895","482820.421569114","의사","5","30","125","0","내과, 정형외과, 신경과","내과, 정형외과, 신경과","","","","0","0","","","0","","시도",
"236","병원","01_01_01_P","6530000","199764200002000003","1997-04-10","","03","폐업","3","폐업","2006-09-28","","","","","","","강원특별자치도 영월군 영월읍 연하리 947번지 1호 1호","강원특별자치도 영월군 영월읍 남중골길 4","","사회복지법인소원의항구 실로요양병원","2013-12-30 00:00:00","I","2023-06-13 00:00:00","병원","336597.808711362","409924.894034941","의사","1","34","154","0","가정의학과","가정의학과","","","","0","0","","","0","","시도",
"237","병원","01_01_01_P","6530000","200064200002000001","2000-03-15","","03","폐업","3","폐업","2001-06-07","","","","","","","강원특별자치도 횡성군 횡성읍 읍하리 484번지 1호 1호","강원특별자치도 횡성군 횡성읍 삼일로81번길 40","","의료법인 백송의료재단 횡성성심병원","2013-12-30 00:00:00","I","2023-06-13 00:00:00","병원","286966.897533628","444220.776857603","의사","17","32","142","0","일반외과, 정형외과, 마취과, 가정의학(4개과), 내과, 소아과, 방사선과","일반외과, 정형외과, 마취과, 가정의학(4개과), 내과, 소아과, 방사선과","","","","0","0","","","0","","시도",
"238","병원","01_01_01_P","6530000","199864200002000002","1998-07-20","","03","폐업","3","폐업","2012-11-01","","","","0335916700","","","강원특별자치도 정선군 고한읍 고한리 7번지","강원특별자치도 정선군 고한읍 부금소길 28-47","","고한성심병원","2013-12-30 00:00:00","I","2023-06-13 00:00:00","병원","366028.229649964","411596.514503013","의사","4","46","134","0","내과 ,소아과","내과 ,소아과","","","","0","0","","","0","","시도",
"239","병원","01_01_01_P","6530000","199864200002000003","1998-04-02","","03","폐업","3","폐업","2003-06-23","","","","","","","강원특별자치도 인제군 북면 원통리 727번지 1호 1호","강원특별자치도 인제군 북면 원통로 138-3","","하나병원","2013-12-30 00:00:00","I","2023-06-13 00:00:00","병원","305282.96483062","513628.912261404","의사","0","26","78","0","정형외과, 신경외과, 이비인후과, 내과, 일반외과, 산부인과, 마취과","정형외과, 신경외과, 이비인후과, 내과, 일반외과, 산부인과, 마취과","","","","0","0","","","0","","시도",
"240","병원","01_01_01_P","6530000","200364200002000001","2003-02-05","","03","폐업","3","폐업","2012-09-28","","","","","","","강원특별자치도 동해시 천곡동  884번지","강원특별자치도 동해시 중앙로 218 (천곡동)","","(의)해람의료재단 해람병원","2013-01-22 00:00:00","I","2023-06-13 00:00:00","병원","386974.192783286","448557.45116627","의사","18","56","336","0","내과, 외과, 정형외과, 소아청소년과, 마취통증의학과, 영상의학과, 병리과","내과, 외과, 정형외과, 소아청소년과, 마취통증의학과, 영상의학과, 병리과","","","","0","0","","","0","","시도",
"241","병원","01_01_01_P","6530000","199764200002000005","1997-04-18","","03","폐업","3","폐업","2022-02-24","","","","0332407000","","","","강원특별자치도 춘천시 경춘로 2364-0, 강남병원층 (온의동)","","강남병원","2022-02-25 12:58:50","I","2023-06-13 00:00:00","병원","263363.74960516","484877.145433762","의사","8","42","215","5889.54","","","","","","0","0","","","0","","시도",
"242","병원","01_01_01_P","6530000","199864200002000004","1998-09-23","","03","폐업","3","폐업","2007-11-30","","","","","","","강원특별자치도 양구군 양구읍 하리 325번지","강원특별자치도 양구군 양구읍 금강산로 510","","제208 이동외과병원","2013-12-30 00:00:00","I","2023-06-13 00:00:00","병원","287337.908839822","513773.408981539","의사","0","6","140","0","정형외과 ,일반외과, 신경외과, 내과, 피부과, 마취과, 이비인후과","정형외과 ,일반외과, 신경외과, 내과, 피부과, 마취과, 이비인후과","","","","0","0","","","0","","시도",
"243","병원","01_01_01_P","6530000","200364200002000002","2003-02-12","","03","폐업","3","폐업","2013-09-02","","","","0336316300","","","강원특별자치도 속초시 교동  670번지 6호 6호","강원특별자치도 속초시 중앙로 10 (교동)","","속초영동병원","2013-12-30 00:00:00","I","2023-06-13 00:00:00","병원","338248.028221689","522808.901930154","의사","0","42","140","0","신경외과, 정형외과, 영상의학과","신경외과, 정형외과, 영상의학과","","","","0","0","","","0","","시도",
"244","병원","01_01_01_P","6530000","200364200002000003","2003-01-07","","03","폐업","3","폐업","2017-08-20","","","","0336393000","","","강원특별자치도 속초시 교동  977번지 25호 25호","강원특별자치도 속초시 온천로 291 (교동)","","의료법인 학익의료재단 속초우리병원","2017-09-01 09:02:01","I","2023-06-13 00:00:00","병원","337836.052479028","522299.520965202","","20","29","164","0","신경외과, 한방과","신경외과, 한방과","","","","0","0","","","0","","시도",
"245","병원","01_01_01_P","6530000","200364200002000004","2003-01-07","","03","폐업","3","폐업","2007-06-11","","","","","","","강원특별자치도 횡성군 횡성읍 읍하리 484-1","","","횡성제일병원","2011-05-03 00:00:00","I","2023-06-13 00:00:00","병원","","","의사","11","32","152","0","정형외과,일반외과","정형외과,일반외과","","","","0","0","","","0","","시도",
"246","병원","01_01_01_P","6530000","200764200002000001","2007-02-21","","01","영업/정상","BBBB","","","","","","0332649885","4181.83","","","강원특별자치도 춘천시 서면 샛말길 122-11, 122층","","춘천예현병원","2024-12-06 09:06:42","U","2024-12-08 02:40:00","정신병원","254245.483818577","483370.766177782","의사","25","76","299","4181.83","","","","","","0","0","","","0","","시도",
"247","병원","01_01_01_P","6530000","200664200002000009","2006-09-29","","01","영업/정상","BBBB","","","","","","0333720691","1661.9","","","강원특별자치도 영월군 영월읍 남중골길 5- , 5층","","영월요양병원","2025-09-08 08:48:06","U","2025-09-10 02:40:00","요양병원(일반요양병원)","","","","6","28","86","1661.9","","","","","","0","0","","","0","","시도",
"248","병원","01_01_01_P","6530000","200764200002000005","2007-09-19","","01","영업/정상","BBBB","","","","","","0336551133","2478.96","","","강원특별자치도 강릉시 동해대로3304번길 11- , 11층 (난곡동)","","강릉율곡병원","2024-02-26 20:56:06","U","2024-02-28 02:40:00","정신병원","","","의사","19","25","124","2478.96","","","","","","0","0","","","0","","시도",
"249","병원","01_01_01_P","6530000","200764200002000006","2007-10-04","","01","영업/정상","BBBB","","","","","","0336451400","2634.03","","","강원특별자치도 강릉시 옥가로 70-70, 70층 (옥천동)","","강릉연세요양병원","2025-07-18 10:29:06","U","2025-07-20 02:40:00","요양병원(일반요양병원)","","","의사","18","20","107","2634.03","","","","","","0","0","","","0","","시도",
"250","병원","01_01_01_P","6530000","200764200002000002","2007-05-30","","01","영업/정상","BBBB","","","","","","0337655001","3816.27","","","강원특별자치도 원주시 남원로 631- ,  (명륜동)층 (명륜동)","","연세요양병원","2025-08-22 11:00:59","U","2025-08-24 02:40:00","요양병원(일반요양병원)","","","의사","21","30","191","3816.27","","","","","","0","0","","","0","","시도",
"251","병원","01_01_01_P","6530000","198364200002000005","1983-07-01","","01","영업/정상","BBBB","","","","","","0335721141","9428.32","","","강원특별자치도 삼척시 오십천로 418-0, 삼척의료원층 (남양동)","","강원특별자치도삼척의료원","2025-10-24 15:06:53","U","2025-10-26 02:40:00","종합병원","391434.820290382","439773.856200338","의사","163","45","185","9428.32","","","","","","0","0","","","0","","시도",
"252","병원","01_01_01_P","6530000","197764200002000001","1977-05-01","","01","영업/정상","BBBB","","","","","","0337410114","80044.14","","","강원특별자치도 원주시 일산로 20-0,  (일산동)층 (일산동)","","연세대학교 원주세브란스기독병원","2025-10-17 11:08:23","U","2025-10-19 02:40:00","종합병원","283684.602363569","427758.377832632","","1839","221","910","80044.14","","","","","","0","0","","","0","","시도",
"253","병원","01_01_01_P","6530000","201064200002000005","2010-04-05","","01","영업/정상","BBBB","","","","","","0336398500","13384.2","","","강원특별자치도 속초시 중앙로 11-0, 속초보광병원층 (교동)","","속초보광병원","2025-09-22 14:49:27","U","2025-09-24 02:40:00","종합병원","338197.766804118","522865.442373193","의사","135","99","352","13384.2","","","","","","0","0","","","0","","시도",
"254","병원","01_01_01_P","6530000","201864200002000001","2018-02-20","","01","영업/정상","BBBB","","","","","","0336380060","2585.63","","","강원특별자치도 속초시 온천로 291-0,  (교동)층 (교동)","","속초우리요양병원","2025-09-08 08:52:47","U","2025-09-10 02:40:00","요양병원(일반요양병원)","337836.052479028","522299.520965202","","16","31","165","2585.63","","","","","","0","0","","","0","","시도",
"255","병원","01_01_01_P","6530000","201864200002000004","2018-05-30","","01","영업/정상","BBBB","","","","","","0332535000","3762.99","","","강원특별자치도 춘천시 영서로 1925-9, 춘천한방병원층 (석사동)","","토마스요양병원","2025-10-17 10:51:14","U","2025-10-19 02:40:00","요양병원(일반요양병원)","266376.227610157","482956.40574868","의사","15","35","154","3762.99","","","","","","0","0","","","0","","시도",
"256","병원","01_01_01_P","6530000","201964200002000001","2019-01-28","","01","영업/정상","BBBB","","","","","","0338139922","4850.95","","","강원특별자치도 원주시 문막읍 문막시장1길 16-0,  층","","문막요양병원","2025-10-24 15:08:57","U","2025-10-26 02:40:00","요양병원(일반요양병원)","272365.940089907","423177.951148618","","12","36","194","4850.95","","","","","","0","0","","","0","","시도",
"257","병원","01_01_01_P","6530000","202064200002000001","2020-07-02","","01","영업/정상","BBBB","","","","","","0333441111","3266.12","","","강원특별자치도 횡성군 강림면 주천강로강림3길 26-4,  층","","의료법인 청강의료재단 청강요양병원","2025-10-28 10:29:49","U","2025-10-30 02:40:00","요양병원(일반요양병원)","","","","6","35","77","3266.12","","","","","","0","0","","","0","","시도",
"258","병원","01_01_01_P","6530000","199264200002000003","1992-06-11","","01","영업/정상","BBBB","","","","","","0337322111","7121.38","","","강원특별자치도 원주시 상지대길 80-0,  (우산동)층 (우산동)","","상지대학교부속 한방병원","2025-02-25 16:51:25","U","2025-02-27 02:40:00","한방병원","282684.722957517","430234.756275329","","36","26","100","7121.38","","","","","","0","0","","","0","","시도",
"259","병원","01_01_01_P","6530000","200964200002000007","2009-10-08","","01","영업/정상","BBBB","","","","","","0335544715","1553.18","","","강원특별자치도 삼척시 도계읍 강원남부로 632-0,  층","","도경요양병원","2025-09-26 14:23:43","U","2025-09-28 02:40:00","요양병원(일반요양병원)","380673.482125389","410583.346035512","","7","18","84","1553.18","","","","","","0","0","","","0","","시도",
"260","병원","01_01_01_P","6530000","201164200002000004","2011-07-14","","01","영업/정상","BBBB","","","","","","0334553131","5068.11","","","강원특별자치도 철원군 동송읍 금학로157번길 23-17,  층","","철원요양병원","2025-10-17 11:09:54","U","2025-10-19 02:40:00","요양병원(일반요양병원)","219225.238872663","522044.742484309","","21","36","170","5068.11","","","","","","0","0","","","0","","시도",
"261","병원","01_01_01_P","6530000","199264200002000002","1992-03-04","","01","영업/정상","BBBB","","","","","","0332603000","2880","","","강원특별자치도 춘천시 동산면 영서로 824- , 824층","","국립춘천병원","2025-10-24 16:32:37","U","2025-10-26 02:40:00","정신병원","","","","44","30","153","2880","","","","","","0","0","","","0","","시도",
"262","병원","01_01_01_P","6530000","199664200002000001","1996-07-30","","01","영업/정상","BBBB","","","","","","0336103114","99390","","","강원특별자치도 강릉시 사천면 방동길 38-0, 강릉아산병원층","","강릉아산병원","2025-10-24 16:32:46","U","2025-10-26 02:40:00","종합병원","363580.205089049","481138.750877628","","1293","243","758","99390","","","","","","0","0","","","0","","시도",
"263","병원","01_01_01_P","6530000","198364200002000003","1983-07-25","","01","영업/정상","BBBB","","","","","","0335300114","11981.9","","","강원특별자치도 동해시 하평로 26- ,  (평릉동)층 (평릉동)","","의료법인 동해동인병원","2025-09-18 11:25:01","U","2025-09-20 02:40:00","종합병원","","","","99","87","337","11981.9","","","","","","0","0","","","0","","시도",
"264","병원","01_01_01_P","6530000","199464200002000006","1994-07-27","","01","영업/정상","BBBB","","","","","","0337313111","3912.96","","","강원특별자치도 원주시 문막읍 귀문로 1217-0,  층","","새마음병원","2025-03-31 16:09:47","U","2025-04-02 02:40:00","정신병원","273151.65682314","418490.33126086","의사","10","29","145","3912.96","","","","","","0","0","","","0","","시도",
"265","병원","01_01_01_P","6530000","199164200002000002","1991-08-13","","01","영업/정상","BBBB","","","","","","0336490100","5293.56","","","강원특별자치도 강릉시 옥가로 30- , 30층 (옥천동)","","의산의료재단 강릉고려병원","2025-10-17 11:01:09","U","2025-10-19 02:40:00","종합병원","","","","59","47","157","5293.56","","","","","","0","0","","","0","","시도",
"266","병원","01_01_01_P","6530000","198964200002000001","1989-11-06","","01","영업/정상","BBBB","","","","","","0334305151","6418","","","강원특별자치도 홍천군 홍천읍 산림공원1길 17- , 17층","","홍천아산병원","2025-10-24 15:06:57","U","2025-10-26 02:40:00","종합병원","","","","79","39","158","6418","","","","","","0","0","","","0","","시도",
"267","병원","01_01_01_P","6530000","200464200002000004","2004-03-23","","01","영업/정상","BBBB","","","","","","0332625002","2375.85","","","강원특별자치도 홍천군 북방면 팔봉산로 2420-58, 2420층","","의료법인 연호요양병원","2025-07-11 11:18:19","U","2025-07-13 02:40:00","요양병원(일반요양병원)","271723.032524382","470277.602750368","의사","26","44","170","2375.85","","","","","","0","0","","","0","","시도",
"268","병원","01_01_01_P","6530000","200464200002000005","2004-12-27","","01","영업/정상","BBBB","","","","","","0332558515","1690.51","","","강원특별자치도 춘천시 춘천로 180- , 180층 (효자동)","","봄내병원","2025-05-20 11:25:35","U","2025-05-22 02:40:00","정신병원","","","의사","11","28","129","1690.51","","","","","","0","0","","","0","","시도",
"269","병원","01_01_01_P","6530000","200664200002000002","2006-05-12","","01","영업/정상","BBBB","","","","","","0333360216","996.38","","","강원특별자치도 평창군 봉평면 북길동길 17-0,  층","","혜민요양병원","2025-08-22 11:29:41","U","2025-08-24 02:40:00","요양병원(일반요양병원)","321485.022784764","458761.537725319","의사","13","24","76","996.38","","","","","","0","0","","","0","","시도",
"270","병원","01_01_01_P","6530000","201164200002000007","2011-12-29","","01","영업/정상","BBBB","","","","","","0337320270","3068.99","","","강원특별자치도 원주시 북원로 2636- ,  (태장동)층 (태장동)","","원주민중요양병원","2024-10-16 18:19:32","U","2024-10-18 02:40:00","요양병원(일반요양병원)","","","","17","22","60","3068.99","","","","","","0","0","","","0","","시도",
"271","병원","01_01_01_P","6530000","201264200002000002","2012-03-02","","01","영업/정상","BBBB","","","","","","0332607114","5855.7","","","강원특별자치도 춘천시 동면 춘천로 527-34,  층","","춘천요양병원","2025-10-24 15:09:05","U","2025-10-26 02:40:00","요양병원(일반요양병원)","267126.590536997","488627.11291077","","45","49","303","5855.7","","","","","","0","0","","","0","","시도",
"272","병원","01_01_01_P","6530000","198364200002000001","1983-06-18","","01","영업/정상","BBBB","","","","","","0336506161","24582","","","강원특별자치도 강릉시 강릉대로419번길 42-0,  (포남동)층 (포남동)","","의료법인 강릉동인병원","2025-09-08 08:53:34","U","2025-09-10 02:40:00","종합병원","","","","215","132","487","24582","","","","","","0","0","","","0","","시도",
"273","병원","01_01_01_P","6530000","200564200002000003","2005-07-04","","01","영업/정상","BBBB","","","","","","0336101100","3754.45","","","강원특별자치도 강릉시 용지로 129-0,  (옥천동)층 (옥천동)","","(의)아나의료재단 강릉아나병원","2025-01-03 10:11:13","U","2025-01-05 02:40:00","정신병원","367629.928350308","474812.329131094","","29","37","202","3754.45","","","","","","0","0","","","0","","시도",
"274","병원","01_01_01_P","6530000","199764200002000004","1997-11-21","","01","영업/정상","BBBB","","","","","","0336403114","8669.72","","","강원특별자치도 강릉시 죽헌길 7-0,  (지변동)층 (지변동)","","강릉원주대학교치과병원","2025-09-08 08:50:34","U","2025-09-10 02:40:00","치과병원","364627.278082023","475810.449226925","치과의사","104","7","17","8669.72","","","","","","0","0","","","0","","시도",
"275","병원","01_01_01_P","6530000","200864200002000007","2008-03-17","","01","영업/정상","BBBB","","","","","","0332643100","3581.58","","","강원특별자치도 춘천시 퇴계공단길 40- , 40층 (퇴계동)","","춘천새윤요양병원","2025-02-11 14:32:33","U","2025-02-13 02:40:00","요양병원(일반요양병원)","","","의사","17","25","148","3581.58","","","","","","0","0","","","0","","시도",
"276","병원","01_01_01_P","6530000","201464200002000001","2014-02-20","","01","영업/정상","BBBB","","","","","","0339009977","3298.9","","","강원특별자치도 원주시 치악로1604번길 22-0,  (단구동)층 (단구동)","","현대요양병원","2025-03-31 16:50:40","U","2025-04-02 02:40:00","요양병원(일반요양병원)","285269.145823877","425351.223118513","","21","35","169","3298.9","","","","","","0","0","","","0","","시도",
"277","병원","01_01_01_P","6530000","201564200002000003","2015-08-17","","01","영업/정상","BBBB","","","","","","0336370757","4004.1","","","강원특별자치도 속초시 동해대로 4084- , (조양동)층 (조양동)","","속초정요양병원","2025-09-08 08:49:14","U","2025-09-10 02:40:00","요양병원(일반요양병원)","","","의사","46","27","131","4004.1","","","","","","0","0","","","0","","시도",
"278","병원","01_01_01_P","6530000","201564200002000002","2015-08-13","","01","영업/정상","BBBB","","","","","","0333357582","2465.52","","","강원특별자치도 평창군 봉평면 기풍로 199- ,  층","","해오름자연요양병원","2025-06-11 14:41:22","U","2025-06-13 02:40:00","요양병원(일반요양병원)","","","","5","30","57","2465.52","","","","","","0","0","","","0","","시도",
"279","병원","01_01_01_P","6530000","201564200002000004","2015-09-09","","01","영업/정상","BBBB","","","","","","03318777007","810","","","강원특별자치도 속초시 동해대로 4236- ,  8층 (교동,아남프라자)층 (교동)","","위덴치과병원","2025-09-08 09:46:33","U","2025-09-10 02:40:00","치과병원","","","","3","0","0","810","","","","","","0","0","","","0","","시도",
"280","병원","01_01_01_P","6530000","201664200002000002","2016-04-01","","01","영업/정상","BBBB","","","","","","0335923121","6602.66","","","강원특별자치도 정선군 사북읍 지장천로 727- ,  층","","정선군립병원","2025-08-22 11:22:34","U","2025-08-24 02:40:00","병원","","","","32","14","60","6602.66","","","","","","0","0","","","0","","시도",
"281","병원","01_01_01_P","6530000","201664200002000003","2016-08-01","","01","영업/정상","BBBB","","","","","","0337408800","5872","","","강원특별자치도 원주시 문막읍 원문로 1419-0, 연세메디하임병원층","","연세메디하임병원","2025-10-24 15:13:34","U","2025-10-26 02:40:00","병원","274818.689682307","425238.051595747","의사","48","51","230","5872","","","","","","0","0","","","0","","시도",
"282","병원","01_01_01_P","6530000","201664200002000005","2016-08-22","","01","영업/정상","BBBB","","","","","","0335539100","1533","","","강원특별자치도 태백시 황지로 23,  (황지동)층 (황지동)","","신태백병원","2024-11-04 11:53:21","U","2024-11-06 02:40:00","병원","376716.501399568","408437.881493706","","6","19","83","1533","","","","","","0","0","","","0","","시도",
"283","병원","01_01_01_P","6530000","201864200002000002","2018-04-11","","01","영업/정상","BBBB","","","","","","0337472000","3828.54","","","강원특별자치도 원주시 평원로 165-0,  (학성동)층 (학성동)","","원주불로병원","2025-09-18 11:24:56","U","2025-09-20 02:40:00","병원","283605.62225651","428660.462755121","","54","43","145","3828.54","","","","","","0","0","","","0","","시도",
"284","병원","01_01_01_P","6530000","201864200002000003","2018-04-17","","01","영업/정상","BBBB","","","","","","0339001111","4188.86","","","강원특별자치도 원주시 능라동길 70-0,  (무실동)층 (무실동)","","원주센텀병원","2025-10-17 10:51:18","U","2025-10-19 02:40:00","병원","282368.389057022","426156.527130837","의사","29","42","126","4188.86","","","","","","0","0","","","0","","시도",
"285","병원","01_01_01_P","6530000","202064200002000002","2020-08-28","","01","영업/정상","BBBB","","","","","","0337427766","2197.54","","","강원특별자치도 원주시 능라동길 51-0,  6~7층 (무실동)층 (무실동)","","본베스트병원","2025-07-11 11:18:51","U","2025-07-13 02:40:00","병원","282361.656343235","426273.540502002","의사","19","24","86","2197.54","","","","","","0","0","","","0","","시도",
"286","병원","01_01_01_P","6530000","200064200002000003","2000-04-03","","01","영업/정상","BBBB","","","","","","0335749114","3789","","","강원특별자치도 삼척시 오십천로 506- ,  (정상동)층 (정상동)","","선한이웃병원","2025-10-17 11:02:06","U","2025-10-19 02:40:00","병원","","","의사","26","36","136","3789","","","","","","0","0","","","0","","시도",
"287","병원","01_01_01_P","6530000","198864200002000002","1988-07-14","","01","영업/정상","BBBB","","","","","","0333430901","2990.57","","","강원특별자치도 횡성군 횡성읍 횡성로 275- ,  층","","횡성대성병원","2025-09-18 11:27:53","U","2025-09-20 02:40:00","병원","","","","20","35","132","2990.57","","","","","","0","0","","","0","","시도",
"288","병원","01_01_01_P","6530000","198864200002000004","1988-11-21","","01","영업/정상","BBBB","","","","","","0335607110","11177.66","","","강원특별자치도 정선군 정선읍 봉양1길 145-0,  층","","근로복지공단 정선병원","2025-10-24 16:34:43","U","2025-10-26 02:40:00","병원","346855.588954997","432530.667942067","","69","51","157","11177.66","","","","","","0","0","","","0","","시도",
"289","병원","01_01_01_P","6530000","200564200002000002","2005-05-30","","01","영업/정상","BBBB","","","","","","0332487700","13423.37","","","강원특별자치도 춘천시 충열로142번길 24-16,  (우두동)층 (우두동)","","강원특별자치도재활병원","2025-09-22 14:52:13","U","2025-09-24 02:40:00","병원","265108.905671972","489243.60633558","","66","47","170","13423.37","","","","","","0","0","","","0","","시도",
"290","병원","01_01_01_P","6530000","200764200002000007","2007-11-26","","01","영업/정상","BBBB","","","","","","0337471199","1824.8","","","강원특별자치도 원주시 상지대길 23-0, 23층 (우산동)","","현대중앙병원","2024-07-22 09:12:11","U","2024-07-24 02:40:00","병원","283094.965914142","430100.902774033","의사","6","19","48","1824.8","","","","","","0","0","","","0","","시도",
"291","병원","01_01_01_P","6530000","200964200002000001","2009-04-27","","01","영업/정상","BBBB","","","","","","0333747575","1286.07","","","강원특별자치도 영월군 영월읍 중앙로 10,  층","","푸른사랑병원","2025-09-18 11:25:55","U","2025-09-20 02:40:00","병원","330015.564028515","410050.982404069","의사","4","11","60","1286.07","","","","","","0","0","","","0","","시도",
"292","병원","01_01_01_P","6530000","201164200002000001","2011-02-23","","01","영업/정상","BBBB","","","","","","0337464100","2891","","","강원특별자치도 원주시 오리현길 236-0,  (행구동)층 (행구동)","","영광병원","2025-09-18 11:26:26","U","2025-09-20 02:40:00","병원","287814.956845904","426438.392178082","의사","35","25","98","2891","","","","","","0","0","","","0","","시도",
"293","병원","01_01_01_P","6530000","201164200002000002","2011-02-23","","01","영업/정상","BBBB","","","","","","0337429371","3615","","","강원특별자치도 원주시 백간길 95- , 단계동 1085-1 (단계동)층 (단계동)","","센트럴병원","2025-10-17 11:09:27","U","2025-10-19 02:40:00","병원","","","의사","14","47","116","3615","","","","","","0","0","","","0","","시도",
