"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조기수","다중이용업소여부",
"60","세탁업","06_20_01_P","4181000","4181000-205-1987-00043","1987-06-02","","01","영업/정상","01","영업","","","","","033 2533911","29.28","","강원특별자치도 춘천시 조양동 63-1 (2층)","강원특별자치도 춘천시 시청길12번길 17-5 (조양동)","24352","조양세탁소","2020-07-06 11:31:20","I","2023-06-13 00:00:00","일반세탁업","264177.655628956","486549.186338744","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"61","세탁업","06_20_01_P","4181000","4181000-205-1987-00044","1987-06-02","","01","영업/정상","01","영업","","","","","033 2534191","11.93","","강원특별자치도 춘천시 중앙로3가 60-12","강원특별자치도 춘천시 망대길 5-1 (중앙로3가)","24357","화원세탁소","2020-07-06 11:22:51","I","2023-06-13 00:00:00","일반세탁업","263628.873703376","486274.291880122","일반세탁업","1","0","0","0","0","0","","","","","1","0","0","0","N",
"62","세탁업","06_20_01_P","4181000","4181000-205-1987-00049","1987-06-02","","01","영업/정상","01","영업","","","","","033 2536111","0.00","","강원특별자치도 춘천시 효자동 129-21","강원특별자치도 춘천시 둥지길 15-1 (효자동)","24331","백설세탁소","2020-06-16 13:29:17","I","2023-06-13 00:00:00","일반세탁업","264740.340495686","486006.815940902","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"63","세탁업","06_20_01_P","4181000","4181000-205-1987-00020","1987-06-02","","01","영업/정상","01","영업","","","","","033 2525379","39.60","","강원특별자치도 춘천시 후평동 818-13 1층","강원특별자치도 춘천시 후석로258번길 21, 1층 (후평동)","24312","부평세탁소","2024-08-27 15:59:00","U","2024-08-29 02:40:00","일반세탁업","266346.099403687","486055.406976778","일반세탁업","0","0","0","0","0","0","","","","임대","1","0","0","1","N",
"64","세탁업","06_20_01_P","4181000","4181000-205-1987-00023","1987-06-02","","01","영업/정상","01","영업","","","","","033 2511478","0.00","","강원특별자치도 춘천시 효자동 604-2","강원특별자치도 춘천시 서부대성로 167 (효자동)","24294","팔호세탁소","2020-06-16 16:23:11","I","2023-06-13 00:00:00","일반세탁업","264821.957063974","486196.85952772","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"65","세탁업","06_20_01_P","4181000","4181000-205-1987-00025","1987-06-02","","01","영업/정상","01","영업","","","","","033 2611515","17.15","","강원특별자치도 춘천시 석사동 311-6","강원특별자치도 춘천시 공지로 127","24389","춘광세탁소","2024-08-27 16:01:10","U","2024-08-29 02:40:00","일반세탁업","265637.033928166","484145.600328854","일반세탁업","0","0","1","0","0","0","","","","임대","1","0","0","1","N",
"66","세탁업","06_20_01_P","4181000","4181000-205-2005-00004","2005-05-11","","01","영업/정상","01","영업","","","","","033 2531247","157.70","","강원특별자치도 춘천시 동면 만천리 844-2","강원특별자치도 춘천시 동면 만천양지길 41","24214","신의세탁산업","2022-12-02 16:39:12","I","2023-06-13 00:00:00","일반세탁업","266736.188911188","487156.30939923","일반세탁업","0","0","1","0","0","0","","","","임대","2","0","0","4","N",
"67","세탁업","06_20_01_P","4181000","4181000-205-2022-00003","2022-11-14","","01","영업/정상","01","영업","","","","","","558.55","","강원특별자치도 춘천시 후평동 743-12","강원특별자치도 춘천시 동광길 23, 1층 (후평동)","24296","조은세탁산업","2023-03-07 10:25:30","I","2023-06-13 00:00:00","일반세탁업","266054.959556459","487512.721893419","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"68","세탁업","06_20_01_P","4181000","4181000-205-1987-00001","1987-06-02","","01","영업/정상","01","영업","","","","","033 2536630","17.34","","강원특별자치도 춘천시 효자동 548-24","강원특별자치도 춘천시 효명길 11 (효자동)","24336","이화세탁소","2020-07-06 11:21:21","I","2023-06-13 00:00:00","일반세탁업","263872.870883281","485643.895729132","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"69","세탁업","06_20_01_P","4181000","4181000-205-2016-00001","2016-05-25","","01","영업/정상","01","영업","","","","","033 264 7555","142.56","","강원특별자치도 춘천시 동내면 사암리 753-4","강원특별자치도 춘천시 동내면 사암길 95","24408","대신기업","2024-06-27 11:03:56","U","2024-06-29 02:40:00","일반세탁업","267780.129875388","481597.981685282","일반세탁업","2","0","1","0","0","0","","","","자가","3","0","0","4","N",
"70","세탁업","06_20_01_P","4181000","4181000-205-2016-00002","2016-05-25","","01","영업/정상","01","영업","","","","","033 264 7555","336.60","","강원특별자치도 춘천시 동내면 사암리 753-4","강원특별자치도 춘천시 동내면 사암길 95","24408","춘천크리너스","2024-06-27 11:04:57","U","2024-06-29 02:40:00","일반세탁업","267780.129875388","481597.981685282","일반세탁업","2","0","1","2","0","0","","","","임대","1","0","0","2","N",
"71","세탁업","06_20_01_P","4181000","4181000-205-2016-00005","2016-08-09","","01","영업/정상","01","영업","","","","","033 262 2644","36.00","","강원특별자치도 춘천시 퇴계동 1100","강원특별자치도 춘천시 퇴계로 129-19, 1층 103호 (퇴계동)","24380","오색운동화세탁","2025-09-19 16:21:53","U","2025-09-21 02:40:00","운동화전문세탁업","264624.85866719","484596.601125477","운동화전문세탁업","3","1","1","1","0","0","","","","임대","3","0","0","0","N",
"72","세탁업","06_20_01_P","4181000","4181000-205-1987-00053","1987-08-10","","01","영업/정상","01","영업","","","","","033 2555996","31.49","","강원특별자치도 춘천시 소양로2가 137","강원특별자치도 춘천시 소양고개길 17 (소양로2가)","24272","희망세탁소","2021-12-17 11:13:37","I","2023-06-13 00:00:00","일반세탁업","263740.986434968","487096.047231762","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"73","세탁업","06_20_01_P","4181000","4181000-205-1989-00003","1989-11-27","","01","영업/정상","01","영업","","","","","033 2529089","17.50","","강원특별자치도 춘천시 후평동 810-2","강원특별자치도 춘천시 후만로98번길 8 (후평동)","24312","세일세탁소","2024-08-27 15:43:26","U","2024-08-29 02:40:00","일반세탁업","266405.238933844","486183.100100053","일반세탁업","0","0","0","0","0","0","","","","","1","0","0","1","N",
"74","세탁업","06_20_01_P","4181000","4181000-205-1992-00020","1992-09-21","","01","영업/정상","01","영업","","","","","033 2553753","25.20","","강원특별자치도 춘천시 효자동 162-6","강원특별자치도 춘천시 효제길 36 (효자동)","24340","신용세탁소","2020-06-08 14:17:35","I","2023-06-13 00:00:00","일반세탁업","264780.354280548","485632.15018408","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"75","세탁업","06_20_01_P","4181000","4181000-205-2004-00021","2004-11-29","","01","영업/정상","01","영업","","","","","033 2428003","22.04","","강원특별자치도 춘천시 근화동 279-22 107호","강원특별자치도 춘천시 근화길15번길 22 (근화동)","24361","참크리닝세탁소","2020-06-18 16:19:06","I","2023-06-13 00:00:00","일반세탁업","263065.837560065","485786.660275742","일반세탁업","3","1","0","1","0","0","","","","","0","0","0","0","N",
"76","세탁업","06_20_01_P","4181000","4181000-205-1988-00003","1988-08-03","","01","영업/정상","01","영업","","","","","033 2550135","37.70","","강원특별자치도 춘천시 후평동 864 한신아파트 상가동 101호","강원특별자치도 춘천시 부평길 7 (후평동)","24284","화이트세탁전문점","2024-08-27 15:39:00","U","2024-08-29 02:40:00","일반세탁업","266022.138692276","485853.561417576","일반세탁업","2","1","0","1","0","0","","","","","2","0","0","1","N",
"77","세탁업","06_20_01_P","4181000","4181000-205-2011-00009","2011-10-20","","01","영업/정상","01","영업","","","","","033 256 4666","225.40","","강원특별자치도 춘천시 근화동 750 1층","강원특별자치도 춘천시 중앙로194번길 26, 1층 (근화동)","24246","오케이세탁산업(OK세탁산업)","2025-02-26 16:27:06","U","2025-02-28 02:40:00","일반세탁업","262695.298772486","486181.248389447","일반세탁업","1","0","1","1","0","0","","","","임대","3","0","0","0","N",
"78","세탁업","06_20_01_P","4181000","4181000-205-2018-00001","2018-05-14","","01","영업/정상","01","영업","","","","","033 262 2833","60.00","","강원특별자치도 춘천시 동내면 학곡리 602 1층 107호","강원특별자치도 춘천시 동내면 영서로 1776, 1층 107호","24408","선진크리닝","2024-08-14 10:25:31","U","2024-08-17 02:40:00","일반세탁업","266898.855104487","481690.070009037","일반세탁업","3","0","1","1","0","0","","","","임대","2","0","0","1","N",
"79","세탁업","06_20_01_P","4181000","4181000-205-2018-00002","2018-06-27","","01","영업/정상","01","영업","","","","","033257 9278","125.40","","강원특별자치도 춘천시 동내면 사암리 606-12 1층","강원특별자치도 춘천시 동내면 대룡산길 173, 1층","24408","가온산업","2024-06-27 11:08:02","U","2024-06-29 02:40:00","일반세탁업","268472.872439014","481423.179452786","일반세탁업","2","0","1","1","0","0","","","","","3","0","0","0","N",
"80","세탁업","06_20_01_P","4181000","4181000-205-2019-00001","2019-01-03","","01","영업/정상","01","영업","","","","","","41.04","","강원특별자치도 춘천시 후평동 245-16 1층","강원특별자치도 춘천시 공단로 46, 1층 (후평동)","24233","동네세탁소","2024-08-27 15:38:16","U","2024-08-29 02:40:00","빨래방업","265861.114585527","487765.646617703","빨래방업","1","0","1","1","0","0","","","","임대","1","0","0","1","N",
"81","세탁업","06_20_01_P","4181000","4181000-205-2007-00010","2007-11-08","","01","영업/정상","01","영업","","","","","033 252 8151","0.00","","강원특별자치도 춘천시 퇴계동 1024 퇴계9단지주공아파트 상가동 101호","강원특별자치도 춘천시 안마산로 246, 상가동 101호 (퇴계동, 퇴계9단지주공아파트 )","24425","엘지세탁크리닝","2017-10-16 14:22:06","I","2023-06-13 00:00:00","빨래방업","265031.098306396","483053.032321672","빨래방업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"82","세탁업","06_20_01_P","4181000","4181000-205-1990-00014","1990-08-03","","01","영업/정상","01","영업","","","","","033 264 1008","19.38","","강원특별자치도 춘천시 석사동 114-5 삼익세라믹아파트","강원특별자치도 춘천시 공지로 69-9, 상가동 107호 (석사동, 삼익세라믹아파트)","24396","도우미세탁소","2024-08-27 16:01:57","U","2024-08-29 02:40:00","일반세탁업","265951.771593505","483630.8711975","일반세탁업","0","0","0","0","0","0","","","","","1","0","0","1","N",
"83","세탁업","06_20_01_P","4181000","4181000-205-2005-00008","2005-08-19","","01","영업/정상","01","영업","","","","","033 253 1336","25.20","","강원특별자치도 춘천시 석사동 873 현진에버빌a2차상가102호","강원특별자치도 춘천시 지석로 67 (석사동)","24414","현진2차세탁소","2024-08-27 16:28:12","U","2024-08-29 02:40:00","일반세탁업","265285.134233062","483576.441659043","일반세탁업","0","0","0","0","0","0","","","","","1","0","0","1","N",
"84","세탁업","06_20_01_P","4181000","4181000-205-2005-00003","2005-03-14","","01","영업/정상","01","영업","","","","","033 2535530","22.11","","강원특별자치도 춘천시 후평동 429-20","강원특별자치도 춘천시 후석로326번길 11-8 (후평동)","24300","파랑새 세탁소","2024-08-27 15:36:26","U","2024-08-29 02:40:00","일반세탁업","265987.700723819","486746.757283166","일반세탁업","0","0","1","0","0","0","","","","임대","1","0","0","1","N",
"85","세탁업","06_20_01_P","4181000","4181000-205-2004-00016","2004-11-04","","01","영업/정상","01","영업","","","","","033 257 8895","57.83","","강원특별자치도 춘천시 효자동 673-33","강원특별자치도 춘천시 효명길 16-1 (효자동)","24337","크린메이드","2020-07-06 11:20:09","I","2023-06-13 00:00:00","일반세탁업","263911.754388361","485603.003048409","일반세탁업","2","0","0","1","0","0","","","","","0","0","0","0","N",
"86","세탁업","06_20_01_P","4181000","4181000-205-2003-00005","2003-06-20","","01","영업/정상","01","영업","","","","","033 2618348","28.60","","강원특별자치도 춘천시 퇴계동 979-4","강원특별자치도 춘천시 퇴계로146번길 12-1 (퇴계동)","24377","백조세탁","2020-06-05 12:22:07","I","2023-06-13 00:00:00","일반세탁업","264582.779572786","484252.039086214","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"87","세탁업","06_20_01_P","4181000","4181000-205-1987-00008","1987-06-02","","01","영업/정상","01","영업","","","","","033 2516598","25.30","","강원특별자치도 춘천시 칠전동 585-1 대우2차상가 104호","강원특별자치도 춘천시 칠전서길 15-2 (칠전동)","24458","칠전세탁소","2024-08-13 14:49:02","U","2024-08-15 02:40:00","일반세탁업","262578.530047739","482258.320861028","일반세탁업","0","0","0","0","0","0","","","","","1","0","0","1","N",
"88","세탁업","06_20_01_P","4181000","4181000-205-2013-00003","2013-10-24","","01","영업/정상","01","영업","","","","","033 251 2842","31.80","","강원특별자치도 춘천시 후평동 481 주공 6 단지 아파트 상가동 103호","강원특별자치도 춘천시 후만로 53, 상가동 1층 103호 (후평동, 주공 6단지 아파트 )","24281","예스세탁","2024-08-27 15:50:38","U","2024-08-29 02:40:00","일반세탁업","265726.30589084","486074.183143946","일반세탁업","1","0","1","0","0","0","","","","","1","0","0","1","N",
"89","세탁업","06_20_01_P","4181000","4181000-205-2014-00002","2014-05-13","","01","영업/정상","01","영업","","","","","033 253 8572","19.38","","강원특별자치도 춘천시 후평동 715-28","강원특별자치도 춘천시 후석로 421 (후평동)","24251","후평세탁","2024-08-27 15:37:54","U","2024-08-29 02:40:00","일반세탁업","265403.121154351","487437.446864322","일반세탁업","2","1","1","0","0","0","","","","","1","0","0","1","N",
