"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","욕실수","발한실여부","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"61","목욕장업","11_44_01_P","4191000","4191000-202-2024-00003","2024-03-19","","01","영업/정상","01","영업","","","","","033730 3029","300.70","","강원특별자치도 원주시 지정면 월송리 995-16 퍼블릭클럽하우스","강원특별자치도 원주시 지정면 오크밸리2길 250, 퍼블릭클럽하우스 2층","26357","월송리CC클럽하우스사우나","2024-05-24 13:55:16","U","2024-05-26 02:40:00","목욕장업 기타","272712.999971269","434963.299074854","목욕장업 기타","2","0","2","0","0","0","2","N","","","","","0","0","N",
"62","목욕장업","11_44_01_P","4201000","4201000-202-1995-00004","1995-12-02","","01","영업/정상","01","영업","","","","","","359.50","","강원특별자치도 강릉시 남문동 1-2 외1필지(명주동7-4)","강원특별자치도 강릉시 경강로2024번길 28 (남문동,외1필지(명주동7-4))","","그린목욕탕","2019-07-26 16:48:27","I","2023-06-13 00:00:00","공동탕업","366806.069850214","473767.607739268","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"63","목욕장업","11_44_01_P","4201000","4201000-202-2000-00002","2000-12-11","","01","영업/정상","01","영업","","","","","033 661 4866","395.00","","강원특별자치도 강릉시 주문진읍 주문리 372","강원특별자치도 강릉시 주문진읍 주문로 139","25410","태경사우나","2020-02-03 17:50:08","I","2023-06-13 00:00:00","공동탕업","360902.086312074","489630.966877023","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"64","목욕장업","11_44_01_P","4201000","4201000-202-2005-00001","2005-02-11","","01","영업/정상","01","영업","","","","","033 648 2015","1725.00","","강원특별자치도 강릉시 교동 1202","강원특별자치도 강릉시 경포로 72-24 (교동)","25493","송원불가마","2023-08-18 11:43:59","U","2023-08-20 02:40:00","공동탕업+찜질시설서비스영업","365894.97336543","476000.659759225","공동탕업+찜질시설서비스영업","2","1","1","2","0","1","0","N","","","","자가","0","0","Y",
"65","목욕장업","11_44_01_P","4201000","4201000-202-2006-00006","2006-08-16","","01","영업/정상","01","영업","","","","","6621770","1976.00","","강원특별자치도 강릉시 주문진읍 주문리 311-1","강원특별자치도 강릉시 주문진읍 주문로 144","25412","에이스24시 건강랜드","2025-10-31 14:49:03","U","2025-11-02 02:40:00","공동탕업+찜질시설서비스영업","360963.318892261","489604.913895264","공동탕업+찜질시설서비스영업","10","2","2","3","0","0","0","N","","","","자가","0","0","N",
"66","목욕장업","11_44_01_P","4201000","4201000-202-2003-00001","2003-10-02","","01","영업/정상","01","영업","","","","","033 6417755","1495.00","","강원특별자치도 강릉시 교동 1882-5","강원특별자치도 강릉시 솔올로5번길 53 (교동)","25515","오아시스사우나","2025-01-03 15:17:47","U","2025-01-05 02:40:00","공동탕업+찜질시설서비스영업","365354.310794684","475154.250945886","공동탕업+찜질시설서비스영업","6","1","2","4","0","0","9","N","","","","자가","0","0","N",
"67","목욕장업","11_44_01_P","4201000","4201000-202-2002-00005","2002-05-17","","01","영업/정상","01","영업","","","","","033 6417411","1224.60","","강원특별자치도 강릉시 교동 1890-1","강원특별자치도 강릉시 정원로 56 (교동)","25515","대륙사우나","2020-02-03 13:39:47","I","2023-06-13 00:00:00","공동탕업","365215.540885583","475012.642374049","공동탕업","0","0","0","0","0","0","2","N","","","","","0","0","N",
"68","목욕장업","11_44_01_P","4201000","4201000-202-1997-00001","1997-04-09","","01","영업/정상","01","영업","","","","","033 6418323","694.00","","강원특별자치도 강릉시 사천면 판교리 629-9","강원특별자치도 강릉시 사천면 구라미등길 25-15","25434","구라미온천","2016-12-22 14:47:14","I","2023-06-13 00:00:00","공동탕업","361859.206476651","483925.533816895","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"69","목욕장업","11_44_01_P","4201000","4201000-202-1991-00001","1991-11-27","","01","영업/정상","01","영업","","","","","033 5341501","795.00","","강원특별자치도 강릉시 옥계면 현내리 633","강원특별자치도 강릉시 옥계면 옥계로 919","25634","한라목욕탕","2024-12-05 15:58:18","U","2024-12-07 02:40:00","공동탕업","379136.752222253","457125.806051087","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"70","목욕장업","11_44_01_P","4201000","4201000-202-1995-00002","1995-12-08","","01","영업/정상","01","영업","","","","","033 6453171","508.00","","강원특별자치도 강릉시 옥천동 135-1","강원특별자치도 강릉시 경강로 2157 (옥천동)","25552","효경목욕탕","2020-02-03 17:51:54","I","2023-06-13 00:00:00","공동탕업","367480.250840424","474613.287339312","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"71","목욕장업","11_44_01_P","4201000","4201000-202-1994-00002","1994-01-27","","01","영업/정상","01","영업","","","","","033 6613401","560.00","","강원특별자치도 강릉시 주문진읍 교항리 50-4","강원특별자치도 강릉시 주문진읍 매맥이윗길 6-3","25423","신영목욕탕","2019-12-27 15:51:02","I","2023-06-13 00:00:00","공동탕업","360518.653372176","488002.224806728","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"72","목욕장업","11_44_01_P","4201000","4201000-202-2001-00003","2001-07-19","","01","영업/정상","01","영업","","","","","033 6434738","630.00","","강원특별자치도 강릉시 죽헌동 323-4","강원특별자치도 강릉시 동해대로3305번길 17 (죽헌동)","25454","경포황토불한증막","2021-12-06 17:00:31","I","2023-06-13 00:00:00","찜질시설서비스영업","364783.145364188","477553.012523843","찜질시설서비스영업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"73","목욕장업","11_44_01_P","4201000","4201000-202-1999-00003","1999-12-24","","01","영업/정상","01","영업","","","","","033 6511259","937.00","","강원특별자치도 강릉시 포남동 1291","강원특별자치도 강릉시 하평1길 20 (포남동)","25566","고려목욕탕","2019-12-06 15:59:44","I","2023-06-13 00:00:00","공동탕업","368396.287151892","476070.867280176","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"74","목욕장업","11_44_01_P","4201000","4201000-202-1980-00003","1980-02-02","","01","영업/정상","01","영업","","","","","033 6482234","208.90","","강원특별자치도 강릉시 홍제동 143-9","강원특별자치도 강릉시 토성로 91 (홍제동)","25527","장수탕","2025-07-24 16:53:24","U","2025-07-26 02:40:00","공동탕업","366257.90876531","473885.900279554","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"75","목욕장업","11_44_01_P","4201000","4201000-202-2002-00001","2002-01-15","","01","영업/정상","01","영업","","","","","033 6442384","993.45","","강원특별자치도 강릉시 포남동 1123-16","강원특별자치도 강릉시 남구길23번길 9 (포남동)","25550","궁전보석사우나","2022-09-05 11:21:06","I","2023-06-13 00:00:00","공동탕업+찜질시설서비스영업","367762.477737618","475246.459176855","공동탕업+찜질시설서비스영업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"76","목욕장업","11_44_01_P","4201000","4201000-202-2001-00004","2001-08-13","","01","영업/정상","01","영업","","","","","033 6415650","868.00","","강원특별자치도 강릉시 옥천동 321","강원특별자치도 강릉시 용지로 147 (옥천동)","25552","리베라목욕탕","2009-01-12 11:51:23","I","2023-06-13 00:00:00","공동탕업","367503.646108367","474947.163580054","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"77","목욕장업","11_44_01_P","4201000","4201000-202-2001-00005","2001-10-09","","01","영업/정상","01","영업","","","","","033 6420105","760.00","","강원특별자치도 강릉시 노암동 619-2","강원특별자치도 강릉시 남부로125번길 18 (노암동)","25595","기린사우나","2019-12-18 09:31:26","I","2023-06-13 00:00:00","공동탕업","366824.28547034","472912.693262217","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"78","목욕장업","11_44_01_P","4201000","4201000-202-1960-00001","1960-10-20","","01","영업/정상","01","영업","","","","","033 6486032","301.90","","강원특별자치도 강릉시 임당동 84-7","강원특별자치도 강릉시 경강로 2089-1 (임당동)","25532","은수탕","2013-07-15 09:11:44","I","2023-06-13 00:00:00","공동탕업","366967.433990934","474163.062404373","공동탕업","3","0","0","1","0","0","2","Y","","","","","0","0","N",
"79","목욕장업","11_44_01_P","4201000","4201000-202-2008-00001","2008-06-30","","01","영업/정상","01","영업","","","","","033 655 5711","748.00","","강원특별자치도 강릉시 내곡동 461-5","강원특별자치도 강릉시 범일로 657 (내곡동)","25603","녹수사우나","2008-06-30 10:13:01","I","2023-06-13 00:00:00","공동탕업","365987.295369488","473063.655198119","공동탕업","4","4","2","3","0","0","6","N","","","","자가","0","0","N",
"80","목욕장업","11_44_01_P","4201000","4201000-202-1975-00001","1975-09-10","","01","영업/정상","01","영업","","","","","033 6475858","1048.00","","강원특별자치도 강릉시 옥천동 280-2","강원특별자치도 강릉시 옥천로61번길 12 (옥천동)","25551","황실사우나","2020-02-03 17:51:17","I","2023-06-13 00:00:00","공동탕업+찜질시설서비스영업","367231.571362825","474615.670780112","공동탕업+찜질시설서비스영업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"81","목욕장업","11_44_01_P","4201000","4201000-202-2011-00001","2011-04-28","","01","영업/정상","01","영업","","","","","033 642 2131","1018.15","","강원특별자치도 강릉시 성산면 어흘리 567-3","강원특별자치도 강릉시 성산면 경강로 874","25443","대관령24시솔가마","2016-01-29 15:59:42","I","2023-06-13 00:00:00","공동탕업+찜질시설서비스영업","357991.78039842","470447.315159831","공동탕업+찜질시설서비스영업","3","2","3","0","1","0","6","Y","","","","자가","0","0","N",
"82","목욕장업","11_44_01_P","4201000","4201000-202-2011-00003","2011-12-12","","01","영업/정상","01","영업","","","","","033 662 1020","1932.00","","강원특별자치도 강릉시 연곡면 영진리 359","강원특별자치도 강릉시 연곡면 연주로 234","25429","오션스파","2020-02-03 13:44:39","I","2023-06-13 00:00:00","공동탕업+찜질시설서비스영업","361066.203443341","487395.705198662","공동탕업+찜질시설서비스영업","3","0","1","2","0","0","4","N","","","","","0","0","N",
"83","목욕장업","11_44_01_P","4201000","4201000-202-1965-00001","1965-01-29","","01","영업/정상","01","영업","","","","","033 6621757","155.00","","강원특별자치도 강릉시 주문진읍 주문리 326-13","강원특별자치도 강릉시 주문진읍 구소방서길 4","25414","오색탕","2020-02-03 13:43:42","I","2023-06-13 00:00:00","공동탕업","360524.966825943","489229.069366944","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"84","목욕장업","11_44_01_P","4201000","4201000-202-2012-00001","2012-06-12","","01","영업/정상","01","영업","","","","","033 820 7359","1253.30","","강원특별자치도 강릉시 안현동 89-87","강원특별자치도 강릉시 해안로 536 (안현동)","25460","라카이샌드파인 사우나, 더 라니 사우나","2024-12-06 11:40:06","U","2024-12-08 02:40:00","공동탕업","367621.813148505","479943.433565044","공동탕업","9","1","0","0","1","1","2","Y","","","","","0","0","N",
"85","목욕장업","11_44_01_P","4201000","4201000-202-2015-00001","2015-06-29","","01","영업/정상","01","영업","","","","","033 650 7000","514.05","","강원특별자치도 강릉시 강문동 274-1","강원특별자치도 강릉시 해안로406번길 2, 지하2층 (강문동)","25460","씨마크호텔써멀스위트","2024-04-12 15:58:10","U","2024-04-14 02:40:00","공동탕업","368547.155962069","478977.195262736","공동탕업","15","4","0","0","2","2","6","Y","","","","자가","0","0","N",
"86","목욕장업","11_44_01_P","4201000","4201000-202-2018-00002","2018-02-08","","01","영업/정상","01","영업","","","","","033 660 9000","1072.25","","강원특별자치도 강릉시 강문동 1-1 세인트존스 호텔","강원특별자치도 강릉시 창해로 307, 세인트존스 호텔 4층 (강문동)","25467","파인비치사우나","2022-02-18 15:48:57","I","2023-06-13 00:00:00","공동탕업","369147.462906176","478267.144158212","공동탕업","0","0","2","4","0","0","2","N","","","","","0","0","N",
"87","목욕장업","11_44_01_P","4201000","4201000-202-2018-00003","2018-08-09","","01","영업/정상","01","영업","","","","","033 530 4800","2823.29","","강원특별자치도 강릉시 옥계면 금진리 92-1","강원특별자치도 강릉시 옥계면 헌화로 455-34, 1층","25633","금진온천 앤 아쿠아파크","2025-01-13 16:37:33","U","2025-01-15 02:40:00","공동탕업","381049.225414819","463380.102788036","공동탕업","1","0","0","0","0","0","3","N","","","","자가","0","0","Y",
"88","목욕장업","11_44_01_P","4201000","4201000-202-2018-00001","2018-01-10","","01","영업/정상","01","영업","","","","","033 923 2000","563.50","","강원특별자치도 강릉시 강문동 258-4","강원특별자치도 강릉시 해안로 476 (강문동)","25460","스카이베이경포호텔사우나","2024-12-06 11:39:29","U","2024-12-08 02:40:00","공동탕업","367974.951824714","479654.314242201","공동탕업","0","2","0","0","0","0","2","N","","","","","0","0","N",
"89","목욕장업","11_44_01_P","4201000","4201000-202-1987-00001","1987-09-24","","01","영업/정상","01","영업","","","","","033 6489011","2087.00","","강원특별자치도 강릉시 임당동 129-2","강원특별자치도 강릉시 경강로 2080 (임당동)","25539","동아사우나","2025-01-03 15:16:52","U","2025-01-05 02:40:00","공동탕업+찜질시설서비스영업","366932.86696548","474045.921477922","공동탕업+찜질시설서비스영업","6","1","0","1","0","0","2","Y","","","","","0","0","N",
