"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","영업내용",
"75","옥외광고업","04_15_01_P","4181000","2001418002308200015","2002-01-24","","01","영업/정상","20","정상","","","","","033 251 2390","","","강원특별자치도 춘천시 근화동 ***","강원특별자치도 춘천시 영서로 ****, *호 (근화동)","24245","대명광고기획","2017-05-17 13:54:40","I","2023-06-13 00:00:00","","262653.155286583","486583.579771994","제조 / 간판및광고물",
"76","옥외광고업","04_15_01_P","4181000","2002418002308200002","2018-07-25","","01","영업/정상","20","정상","","","","","033 244 4380","","","강원특별자치도 춘천시 효자동 **-**","강원특별자치도 춘천시 두하길**번길 *-* (효자동)","24294","우진광고","2018-07-25 21:07:20","I","2023-06-13 00:00:00","","265190.593706697","486309.836775944","광고물제작",
"77","옥외광고업","04_15_01_P","4181000","2006418011108200007","2006-06-15","","01","영업/정상","20","정상","","","","","033 253 0484","","","강원특별자치도 춘천시 후평동 ***-*","강원특별자치도 춘천시 뒷들길 ** (후평동)","","꿈디자인","2016-11-18 09:57:53","I","2023-06-13 00:00:00","","265928.604861845","487759.47613399","제조, 간판",
"78","옥외광고업","04_15_01_P","4181000","2007418011108200003","2023-01-18","","01","영업/정상","20","정상","","","","","033 253 4232","","","강원특별자치도 춘천시 동면 만천리 ***-*","강원특별자치도 춘천시 동면 만천로***번길 ***-*","24217","세화","2024-07-19 16:38:37","U","2024-07-21 02:40:00","","267363.559496353","486327.239740187","광고물제작 및 대행",
"79","옥외광고업","04_15_01_P","4181000","2007418011108200004","2017-09-12","","01","영업/정상","20","정상","","","","","033 256 0464","","","강원특별자치도 춘천시 근화동 ***-*","강원특별자치도 춘천시 당간지주길 ** (근화동)","24244","기가디자인산업","2017-11-07 13:30:26","I","2023-06-13 00:00:00","","263401.723943622","487915.461437787","현수막 및 간판 제작. 철물",
"80","옥외광고업","04_15_01_P","4181000","2007418011108500001","2020-08-14","","01","영업/정상","20","정상","","","","","033 262 1880","","","강원특별자치도 춘천시 동면 장학리 ***-*","강원특별자치도 춘천시 동면 방죽길 **","24210","아람광고사","2020-08-14 17:13:39","I","2023-06-13 00:00:00","","266172.473572114","489972.802569947","옥외광고물 제작",
"81","옥외광고업","04_15_01_P","4181000","2007418011108500003","2007-12-05","","01","영업/정상","20","정상","","","","","033 254 9726","","","강원특별자치도 춘천시 퇴계동 ***-*","강원특별자치도 춘천시 춘주로***번길 * (퇴계동)","","신용종합광고","2014-07-10 14:09:52","I","2023-06-13 00:00:00","","263937.889814975","484517.806915935","광고업",
"82","옥외광고업","04_15_01_P","4181000","2019418036008500003","2021-02-01","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 춘천시 효자동 ***-*","강원특별자치도 춘천시 춘천로 ***, 메가시티 *층 ***호 (효자동)","24329","시온광고기획","2023-12-11 16:51:56","U","2023-12-13 02:40:00","","264625.007546706","486195.45439825","광고대행업, 기타광고관련서비스업, 옥외광고",
"83","옥외광고업","04_15_01_P","4181000","2020418036008500002","2021-02-16","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 춘천시 퇴계동 ***-*","강원특별자치도 춘천시 퇴계공단길 **, A동 좌측호 (퇴계동)","24427","디자인 참","2021-03-31 09:06:06","I","2023-06-13 00:00:00","","265091.867995329","482505.457489483","광고물제작",
"84","옥외광고업","04_15_01_P","4181000","2020418036008500003","2020-05-12","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 춘천시 동내면 고은리 ***-**","강원특별자치도 춘천시 동내면 고은길 ***","24399","주식회사 기승건설","2020-05-13 13:31:03","I","2023-06-13 00:00:00","","268540.836875044","482174.023793694","시설물유지관리 및 금속구조물창호공사 ,옥외광고물등 제작 설치",
"85","옥외광고업","04_15_01_P","4181000","2020418036008500004","2021-03-30","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 춘천시 요선동 *-**","강원특별자치도 춘천시 서부대성로**번길 *-** (요선동)","24271","하마공작소","2021-03-31 09:06:50","I","2023-06-13 00:00:00","","263965.510501475","486913.592327367","옥외광고물 제작 설치,인쇄",
"86","옥외광고업","04_15_01_P","4181000","2020418036008500005","2020-06-02","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 춘천시 교동 **-*","강원특별자치도 춘천시 서부대성로 *** (교동)","24261","디자인쿰","2020-06-03 10:16:24","I","2023-06-13 00:00:00","","264487.794808462","486540.662851544","광고물 제작 및 설치",
"87","옥외광고업","04_15_01_P","4181000","2020418036008500007","2023-04-18","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 춘천시 동내면 신촌리 ***-**","강원특별자치도 춘천시 동내면 향군길 **","24407","굿디엔씨","2023-04-19 13:27:26","I","2023-06-13 00:00:00","","267300.384147367","483009.647777281","옥외광고물 제작 및 디자인",
"88","옥외광고업","04_15_01_P","4181000","2020418036008500008","2020-07-15","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 춘천시 요선동 *-*","강원특별자치도 춘천시 서부대성로**번길 * (요선동)","24270","(주)지스타일","2021-09-29 09:16:56","I","2023-06-13 00:00:00","","264006.756498433","487046.956734599","옥외광고물 제작 설치",
"89","옥외광고업","04_15_01_P","4181000","2020418036008500009","2020-08-04","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 춘천시 근화동 ***-*","강원특별자치도 춘천시 중앙로***번길 **, ***호 (근화동)","24245","다성","2020-08-04 14:26:41","I","2023-06-13 00:00:00","","262689.635327007","486543.248600427","옥외광고물 도소매,제작 및 설치",
"90","옥외광고업","04_15_01_P","4181000","2020418036008500010","2020-09-17","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 춘천시 동내면 사암리 ****-*","강원특별자치도 춘천시 동내면 대룡산길 *","24408","주식회사 드림테크","2020-10-23 15:48:14","I","2023-06-13 00:00:00","","267244.584658636","482270.317732188","옥외광고물(디지털광고) 제작 설치-CCTV,NVR제조 설계 생산",
"91","옥외광고업","04_15_01_P","4181000","1991418002308200023","1991-09-11","","01","영업/정상","20","정상","","","","","033 254 5807","","","강원특별자치도 춘천시 효자동 ***-*","강원특별자치도 춘천시 금강로 *** (효자동)","24335","영일광고","2024-05-21 15:18:37","U","2024-05-23 02:40:00","","264505.407970787","486032.504935124","간판제작업",
"92","옥외광고업","04_15_01_P","4181000","1993418002308200028","1993-02-11","","01","영업/정상","20","정상","","","","","033 256 0361","","","강원특별자치도 춘천시 동면 만천리 ***","강원특별자치도 춘천시 동면 금촌로 ***-*","200-852","하나애드","2023-02-02 14:25:44","I","2023-06-13 00:00:00","","268334.474168794","486207.287165062","간판제작업",
"93","옥외광고업","04_15_01_P","4181000","1994418002308200035","1994-11-22","","01","영업/정상","20","정상","","","","","033 254 3260","","","강원특별자치도 춘천시 후평동 ***-**","강원특별자치도 춘천시 후석로 ***-* (후평동)","","씨엔씨디자인(주)","2014-07-10 11:06:02","I","2023-06-13 00:00:00","","265085.419509953","487848.050634412","간판제작업",
"94","옥외광고업","04_15_01_P","4181000","1995418002308200039","1995-04-17","","01","영업/정상","20","정상","","","","","033 262 8801","","","강원특별자치도 춘천시 석사동 ***-**","강원특별자치도 춘천시 후석로**번길 ** (석사동)","","백제기획","2018-03-27 11:12:56","I","2023-06-13 00:00:00","","265635.239470511","484093.480878381","간판제작업",
"95","옥외광고업","04_15_01_P","4181000","1999418002308200122","2006-12-01","","01","영업/정상","20","정상","","","","","033 261 3586","","","강원특별자치도 춘천시 동내면 신촌리 ***-*","강원특별자치도 춘천시 동내면 동내로 ***","","홍디자인","2014-07-08 18:31:22","I","2023-06-13 00:00:00","","267177.686539802","483286.554739089","광고물 제작",
"96","옥외광고업","04_15_01_P","4181000","1999418002308200124","2013-07-17","","01","영업/정상","20","정상","","","","","033 256 0431","","","강원특별자치도 춘천시 효자동 ***-*","강원특별자치도 춘천시 효제길 ** (효자동)","200-092","은혜기획","2014-11-20 13:38:20","I","2023-06-13 00:00:00","","264649.685807357","485711.960029415","광고물 제작",
"97","옥외광고업","04_15_01_P","4181000","2002418002308200003","2019-07-29","","01","영업/정상","20","정상","","","","","033 253 3867","","","강원특별자치도 춘천시 퇴계동 ***-*","강원특별자치도 춘천시 공원*길 ** (퇴계동)","200-944","고려광고","2019-07-30 10:36:31","I","2023-06-13 00:00:00","","263611.060496228","484510.468766822","간판.현수막.옥외광고물제작",
"98","옥외광고업","04_15_01_P","4181000","2002418011108200007","2015-06-05","","01","영업/정상","20","정상","","","","","033 244 9804","","","강원특별자치도 춘천시 신북읍 율문리 ***-*","강원특별자치도 춘천시 신북읍 율문길 **","200-821","동진표지판","2015-06-08 17:58:32","I","2023-06-13 00:00:00","","265654.603856143","491670.917383789","간판제조",
"99","옥외광고업","04_15_01_P","4181000","2002418011108200009","2022-03-31","","01","영업/정상","20","정상","","","","","033 253 1115","","","강원특별자치도 춘천시 교동 ***-**","강원특별자치도 춘천시 삭주로 **-* (교동)","24264","을지종합기획","2022-04-01 09:43:30","I","2023-06-13 00:00:00","","264581.683324701","486827.141065742","간판제조",
"100","옥외광고업","04_15_01_P","4181000","2002418011108200011","2002-11-16","","01","영업/정상","20","정상","","","","","033 264 3114","","","강원특별자치도 춘천시 퇴계동 ***-*","강원특별자치도 춘천시 퇴계공단길 ** (퇴계동)","24427","(주)유니온커뮤니케이션즈","2015-08-18 18:05:14","I","2023-06-13 00:00:00","","264823.615833407","482606.06523206","간판및광고물",
"101","옥외광고업","04_15_01_P","4181000","2003418011108200002","2003-02-04","","01","영업/정상","20","정상","","","","","033 261 0797","","","강원특별자치도 춘천시 동내면 고은리 ***-*","강원특별자치도 춘천시 동내면 순환대로 ***","","신촌광고","2014-07-11 11:45:43","I","2023-06-13 00:00:00","","267825.780374364","483171.07771072","간판제조",
"102","옥외광고업","04_15_01_P","4181000","2009418011108500002","2009-01-28","","01","영업/정상","20","정상","","","","","033 251 8677","","","강원특별자치도 춘천시 후평동 ***-*","강원특별자치도 춘천시 만천로***번길 ** (후평동)","24296","(사)강원도 옥외광고협회 춘천시지부","2017-05-11 10:50:01","I","2023-06-13 00:00:00","","266117.165327963","487578.235220176","위탁사업,간판,현수막,편집디자인.
광고물제작설치.",
"103","옥외광고업","04_15_01_P","4181000","2009418011108500003","2016-11-22","","01","영업/정상","20","정상","","","","","033 262 6488","","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 우석로**번길 *-*, *층 (석사동)","24324","광고기획가람","2024-07-10 11:19:31","U","2024-07-12 02:40:00","","266086.901720206","484965.450716487","간판제조업",
"104","옥외광고업","04_15_01_P","4181000","2009418011108500006","2024-05-13","","01","영업/정상","20","정상","","","","","033 241 1512","","","강원특별자치도 춘천시 후평동 **","강원특별자치도 춘천시 후석로***번길 **-*, *층 (후평동)","24298","디자인이수","2024-05-14 11:24:32","U","2024-05-16 02:40:00","","266031.7635616","486959.786305284","간판,인쇄물,현수막 등",
"105","옥외광고업","04_15_01_P","4181000","2009418011108500007","2015-02-04","","01","영업/정상","20","정상","","","","","033 252 1484","","","강원특별자치도 춘천시 퇴계동 ***-*","강원특별자치도 춘천시 퇴계공단*길 ** (퇴계동)","200-944","(주)대원","2015-02-05 16:14:40","I","2023-06-13 00:00:00","","265232.535754061","482695.629312683","옥외광고물 (간판제조업- 안내판,표지판,광고판,현수막 등)",
"106","옥외광고업","04_15_01_P","4181000","2009418011108500008","2009-05-26","","01","영업/정상","20","정상","","","","","033 262 7942","","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 효석로 ** (석사동)","","에이앤디","2014-07-11 11:35:57","I","2023-06-13 00:00:00","","264942.035921099","484384.724218283","인쇄.출판. 간판.현수막제조",
"107","옥외광고업","04_15_01_P","4181000","2009418011108500011","2013-12-10","","01","영업/정상","20","정상","","","","","033 251 8870","","","강원특별자치도 춘천시 우두동 ***-*","강원특별자치도 춘천시 충열로***번길 ** (우두동)","","디자인나무","2016-07-25 10:35:41","I","2023-06-13 00:00:00","","265332.775222684","489405.521674668","간판제조업",
