"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명",
"51","관광숙박업","03_11_01_P","4201000","CDFI2260032019000001","2019-11-28","","01","영업/정상","13","영업중","","","","","033-535-3007","","","강원특별자치도 강릉시 옥계면 금진리 414-1","강원특별자치도 강릉시 옥계면 헌화로 189, 썬앤제이드","25633","썬옥(SUNOK)","2025-01-23 11:16:13","U","2025-01-25 02:40:00","","380205.288692773","460998.910123615","관광숙박업","","준주거지역","2","학교정화(상대)","","","숙박시설","2","1","0","0","","","0","0","","0","0","","0","1489.64","","0","","","","","","","202565024","","","","1490","호스텔업",
"52","관광숙박업","03_11_01_P","4201000","CDFI2260032021000001","2021-01-15","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 주문진읍 주문리 675","강원특별자치도 강릉시 주문진읍 해안로 1935","25408","지브","2021-01-15 14:27:22","I","2023-06-13 00:00:00","","360829.265867502","490430.414379554","관광숙박업","","자연녹지지역","5","","","","숙박시설","4","1","0","0","","","0","0","","0","0","","0","886.38","","0","","","","","","","200000000","","","","886","호스텔업",
"53","관광숙박업","03_11_01_P","4201000","CDFI2260032021000002","2021-04-05","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 주문진읍 주문리 672","강원특별자치도 강릉시 주문진읍 해안로 1939-8","25408","G7 호스텔","2022-06-10 14:27:53","I","2023-06-13 00:00:00","","360779.891987557","490445.151701469","관광숙박업","","자연녹지지역","4","","","","","4","0","0","0","","","0","0","","0","0","","0","559.68","","0","","","","","","","200000000","","","","560","호스텔업",
"54","관광숙박업","03_11_01_P","4201000","CDFI2260032021000003","2021-05-04","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 주문진읍 주문리 665","강원특별자치도 강릉시 주문진읍 해안로 1933-1","25408","더원","2022-02-18 09:50:47","I","2023-06-13 00:00:00","","360842.100552554","490404.694065743","관광숙박업","","자연녹지지역","4","","","","숙박시설","4","0","0","0","","","0","0","","0","0","","0","324.08","","0","","","","","","","0","","","","324","호스텔업",
"55","관광숙박업","03_11_01_P","4201000","CDFI2260032021000004","2021-06-10","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 안현동 782","강원특별자치도 강릉시 안현로 85-9 (안현동)","25462","벨라","2022-08-12 15:17:45","I","2023-06-13 00:00:00","","364338.458696202","479506.250026587","관광숙박업","","자연녹지지역","2","","","","","0","0","0","0","","","0","0","","0","0","","0","910.56","","0","","","","","","","0","","","","911","호스텔업",
"56","관광숙박업","03_11_01_P","4201000","CDFI2260032021000005","2021-07-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 연곡면 영진리 72-17","강원특별자치도 강릉시 연곡면 해안로 1433-1","25430","영진스테이2","2024-11-12 16:48:12","U","2024-11-14 02:40:00","","362444.784329336","486663.28163895","관광숙박업","","준주거지역","3","","","","","3","0","0","0","","","0","0","","0","0","","0","389.85","","0","","","","","","","0","","","","390","호스텔업",
"57","관광숙박업","03_11_01_P","4201000","CDFI2260032021000006","2021-08-05","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 주문진읍 주문리 122-27","강원특별자치도 강릉시 주문진읍 해안로 1901","25408","웨이블루","2025-08-01 11:32:22","U","2025-08-03 02:40:00","","361087.79390313","490207.459722727","관광숙박업","","일반주거지역","5","","","","","5","0","0","0","","","0","0","","0","0","","0","877.94","","0","","","","","","","0","","","","878","호스텔업",
"58","관광숙박업","03_11_01_P","4201000","CDFI2260032021000007","2021-08-27","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 교동 183-200","강원특별자치도 강릉시 율곡로 2886 (교동)","25491","더 다온","2024-06-10 10:19:38","U","2024-06-12 02:40:00","","366885.59600104","474842.877357412","관광숙박업","","일반주거지역","3","","","","숙박시설","3","0","0","0","","","0","0","","0","0","","0","361.09","","0","","","","","","","40000000","","","","361","호스텔업",
"59","관광숙박업","03_11_01_P","4201000","CDFI2260032021000008","2021-09-30","","01","영업/정상","13","영업중","","","","","033-647-7711","","","강원특별자치도 강릉시 포남동 1140-9","강원특별자치도 강릉시 용지각길 33 (포남동)","25548","V호스텔","2025-09-09 17:49:32","U","2025-09-11 02:40:00","","367934.730298471","475030.578230829","관광숙박업","","준주거지역","5","","","","","4","1","0","0","","","0","0","","0","0","","0","453.37","","0","","","","","","","0","","","","453","호스텔업",
"60","관광숙박업","03_11_01_P","4201000","CDFI2260032021000009","2021-09-30","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 옥계면 금진리 330","강원특별자치도 강릉시 옥계면 헌화로 241-2","25633","강릉호스텔","2025-09-29 11:18:40","U","2025-10-01 02:40:00","","380366.754484383","461362.689530831","관광숙박업","","준주거지역","4","","","","","4","0","0","0","","","0","0","","0","0","","0","623.9","","0","","","","","","","0","","","","624","호스텔업",
"61","관광숙박업","03_11_01_P","4201000","CDFI2260032021000010","2021-10-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 사천면 방동리 111-2","강원특별자치도 강릉시 사천면 해안로 902","25440","페리아 902 오션뷰 스파 펜션","2023-01-11 18:12:08","I","2023-06-13 00:00:00","","365161.437516092","482629.115507777","관광숙박업","","자연녹지지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","1469.88","","0","","","","","","","0","","","","1470","호스텔업",
"62","관광숙박업","03_11_01_P","4201000","CDFI2260032021000011","2021-10-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 사천면 방동리 112-6","강원특별자치도 강릉시 사천면 해안로 904-2","25440","페리아 902 오션뷰 키즈 가족 펜션","2022-03-08 11:10:34","I","2023-06-13 00:00:00","","365146.541829864","482654.288707608","관광숙박업","","자연녹지지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","775.85","","0","","","","","","","0","","","","776","호스텔업",
"63","관광숙박업","03_11_01_P","4201000","CDFI2260032021000012","2021-11-18","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 남문동 154-6","강원특별자치도 강릉시 남문길 28 (남문동)","25538","남문로프트","2021-11-18 16:24:10","I","2023-06-13 00:00:00","","366654.187477221","473611.306185732","관광숙박업","","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","121.5","","0","","","","","","","0","","","","122","호스텔업",
"64","관광숙박업","03_11_01_P","4201000","CDFI2260032022000001","2022-01-25","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 사천면 사천진리 253-7","강원특별자치도 강릉시 사천면 해안로 1026-31","25435","사천 스테이 195 호스텔","2023-05-16 19:28:07","I","2023-06-13 00:00:00","","364799.95222553","483771.701425471","관광숙박업","","자연녹지지역","4","","","","","0","0","0","0","","","0","0","","0","0","","0","427.52","","0","","","","","","","0","","","","428","호스텔업",
"65","관광숙박업","03_11_01_P","4201000","CDFI2260032022000002","2022-04-21","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 강문동 308-15","강원특별자치도 강릉시 창해로 259 (강문동)","25467","Delta Hotel","2024-04-01 08:16:48","U","2024-04-03 02:40:00","","369503.368136712","477927.529224147","관광숙박업","","","5","","","","숙박시설","5","1","0","0","","","0","0","","0","0","","0","1110.06","","0","","","","","","","60000000","","","","1110","소형호텔업",
"66","관광숙박업","03_11_01_P","4201000","CDFI2260032022000003","2022-04-28","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 연곡면 영진리 68-1","강원특별자치도 강릉시 연곡면 영진길 85","25430","영진을 담다","2022-06-21 14:14:01","I","2023-06-13 00:00:00","","362268.165366103","486760.964772589","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","259.96","","0","","","","","","","0","","","","260","호스텔업",
"67","관광숙박업","03_11_01_P","4201000","CDFI2260032022000004","2022-05-27","","01","영업/정상","13","영업중","","","","","033-651-3213","","","강원특별자치도 강릉시 주문진읍 주문리 5","강원특별자치도 강릉시 주문진읍 해안로 1925","25408","Q나인","2022-07-01 08:09:25","I","2023-06-13 00:00:00","","360936.123209196","490368.368284631","관광숙박업","","관리지역","4","","","","","4","1","0","0","","","0","0","","0","0","","0","485.86","","0","","","","","","","1600000000","","","","486","호스텔업",
"68","관광숙박업","03_11_01_P","4201000","CDFI2260032022000005","2022-05-27","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 사천면 사천진리 258-6","강원특별자치도 강릉시 사천면 해안로 1044-16","25435","윈 팰리스 오션뷰 펜션","2025-04-23 09:26:54","U","2025-04-25 02:40:00","","364703.744709981","483795.770082376","관광숙박업","","자연녹지지역","4","","","","","4","1","7","192","","","0","0","","0","0","","0","1384.91","","0","","","","","","","500000000","","","","1385","호스텔업",
"69","관광숙박업","03_11_01_P","4201000","CDFI2260032022000006","2022-08-17","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 주문진읍 주문리 122-30","강원특별자치도 강릉시 주문진읍 해안로 1895","25408","썬리치호스텔","2022-08-17 09:10:42","I","2023-06-13 00:00:00","","361138.714968137","490193.571829029","관광숙박업","","","0","","","","","4","0","0","0","","","0","0","","0","0","","0","551.73","","0","","","","","","","0","","","","552","호스텔업",
"70","관광숙박업","03_11_01_P","4201000","CDFI2260032022000007","2022-08-25","","01","영업/정상","13","영업중","","","","","033-650-0000","","","강원특별자치도 강릉시 강동면 하시동리 산 131-6","강원특별자치도 강릉시 강동면 염전길 255","25620","메이플비치 골프&리조트","2024-06-12 13:59:45","U","2024-06-14 02:40:00","","374081.410815719","473390.451001597","관광숙박업","","","0","","","","","3","2","54","7850","","","0","0","","0","0","","0","7849.99","","0","","","","","","","0","","","","7850","관광호텔업",
"71","관광숙박업","03_11_01_P","4201000","CDFI2260032022000008","2022-09-29","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 주문진읍 주문리 122-14","강원특별자치도 강릉시 주문진읍 해안로 1889","25408","스테이 휴","2023-02-02 15:29:03","I","2023-06-13 00:00:00","","361197.470749274","490162.290279549","관광숙박업","","일반주거지역","5","","","","","0","0","0","0","","","0","0","","0","0","","0","600.81","","0","","","","","","","0","","","","601","호스텔업",
"72","관광숙박업","03_11_01_P","4201000","CDFI2260032022000009","2022-11-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 주문진읍 주문리 683","강원특별자치도 강릉시 주문진읍 해안로 1941","25408","수안 호스텔","2022-11-08 18:08:04","I","2023-06-13 00:00:00","","360796.010010102","490499.106859693","관광숙박업","","","4","","","","","4","2","0","0","","","0","0","","0","0","","0","907.83","","0","","","","","","","0","","","","908","호스텔업",
"73","관광숙박업","03_11_01_P","4201000","CDFI2260032022000010","2022-11-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 교동 165-124","강원특별자치도 강릉시 강릉대로203번길 16 (교동)","25503","de arena","2023-12-04 18:00:41","U","2023-12-06 02:40:00","","366766.879236697","474697.068530173","관광숙박업","","일반주거지역","3","","","","","3","0","0","0","","","0","0","","0","0","","0","176.16","","0","","","","","","","0","","","","176","호스텔업",
"74","관광숙박업","03_11_01_P","4201000","CDFI2260032022000011","2022-12-05","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 사천면 사천진리 350-14","강원특별자치도 강릉시 사천면 해안로 1151","25435","음악시간 호스텔","2024-08-27 16:24:13","U","2024-08-29 02:40:00","","363903.977886247","484594.162848926","관광숙박업","","","4","","","","","4","0","0","0","","","0","0","","0","0","","0","769.86","","0","","","","","","","0","","","","770","호스텔업",
"75","관광숙박업","03_11_01_P","4201000","CDFI2260032022000012","2022-05-27","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 사천면 사천진리 258-5","강원특별자치도 강릉시 사천면 해안로 1044-16","25435","윈 팰리스 2","2025-09-09 18:07:51","U","2025-09-11 02:40:00","","364736.778973405","483807.205066372","관광숙박업","","","0","","","","","4","1","7","692","","","0","0","","0","0","","0","692.45","","0","","","","","","","0","","","","692","호스텔업",
"76","관광숙박업","03_11_01_P","4201000","CDFI2260032023000001","2023-02-16","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 주문진읍 주문리 829-8","강원특별자치도 강릉시 주문진읍 해안로 1999","25404","더·뷰","2023-06-26 09:42:46","U","2023-06-28 02:40:00","","360567.330677046","490854.112805745","관광숙박업","","일반주거지역","3","","","","","3","0","0","0","","","0","0","","0","0","","0","438.66","","0","","","","","","","0","","","","439","호스텔업",
