"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"70","사료제조업","02_04_05_P","6530000","642000050220200031","2020-09-23","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 강릉시 주문진읍 교항리 823번지 0호","강원특별자치도 강릉시 주문진읍 주문진서당길 9-30","25416","하스트컴퍼니","2020-09-23 14:46:43","I","2023-06-13 00:00:00","사료제조업(단미)","359641.986345706","488269.193671568","사료제조업","","0","000","0",
"71","사료제조업","02_04_05_P","6530000","642000050220200035","2020-12-02","","01","영업/정상","0000","정상","","","","","0333753470","","","강원특별자치도 영월군 주천면 금마리 669번지 3호","강원특별자치도 영월군 주천면 모내실길 163","","일진에프앤피 주식회사","2020-12-02 13:27:19","I","2023-06-13 00:00:00","사료제조업(수입)","","","사료제조업","","0","000","0",
"72","사료제조업","02_04_05_P","6530000","642000050220200036","2020-12-02","","01","영업/정상","0000","정상","","","","","0334505959","","","강원특별자치도 철원군 철원읍 율이리 501번지 0호 환경자원사업소","강원특별자치도 철원군 철원읍 독서당길 305, 환경자원사업소","","철원군 환경자원사업소","2025-04-29 10:43:20","U","2025-05-01 02:40:00","사료제조업(단미)","214916.123915383","524165.133145178","사료제조업","","0","000","0",
"73","사료제조업","02_04_05_P","6530000","642000050220200037","2020-12-08","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 동해시 천곡동  994번지 8호","강원특별자치도 동해시 감추로 20, 1층 (천곡동)","","5월 5일","2020-12-08 19:16:19","I","2023-06-13 00:00:00","사료제조업(단미)","387484.832298434","447981.255797821","사료제조업","","0","000","0",
"74","사료제조업","02_04_05_P","6530000","642000050220090006","2009-07-21","","01","영업/정상","0000","정상","","","","","0336462738","0","","강원특별자치도 강릉시 대전동  915번지 6호","강원특별자치도 강릉시 과학단지로 24-19 (대전동)","25451","주식회사 웰빙엘에스","2018-03-27 18:08:58","I","2023-06-13 00:00:00","사료제조업(보조)","363116.877226929","478731.184256158","사료제조업","","0","L00","0",
"75","사료제조업","02_04_05_P","6530000","642000050220090007","2009-08-20","","01","영업/정상","0000","정상","","","","","0332586400","0","","강원특별자치도 춘천시 후평동  198번지 60호 바이오벤처프라자 4-1(4-2)호","강원특별자치도 춘천시 소양강로 56 (후평동,바이오벤처프라자 4-1(4-2)호)","","(주)에코비즈넷","2018-04-09 14:24:49","I","2023-06-13 00:00:00","사료제조업(보조)","265531.579503655","488113.88506095","사료제조업","","0","000","0",
"76","사료제조업","02_04_05_P","6530000","642000050220100001","2010-03-08","","01","영업/정상","0000","정상","","","","","0337446801","0","","강원특별자치도 원주시 호저면 주산리 929번지 0호","강원특별자치도 원주시 호저면 칠봉로 109-15","","원주축산업협동조합","2025-03-24 14:19:13","U","2025-03-26 02:40:00","사료제조업(보조)","280798.770963741","435058.118777811","사료제조업","","0","000","0",
"77","사료제조업","02_04_05_P","6530000","642000050220100003","2010-04-12","","01","영업/정상","0000","정상","","","","","07074929074","0","","강원특별자치도 춘천시 동내면 거두리 1150번지","강원특별자치도 춘천시 동내면 거두단지2길 14","","㈜휴온스엔","2025-05-26 18:15:55","U","2025-05-28 02:40:00","사료제조업(배합)","268496.742442449","484983.738642153","사료제조업","","0","000","0",
"78","사료제조업","02_04_05_P","6530000","642000050220100004","2010-04-12","","01","영업/정상","0000","정상","","","","","07074929074","0","","강원특별자치도 춘천시 동내면 거두리 1150번지","강원특별자치도 춘천시 동내면 거두단지2길 14","","㈜휴온스엔","2025-05-26 18:15:25","U","2025-05-28 02:40:00","사료제조업(보조)","268496.742442449","484983.738642153","사료제조업","","0","000","0",
"79","사료제조업","02_04_05_P","6530000","642000050220100005","2010-04-14","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 원주시 흥업면 흥업리 1572번지 5호","강원특별자치도 원주시 흥업면 흥대길 7","","원주시농업기술센터","2016-10-25 10:41:38","I","2023-06-13 00:00:00","사료제조업(보조)","281133.221124289","421986.847579231","사료제조업","","0","O00","0",
"80","사료제조업","02_04_05_P","6530000","642000050220100006","2010-04-16","","01","영업/정상","0000","정상","","","","","0333459907","0","","강원특별자치도 횡성군 횡성읍 조곡리 429번지","강원특별자치도 횡성군 횡성읍 우시장길 43","","횡성축협섬유질배합사료공장","2022-01-17 10:56:49","I","2023-06-13 00:00:00","사료제조업(배합)","289501.761318455","444072.96153705","사료제조업","","0","000","0",
"81","사료제조업","02_04_05_P","6530000","642000050220100007","2010-04-16","","01","영업/정상","0000","정상","","","","","0334348617","0","","강원특별자치도 홍천군 홍천읍 상오안리 690번지 2호","강원특별자치도 홍천군 홍천읍 농공단지길 24-14","","늘푸름홍천한우전용사료공장","2023-04-19 15:52:16","I","2023-06-13 00:00:00","사료제조업(단미)","272689.287462325","461618.439398972","사료제조업","","0","000","0",
"82","사료제조업","02_04_05_P","6530000","642000050220150001","2015-01-13","","01","영업/정상","0000","정상","","","","","0333782311","0","","강원특별자치도 정선군 신동읍 조동리 508번지","강원특별자치도 정선군 함백로 420","","(주)오미아코리아","2020-05-22 10:27:34","I","2023-06-13 00:00:00","사료제조업(단미)","349274.538954025","413969.328557997","사료제조업","","0","000","0",
"83","사료제조업","02_04_05_P","6530000","642000050220150002","2015-01-13","","01","영업/정상","0000","정상","","","","","0336429635","0","","강원특별자치도 강릉시 대전동  916번지 3호","강원특별자치도 강릉시 과학단지로 24-20 (대전동)","","(주)바이오피이드","2024-08-26 17:02:01","U","2024-08-28 02:40:00","사료제조업(배합)","363170.302881958","478582.818720932","사료제조업","","0","000","0",
"84","사료제조업","02_04_05_P","6530000","642000050220150003","2015-01-19","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 춘천시 효자동  667번지 2호","강원특별자치도 춘천시 효자로 88 (효자동)","24338","로얄펫","2015-07-07 14:30:12","I","2023-06-13 00:00:00","사료제조업(단미)","264368.907485004","485612.912253937","사료제조업","","0","000","0",
"85","사료제조업","02_04_05_P","6530000","642000050220150008","2015-02-24","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 춘천시 퇴계동  881번지 4호","강원특별자치도 춘천시 공원3길 6 (퇴계동)","24441","양냠간식","2015-07-07 14:32:52","I","2023-06-13 00:00:00","사료제조업(단미)","263698.00782356","484552.694713568","사료제조업","","0","000","0",
"86","사료제조업","02_04_05_P","6530000","642000050220200038","2020-12-22","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 횡성군 우천면 용둔리 454번지 1호","강원특별자치도 횡성군 우천면 내용둔길 197","","베프 바이오","2020-12-22 10:42:08","I","2023-06-13 00:00:00","사료제조업(보조)","293953.409898225","445986.416941776","사료제조업","","0","000","0",
"87","사료제조업","02_04_05_P","6530000","642000050220200039","2020-12-22","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 횡성군 우천면 용둔리 454번지 1호","강원특별자치도 횡성군 우천면 내용둔길 197","","베프 바이오","2020-12-22 10:41:50","I","2023-06-13 00:00:00","사료제조업(보조)","293953.409898225","445986.416941776","사료제조업","","0","000","0",
"88","사료제조업","02_04_05_P","6530000","642000050220200041","2020-12-28","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 연곡면 영진리 354번지 1호","강원특별자치도 강릉시 연곡면 영진길 6","","댕냥이네곳간","2021-01-19 16:30:04","I","2023-06-13 00:00:00","사료제조업(단미)","361552.618256704","486935.214178159","사료제조업","","0","000","0",
"89","사료제조업","02_04_05_P","6530000","642000050220200042","2020-12-31","","01","영업/정상","0000","정상","","","","","0417539060","0","","강원특별자치도 정선군 남면 문곡리 330번지 0호","강원특별자치도 정선군 남면 곰골길 159-13","26145","금산축협 단미사료 정선공장","2023-03-30 16:43:03","I","2023-06-13 00:00:00","사료제조업(단미)","351612.312331147","419956.967369538","사료제조업","","0","000","0",
"90","사료제조업","02_04_05_P","6530000","642000050220210021","2021-04-05","","01","영업/정상","0000","정상","","","","","0337370711","","","강원특별자치도 원주시 가현동  280번지 0호","강원특별자치도 원주시 서부순환로 115 (가현동)","","원주농협 자재센터","2024-04-30 13:31:27","U","2024-05-02 02:40:00","사료제조업(배합)","283091.151291491","433188.026821835","사료제조업","","0","000","0",
"91","사료제조업","02_04_05_P","6530000","642000050220210022","2021-04-08","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 춘천시 후평동  848번지 2호","강원특별자치도 춘천시 후석로393번길 33 (후평동)","24254","코애니","2021-04-08 16:38:54","I","2023-06-13 00:00:00","사료제조업(단미)","265324.534286116","487054.249309866","사료제조업","","0","000","0",
"92","사료제조업","02_04_05_P","6530000","642000050220210027","2021-04-20","","01","영업/정상","0000","정상","","","","","0336815921","0","","강원특별자치도 고성군 간성읍 교동리 50번지 0호","강원특별자치도 고성군 간성읍 건봉사로 6-22","","고성군농협쌀조합공동사업법인","2024-06-03 09:15:30","U","2024-06-05 02:40:00","사료제조업(단미)","326591.449367223","543603.747152472","사료제조업","","0","000","0",
"93","사료제조업","02_04_05_P","6530000","642000050220210028","2021-04-26","","01","영업/정상","0000","정상","","","","","0332624753","","","강원특별자치도 춘천시 동면 만천리 974번지 0호","강원특별자치도 춘천시 동면 후석로326번길 65","24216","(주)브레멘사","2021-11-11 13:55:20","I","2023-06-13 00:00:00","사료제조업(수입)","266454.515723585","486975.220891716","사료제조업","","0","000","0",
"94","사료제조업","02_04_05_P","6530000","642000050220210030","2021-04-30","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 철원군 동송읍 오덕리 330번지 1호","강원특별자치도 철원군 동송읍 봉학동길 5","24010","철원봉학미곡처리장","2021-04-30 14:06:20","I","2023-06-13 00:00:00","사료제조업(단미)","220512.63107671","524701.27322524","사료제조업","","0","000","0",
"95","사료제조업","02_04_05_P","6530000","642000050220210031","2021-05-03","","01","영업/정상","0000","정상","","","","","0332503460","","","강원특별자치도 춘천시 사북면 송암리 386번지 8호","강원특별자치도 춘천시 사북면 솔바우길 195","24201","솔바우영농조합법인","2021-05-03 18:45:35","I","2023-06-13 00:00:00","사료제조업(단미)","260223.545159049","499441.971921872","사료제조업","","0","000","0",
"96","사료제조업","02_04_05_P","6530000","642000050220210032","2021-05-04","","01","영업/정상","0000","정상","","","","","0337616995","","","강원특별자치도 원주시 지정면 신평리 98번지 4호","강원특별자치도 원주시 지정면 신무로 54-7","26348","(주)매그닛","2021-05-04 13:56:14","I","2023-06-13 00:00:00","사료제조업(수입)","279665.460219171","429174.30690137","사료제조업","","0","000","0",
