"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업종구분명","자본금의규모","사업자등록번호",
"69","후원방문판매업체","08_26_05_P","6530000","20136530000301000169","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","245-935","강원특별자치도 삼척시 남양동  **번지 *호 *층","강원특별자치도 삼척시 중앙로 ***, *층 (남양동)","","마임 삼척남부대리점","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","391817.656879935","440324.566238413","후원방문판매업","0","",
"70","후원방문판매업체","08_26_05_P","6530000","20136530000301000170","2013-08-20","","03","폐업","4","폐업","2020-07-07","","","","0336553131","","210-737","강원특별자치도 강릉시 포남동  ****번지 *호 청송상가 ***호","강원특별자치도 강릉시 하평길 **, ***호 (포남동,청송상가)","","마임 포남지사","2020-07-08 00:00:00","I","2023-06-16 00:19:48","","368520.022146793","476017.703927829","후원방문판매업","0","2260474378",
"71","후원방문판매업체","08_26_05_P","6530000","20136530000301000171","2013-08-20","","03","폐업","4","폐업","2020-02-03","","","","0000000000","","200-961","강원특별자치도 춘천시 후평동  ***번지 *호 *층","강원특별자치도 춘천시 후석로 ***, *층 (후평동)","","마임 춘천남부센터","2020-02-03 00:00:00","I","2023-06-16 00:19:48","","266037.5807931","486354.911608167","후원방문판매업","0","2210427754",
"72","후원방문판매업체","08_26_05_P","6530000","20136530000301000172","2013-07-02","","03","폐업","4","폐업","","","","","0337319370","","220-952","강원특별자치도 원주시 우산동  **번지 *호","강원특별자치도 원주시 우산초교길 ** (우산동)","","한국화장품 원주대리점","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","283118.892265841","429865.016840668","후원방문판매업","0","1120388237",
"73","후원방문판매업체","08_26_05_P","6530000","20136530000301000173","2013-11-07","","03","폐업","4","폐업","2019-12-24","","","","0332548486","","200-954","강원특별자치도 춘천시 효자동  ***번지 *호","강원특별자치도 춘천시 공지로 *** (효자동)","","필그린인카운터중앙지사, MBT춘천점","2019-12-24 00:00:00","I","2023-06-16 00:19:48","","263942.153699699","485487.684294512","후원방문판매업","0","2150243207",
"74","후원방문판매업체","08_26_05_P","6530000","20136530000301000174","2013-11-07","","03","폐업","4","폐업","2017-07-07","","","","0337319370","","220-952","강원특별자치도 원주시 우산동  **번지 *호","강원특별자치도 원주시 우산초교길 ** (우산동)","","한국화장품 원주지사","2017-07-11 00:00:00","I","2023-06-16 00:19:48","","283118.892265841","429865.016840668","후원방문판매업","0","2241083455",
"75","후원방문판매업체","08_26_05_P","6530000","20136530000301000175","2013-09-16","","03","폐업","4","폐업","2020-09-07","","","","0333734891","","26233","강원특별자치도 영월군 영월읍 영흥리 ***번지 **호","강원특별자치도 영월군 영월읍 단종로**번길 **, *층","","마임 영월영흥지사","2020-09-11 00:00:00","I","2023-06-16 00:19:48","","330187.867092845","410120.775809548","후원방문판매업","0","2250445472",
"76","후원방문판매업체","08_26_05_P","6530000","20136530000301000176","2013-08-02","","03","폐업","4","폐업","","","","","0332420081","","200-966","강원특별자치도 춘천시 퇴계동  ****번지 이삭빌딩 *층","강원특별자치도 춘천시 퇴계로**번길 *-* (퇴계동)","","명품 피오레","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","264314.445809001","484615.60719115","후원방문판매업","0","1091175269",
"77","후원방문판매업체","08_26_05_P","6530000","20146530000301000001","2014-02-10","","03","폐업","4","폐업","2021-10-01","","","","0337639994","","220-841","강원특별자치도 원주시 흥업면 대안리 ***번지 *호","강원특별자치도 원주시 흥업면 대안천길 ***","","으뜸상사(알즈너)","2021-10-07 00:00:00","I","2023-06-16 00:19:48","","278731.683145859","422610.034363427","후원방문판매업","0","3040921079",
"78","후원방문판매업체","08_26_05_P","6530000","20136530000301000177","2013-07-03","","03","폐업","4","폐업","","","","","0332547192","","200-941","강원특별자치도 춘천시 조양동  **번지 *호 *층","강원특별자치도 춘천시 시청길 *, *층층 (조양동)","","한국화장품 춘천대리점","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","264002.425412618","486660.599335034","후원방문판매업","0","1080159869",
"79","후원방문판매업체","08_26_05_P","6530000","20136530000301000178","2013-07-02","","03","폐업","4","폐업","","","","","0335622772","","233-804","강원특별자치도 정선군 정선읍 봉양리 ***번지 **호","강원특별자치도 정선군 정선읍 봉양*길 **","","한국화장품 정선대리점","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","347276.906597936","432239.700520381","후원방문판매업","0","",
"80","후원방문판매업체","08_26_05_P","6530000","20146530000301000002","2014-03-06","","03","폐업","4","폐업","2018-04-02","","","","0332547192","","200-180","강원특별자치도 춘천시 석사동  ***번지 *호","강원특별자치도 춘천시 후석로 **, *층 (석사동)","","아비브어패럴(구,한국화장품 춘천지사)","2018-04-02 00:00:00","I","2023-06-16 00:19:48","","265307.810818209","484387.456365944","후원방문판매업","0","2211316910",
"81","후원방문판매업체","08_26_05_P","6530000","20146530000301000003","2014-03-06","","03","폐업","4","폐업","2023-04-17","","","","0335622772","","233-805","강원특별자치도 정선군 정선읍 봉양리 ***번지 **호","강원특별자치도 정선군 정선읍 봉양*길 **","","한국화장품 정선대리점","2023-04-24 00:00:00","I","2023-06-16 00:19:48","","347276.906597936","432239.700520381","후원방문판매업","0","2250453308",
"82","후원방문판매업체","08_26_05_P","6530000","20136530000301000179","2013-08-12","","03","폐업","4","폐업","2020-03-13","","","","0336421474","","210-715","강원특별자치도 강릉시 임당동  ***번지 *호","강원특별자치도 강릉시 경강로 **** (임당동)","","아모레퍼시픽 강릉지사","2020-03-16 00:00:00","I","2023-06-16 00:19:48","","367168.990388628","474231.992217697","후원방문판매업","0","2260787549",
"83","후원방문판매업체","08_26_05_P","6530000","20136530000301000180","2013-08-22","","03","폐업","4","폐업","2017-10-20","","","","0335537092","","235-800","강원특별자치도 태백시 황지동  **번지 **호","강원특별자치도 태백시 번영로 *** (황지동)","","아모레퍼시픽 리리코스강원지사","2017-10-23 00:00:00","I","2023-06-16 00:19:48","","376716.701404264","409591.58556979","후원방문판매업","0","2220649075",
"84","후원방문판매업체","08_26_05_P","6530000","20136530000301000181","2013-08-12","","03","폐업","4","폐업","2017-12-15","","","","0337340377","","26450","강원특별자치도 원주시 단구동  ***번지 **호","강원특별자치도 원주시 단구로 ***-*, *층 (단구동,둥지빌딩)","","리엔케이화장품 원주중앙지사 1","2017-12-15 00:00:00","I","2023-06-16 00:19:48","","284931.516900594","425452.563819633","후원방문판매업","0","2241644245",
"85","후원방문판매업체","08_26_05_P","6530000","20136530000301000008","2013-08-20","","03","폐업","4","폐업","2023-12-13","","","","0334617715","","24631","강원특별자치도 인제군 인제읍 상동리 ***번지 *호","강원특별자치도 인제군 인제읍 인제로***번길 *","","코웨이화장품 인제지사","2023-12-14 00:00:00","U","2023-12-17 02:40:00","","302623.631190576","507917.680685688","후원방문판매업","0","2230393840",
"86","후원방문판매업체","08_26_05_P","6530000","20136530000301000016","2013-08-20","","03","폐업","4","폐업","2023-11-22","","","","0336556333","","25548","강원특별자치도 강릉시 포남동  ****번지 *호","강원특별자치도 강릉시 경강로 ****, *층 (포남동)","","코웨이 화장품 강릉중앙지사","2023-11-22 00:00:00","U","2023-11-24 02:40:00","","","","후원방문판매업","0","2261120846",
"87","후원방문판매업체","08_26_05_P","6530000","20206530000301000025","2020-10-16","","03","폐업","4","폐업","2025-03-11","","","","0337645259","","","강원특별자치도 원주시 단구동  ****번지 *호","강원특별자치도 원주시 단구초교길 *-**, *층 (단구동)","","럭셔리뷰티 신원주점","2025-03-11 00:00:00","U","2025-03-13 02:40:00","","285687.999052308","424556.907352644","후원방문판매업","0","3833300790",
"88","후원방문판매업체","08_26_05_P","6530000","20206530000301000026","2020-10-23","","03","폐업","4","폐업","2022-09-01","","","","","","24864","강원특별자치도 속초시 노학동  ****번지 *호 ***동 ***호","강원특별자치도 속초시 관광로 ***, ***동 *층 ***호 (노학동)","","인셀덤 부활","2022-09-05 00:00:00","I","2023-06-16 00:19:48","","335103.260861264","522036.298740116","후원방문판매업","0","4050862643",
"89","후원방문판매업체","08_26_05_P","6530000","20206530000301000027","2020-11-18","","03","폐업","4","폐업","2022-03-02","","","","","","26417","강원특별자치도 원주시 일산동  ***번지 **호","강원특별자치도 원주시 옛시청길 *-* (일산동)","","토탈명품","2022-03-08 00:00:00","I","2023-06-16 00:19:48","","283736.067120633","428242.378744529","후원방문판매업","0","1170492975",
"90","후원방문판매업체","08_26_05_P","6530000","20206530000301000028","2020-12-18","","03","폐업","4","폐업","2025-01-06","","","","","","25508","강원특별자치도 강릉시 교동  ****번지 *호","강원특별자치도 강릉시 솔올로 ** (교동)","","강릉 인셀덤","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","365478.878832807","475854.140678007","후원방문판매업","0","2420601532",
"91","후원방문판매업체","08_26_05_P","6530000","20206530000301000029","2020-12-18","","03","폐업","4","폐업","2024-07-05","","","","","","25467","강원특별자치도 강릉시 강문동  ***번지 *호","강원특별자치도 강릉시 창해로 ***, *층 (강문동)","","인셀덤 드림","2024-07-05 00:00:00","U","2024-07-07 02:40:00","","368888.635766738","478627.093477355","후원방문판매업","0","4014700663",
"92","후원방문판매업체","08_26_05_P","6530000","20136530000301000001","2013-08-12","","03","폐업","4","폐업","2019-12-18","","","","","","24437","강원특별자치도 춘천시 온의동  ***번지 *호","강원특별자치도 춘천시 춘주로 *** (온의동)","","마임 강남지사","2019-12-18 00:00:00","I","2023-06-16 00:19:48","","263367.567492374","484498.820685882","후원방문판매업","0","2210937392",
"93","후원방문판매업체","08_26_05_P","6530000","20136530000301000004","2013-08-12","","03","폐업","4","폐업","","","","","0336325662","","217-803","강원특별자치도 속초시 교동  ***번지 **호 대암빌딩","강원특별자치도 속초시 교동로 *, *층 (교동,대암빌딩)","","아모레퍼시픽 설악점","2017-06-09 00:00:00","I","2023-06-16 00:19:48","","338365.562855839","523060.173160863","후원방문판매업","0","",
"94","후원방문판매업체","08_26_05_P","6530000","20206530000301000030","2020-12-18","","03","폐업","4","폐업","2025-01-06","","","","","","26449","강원특별자치도 원주시 단구동  ****번지 *호 한신휴플러스*차아파트","강원특별자치도 원주시 서원대로 ***, ***동 ****호 (단구동, 한신휴플러스*차아파트)","","인셀덤 뷰티","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","284402.44034046","425718.540766169","후원방문판매업","0","3720202135",
"95","후원방문판매업체","08_26_05_P","6530000","20216530000301000001","2021-01-25","","03","폐업","4","폐업","2021-08-04","","","","","","24876","강원특별자치도 속초시 조양동  ****번지 *호 부영아파트 ***동 ***호","강원특별자치도 속초시 소평로 ***, 부영아파트 ***동 ***호 (조양동)","","파리낙상인셀덤","2021-08-04 00:00:00","I","2023-06-16 00:19:48","","338173.784294798","521985.372813545","후원방문판매업","0","5062793168",
"96","후원방문판매업체","08_26_05_P","6530000","20216530000301000002","2021-01-25","","03","폐업","4","폐업","2021-04-01","","","","","","","강원특별자치도 고성군 거진읍 거진리 ***번지 *호","강원특별자치도 고성군 거진읍 행랑골길 **","","테바 인셀덤","2021-04-07 00:00:00","I","2023-06-16 00:19:48","","326934.486521416","550613.432686884","후원방문판매업","0","6660501615",
