"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","시력표수","표본렌즈수","측정의자수","동공거리측정기수","정점굴절계기수","조제용연마기수","렌즈절단기수","가열기수","안경세척기수","총면적",
"69","안경업","01_02_01_P","4181000","PHMB220044180029082200008","2004-12-06","","01","영업/정상","13","영업중","","","","","033)241-4470","","200-080","강원특별자치도 춘천시 운교동 169번지 34호","강원특별자치도 춘천시 금강로 90 (운교동)","24355","다비치안경원","2013-05-28 16:38:09","I","2023-06-13 00:00:00","","264156.582985985","486349.128298929","2","2","2","2","1","2","2","2","2","255.39",
"70","안경업","01_02_01_P","4181000","PHMB220054180029082200002","2010-02-11","","01","영업/정상","13","영업중","","","","","033)257-1001","","","강원특별자치도 춘천시 중앙로1가 78번지","강원특별자치도 춘천시 중앙로 41-1, 1층 (중앙로1가)","24346","아이젠트리 춘천점","2020-02-12 16:28:35","I","2023-06-13 00:00:00","","264003.14406181","486753.060546439","1","1","1","1","1","1","1","1","1","99.17",
"71","안경업","01_02_01_P","4181000","PHMB220064180029082200001","2006-03-01","","01","영업/정상","13","영업중","","","","","033-244-0992","","","춘천시 중앙로 지하상가 다 19-20호","강원특별자치도 춘천시 중앙로 지하 49-3 (중앙로1가)","24346","안경마트","2018-01-22 14:35:41","I","2023-06-13 00:00:00","","","","0","0","0","0","0","0","0","0","0","0",
"72","안경업","01_02_01_P","4181000","PHMB220074180029082200001","2007-01-03","","01","영업/정상","13","영업중","","","","","033-252-8000","","200-941","강원특별자치도 춘천시 조양동 50번지 8호","강원특별자치도 춘천시 명동길 7 (조양동)","24353","독일안경원","2018-01-22 14:34:55","I","2023-06-13 00:00:00","","263952.567630524","486581.166916725","0","0","0","0","0","0","0","0","0","55",
"73","안경업","01_02_01_P","4181000","PHMB220164180029082200007","2016-12-23","","01","영업/정상","13","영업중","","","","","","","","","강원특별자치도 춘천시 동면 춘천로449번길 30","24209","후니아이","2023-10-04 17:21:09","U","2023-10-06 02:40:00","","266234.217405744","488288.568779746","1","1","1","1","1","1","2","2","2","0",
"74","안경업","01_02_01_P","4181000","PHMB220184180029082200001","2018-04-16","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 효자동 626번지 4호 1층","강원특별자치도 춘천시 서부대성로 221, 1층 (효자동)","24289","오렌즈 강원대점","2023-11-16 16:47:59","U","2023-11-18 02:40:00","","265289.011638312","485932.239096466","1","1","1","1","1","1","1","1","1","0",
"75","안경업","01_02_01_P","4181000","PHMB220044180029082200006","2004-10-27","","01","영업/정상","13","영업중","","","","","033)252-1001","","","강원특별자치도 춘천시 온의동 511 이마트","강원특별자치도 춘천시 경춘로 2353, 이마트 1층 (온의동)","24435","아이스토리안경 진정성","2022-11-04 15:56:50","I","2023-06-13 00:00:00","","263141.943193102","484821.289677657","0","0","0","0","0","0","0","0","0","0",
"76","안경업","01_02_01_P","4181000","PHMB220214180029082200001","2021-09-14","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 조양동 50-14","강원특별자치도 춘천시 금강로 58(조양동)","24353","제이제이안경원(JJ안경원)","2022-02-28 14:36:00","I","2023-06-13 00:00:00","","263986.935771504","486608.127490049","1","0","0","1","1","0","0","0","0","0",
"77","안경업","01_02_01_P","4181000","PHMB220224180029082200003","2022-10-27","","01","영업/정상","13","영업중","","","","","033-241-1007","","","강원특별자치도 춘천시 퇴계동 529-1","강원특별자치도 춘천시 안마산로 110, 101호 (퇴계동)","24455","허선생안경원","2022-10-27 20:22:03","I","2023-06-13 00:00:00","","263913.65863414","483730.035744869","1","0","0","1","1","0","0","0","0","0",
"78","안경업","01_02_01_P","4181000","PHMB220224180029082200002","2022-10-17","","01","영업/정상","13","영업중","","","","","033-262-3570","","","강원특별자치도 춘천시 석사동 818-2","강원특별자치도 춘천시 퇴계로 221, 104호 (석사동)","24390","THE공감안경","2022-10-17 16:47:33","I","2023-06-13 00:00:00","","265328.029153914","484018.373448398","1","0","0","1","2","0","0","0","0","86",
"79","안경업","01_02_01_P","4181000","PHMB220084180029082200003","2008-12-17","","01","영업/정상","13","영업중","","","","","033-262-6632","","200-944","강원특별자치도 춘천시 퇴계동 164번지","강원특별자치도 춘천시 지석로 11 (퇴계동)","24413","하나로마트 안경원","2023-10-04 14:58:01","U","2023-10-06 02:40:00","","264866.494504133","483675.647000092","1","1","1","1","1","1","1","1","1","0",
"80","안경업","01_02_01_P","4181000","PHMB220224180029082200001","2022-07-13","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 온의동 601 춘천 센트럴타워 푸르지오","강원특별자치도 춘천시 방송길 77, 상가 1층 (온의동, 춘천 센트럴타워 푸르지오)","24363","지니스안경 온의롯데마트건너점","2022-07-13 16:15:18","I","2023-06-13 00:00:00","","263345.431242431","485397.525389929","1","0","0","1","2","0","0","0","0","109",
"81","안경업","01_02_01_P","4181000","PHMB219764180029082200001","1976-02-17","","01","영업/정상","13","영업중","","","","","033)241-1001","","","춘천시 운교동 187-4","강원특별자치도 춘천시 춘천로185번길 10-1 (운교동)","24350","해광안경원","2013-12-17 15:45:41","I","2023-06-13 00:00:00","","264558.880321659","486346.510903542","0","0","0","0","0","0","0","0","0","27.36",
"82","안경업","01_02_01_P","4181000","PHMB219854180029082200001","1985-09-24","","01","영업/정상","13","영업중","","","","","033)252-9881","","","춘천시 조양동 47-9 (2층)","강원특별자치도 춘천시 시청길10번길 15-1 (조양동)","24352","성광안경원","2013-12-17 15:43:09","I","2023-06-13 00:00:00","","264118.636651241","486542.183958429","1","1","1","1","1","1","1","1","1","33.8",
"83","안경업","01_02_01_P","4181000","PHMB219864180029082200001","1986-02-27","","01","영업/정상","13","영업중","","","","","033)251-2001","","","춘천시 운교동 167-4","강원특별자치도 춘천시 금강로 91 (운교동)","24352","불란서안경","2013-12-17 15:41:21","I","2023-06-13 00:00:00","","264205.175608981","486358.650189715","0","0","0","0","0","0","0","0","0","23.1",
"84","안경업","01_02_01_P","4181000","PHMB219864180029082200003","1986-07-28","","01","영업/정상","13","영업중","","","","","033-253-3303","","","강원특별자치도 춘천시 죽림동 제일종합시장15블럭","강원특별자치도 춘천시 약사고개길 13 (죽림동, 제일백화점)","24355","이화안경원","2023-10-10 10:21:08","U","2023-10-12 02:40:00","","263815.717679964","486351.132414808","0","0","0","0","0","0","0","0","0","31.68",
"85","안경업","01_02_01_P","4181000","PHMB219884180029082200001","1988-10-06","","01","영업/정상","13","영업중","","","","","033)241-0490","","","춘천시 효자3동 627-5","강원특별자치도 춘천시 서부대성로 222 (효자동)","24341","영신안경","2013-12-17 15:36:25","I","2023-06-13 00:00:00","","265278.229984832","485900.019974737","0","0","0","0","0","0","0","0","0","27",
"86","안경업","01_02_01_P","4181000","PHMB219904180029082200002","1990-11-09","","01","영업/정상","13","영업중","","","","","0330257-3283","","","춘천시 효자2동 192-1","강원특별자치도 춘천시 강원대학길 1 (효자동, 강원대학교)","24341","오늘의 안경(춘천강원대점)","2024-10-08 14:14:14","U","2024-10-10 02:40:00","","265481.557982219","485420.871953344","0","0","0","0","0","0","0","0","0","30",
"87","안경업","01_02_01_P","4181000","PHMB219924180029082200001","1992-05-08","","01","영업/정상","13","영업중","","","","","033)251-9009","","","강원특별자치도 춘천시 중앙로2가 37번지 1호","강원특별자치도 춘천시 중앙로 71 (중앙로2가)","24354","명동안경","2016-02-24 11:49:11","I","2023-06-13 00:00:00","","263818.989477962","486499.015115582","1","1","1","1","1","1","1","1","11","0",
"88","안경업","01_02_01_P","4181000","PHMB219954180029082200002","1995-09-07","","01","영업/정상","13","영업중","","","","","033-253-3283","","","춘천시 효자3동 628-8","강원특별자치도 춘천시 서부대성로 233 (효자동)","24289","백령안경원","2015-04-03 17:03:07","I","2023-06-13 00:00:00","","265400.82119557","485872.551028504","0","0","0","0","0","0","0","0","0","0",
"89","안경업","01_02_01_P","4181000","PHMB219954180029082200003","1995-11-09","","01","영업/정상","13","영업중","","","","","033)256-9449","","","강원특별자치도 춘천시 후평동 855번지 4호","강원특별자치도 춘천시 삭주로 98-1 (후평동)","24254","제일안경원","2025-10-16 19:12:20","U","2025-10-18 02:40:00","","265190.59504032","487030.825910158","1","1","1","1","1","1","1","1","1","22.7",
"90","안경업","01_02_01_P","4181000","PHMB219964180029082200001","1996-04-25","","01","영업/정상","13","영업중","","","","","033)242-5532","","200-956","강원특별자치도 춘천시 후평3동 794번지 7호","강원특별자치도 춘천시 후석로 298 (후평동)","24304","대명안경콘택트","2012-05-21 09:36:22","I","2023-06-13 00:00:00","","266060.346128974","486408.766467852","0","0","0","0","0","0","0","0","0","0",
"91","안경업","01_02_01_P","4181000","PHMB220104180029082200003","2010-03-11","","01","영업/정상","13","영업중","","","","","033-263-0049","","","강원특별자치도 춘천시 중앙로2가 32번지","강원특별자치도 춘천시 중앙로 69, 2층 (중앙로2가)","24354","으뜸 50 안경","2019-01-03 15:47:08","I","2023-06-13 00:00:00","","263840.220903726","486523.255161669","1","1","1","1","1","1","1","1","1","71.91",
"92","안경업","01_02_01_P","4181000","PHMB220104180029082200004","2010-03-15","","01","영업/정상","13","영업중","","","","","033-253-1010","","200-939","강원특별자치도 춘천시 우두동 707번지 35호  (A동)","강원특별자치도 춘천시 충열로 39, A동 (우두동)","24226","VIP 안경원","2018-01-22 14:29:36","I","2023-06-13 00:00:00","","264363.436931186","488796.109066363","1","1","1","1","2","1","1","2","1","60",
"93","안경업","01_02_01_P","4181000","PHMB220244181030082200002","2015-07-16","","01","영업/정상","13","영업중","","","","","033-433-6310","","","강원특별자치도 춘천시 온의동 155-6 101호","강원특별자치도 춘천시 영서로 2291, 101호 (온의동)","24435","밝은눈안경","2024-10-02 11:57:21","I","2024-10-04 00:12:56","","263320.467624764","484987.928566418","1","1","1","2","1","1","1","1","1","50",
"94","안경업","01_02_01_P","4181000","PHMB220244181030082200001","2024-05-30","","01","영업/정상","13","영업중","","","","","033-252-2009","","","강원특별자치도 춘천시 조양동 26-5","강원특별자치도 춘천시 금강로 55, 2층 (조양동)","24352","으뜸플러스안경 춘천명동점","2024-05-30 14:39:06","I","2024-06-01 00:14:25","","263996.470294048","486653.80342091","1","0","0","1","1","0","0","0","0","0",
"95","안경업","01_02_01_P","4181000","PHMB220254181030082200002","2025-09-16","","01","영업/정상","13","영업중","","","","","070-8848-3687","","","강원특별자치도 춘천시 죽림동 189 브라운가","강원특별자치도 춘천시 중앙로67번길 18, 1103,1104호 (죽림동, 브라운가)","24354","헬로아이웨어","2025-09-17 16:04:17","I","2025-09-19 00:20:40","","263954.075694438","486406.885561246","1","0","0","1","1","0","0","0","0","75.92",
"96","안경업","01_02_01_P","4181000","PHMB220254181030082200001","2025-03-12","","01","영업/정상","13","영업중","","","","","0332642468","","","강원특별자치도 춘천시 석사동 796-14","강원특별자치도 춘천시 퇴계로 213, 1층 3호 (석사동)","24390","으뜸플러스안경 춘천석사점","2025-03-13 09:05:40","I","2025-03-15 00:10:24","","265259.050096478","484040.634380024","1","0","0","1","1","0","0","0","0","0",
"97","안경업","01_02_01_P","4191000","PHMB220234191050082200001","2023-08-17","","03","폐업","03","폐업","2023-12-26","","","","","","","강원특별자치도 원주시 무실동 1850-6","강원특별자치도 원주시 능라동길 72, 3층 (무실동)","26392","해늘안경원","2025-10-17 11:04:10","U","2025-10-19 02:40:00","","282324.406280238","426124.001794036","1","0","0","1","1","0","0","0","0","11.96",
"98","안경업","01_02_01_P","4191000","PHMB220034190023082200005","2003-11-11","","03","폐업","03","폐업","2012-10-30","","","","033-763-2600","","220-934","강원특별자치도 원주시 관설동1495-3","","","아이포커스","2012-10-30 10:53:28","I","2023-06-13 00:00:00","","","","1","1","1","0","0","0","0","0","0","0",
"99","안경업","01_02_01_P","4191000","PHMB220044190023082200001","2004-03-08","","03","폐업","03","폐업","2010-02-10","","","","033-732-0901","","220-010","강원특별자치도 원주시 중앙동120","","","파로스안경원","2010-02-10 14:19:27","I","2023-06-13 00:00:00","","","","1","1","1","0","0","0","0","0","0","0",
"100","안경업","01_02_01_P","4191000","PHMB220044190023082200002","2004-04-23","","03","폐업","03","폐업","2014-12-17","","","","033-733-7399","","220-806","강원특별자치도 원주시 문막읍 문막리 303번지 1호","강원특별자치도 원주시 문막읍 문막시장1길 22","220-806","우리안경","2014-12-17 15:58:50","I","2023-06-13 00:00:00","","272351.286442113","423159.123216394","1","1","1","0","0","0","0","0","0","0",
"101","안경업","01_02_01_P","4191000","PHMB220044190023082200004","2004-10-04","","03","폐업","03","폐업","2015-02-27","","","","033-733-9001","","220-150","강원특별자치도 원주시 무실동 1062번지 1호","강원특별자치도 원주시 북원로 1928 (무실동)","220-150","시호창동지펙스(원주점)","2015-02-27 17:58:16","I","2023-06-13 00:00:00","","281366.703634706","424684.582635502","1","1","1","0","0","0","0","0","0","0",
"102","안경업","01_02_01_P","4191000","PHMB220064190023082200001","2006-11-16","","03","폐업","03","폐업","2019-02-08","","","","033-765-8484","","220-945","강원특별자치도 원주시 명륜동 115번지 6호","강원특별자치도 원주시 남원로 639 (명륜동)","26441","굿피플안경원명륜점","2019-02-08 14:07:05","I","2023-06-13 00:00:00","","284327.873583168","426888.425874996","1","1","1","0","0","0","0","0","0","0",
