"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","사업자등록번호",
"216","종합여행업","03_12_03_P","4281000","CDFI2260042017000003","2017-08-23","","01","영업/정상","13","영업중","","","","","033-332-4407","","","강원특별자치도 평창군 봉평면 면온리 671","강원특별자치도 평창군 봉평면 태기로 523","25309","더 파란 투어","2020-06-12 16:28:43","I","2023-06-13 00:00:00","","319506.062757181","452150.947015759","종합여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20200525","20210524","","0","",
"217","종합여행업","03_12_03_P","4281000","CDFI2260042019000001","2019-03-20","","01","영업/정상","13","영업중","","","","","033-336-7555","","","강원특별자치도 평창군 봉평면 창동리 286-10","강원특별자치도 평창군 봉평면 기풍로 146, 1층","25303","(e)공간여행","2020-12-08 17:40:33","I","2023-06-13 00:00:00","","321637.576586836","457917.034993464","종합여행업","","일반상업지역","4","","","한국관광협회중앙회 관광공제회","단독주택","4","0","0","0","","","0","0","","0","0","","0","45","","0","","","","","","","100000000","20200327","20210326","","45","",
"218","종합여행업","03_12_03_P","4281000","CDFI2260042019000002","2019-11-28","","01","영업/정상","13","영업중","","","","","033-339-0672","","","강원특별자치도 평창군 대관령면 용산리 425 알펜시아 리조트","강원특별자치도 평창군 대관령면 솔봉로 325, 알펜시아 리조트 201동 1층 106호","25351","(주)엠피씨","2020-04-17 14:39:19","I","2023-06-13 00:00:00","","345786.815844836","462590.554819645","종합여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","200000000","20200101","20201231","","0","",
"219","종합여행업","03_12_03_P","4281000","CDFI2260042020000001","2020-03-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 봉평면 창동리 469-1 봉평영농조합","강원특별자치도 평창군 봉평면 기풍로 89-4, 아이평창유","25304","주식회사 아이평창유","2025-07-15 11:11:21","U","2025-07-18 02:40:00","","321549.590870672","457376.42659089","종합여행업","","","0","","","한국관광협회중앙회 관광공제회","","0","0","0","0","","","0","0","","0","0","","0","33","","0","","","","","","","100052688","20200415","20210415","","33","",
"220","종합여행업","03_12_03_P","4281000","CDFI2260042020000003","2020-12-01","","01","영업/정상","13","영업중","","","","","033-333-5718","","","강원특별자치도 평창군 대화면 신리 1957-7","강원특별자치도 평창군 대화면 평창대로 1241-116","25354","농업회사법인 평창약초(주)","2025-07-15 11:06:58","U","2025-07-18 02:40:00","","327783.26181989","449004.118727098","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","587895040","","","","0","",
"221","종합여행업","03_12_03_P","4281000","CDFI2260042020000004","2020-12-09","","01","영업/정상","13","영업중","","","","","033-334-9600","","","강원특별자치도 평창군 평창읍 하리 157-4","강원특별자치도 평창군 평창읍 평창중앙로 50","25376","(합자)강원관광","2024-06-26 14:05:15","U","2024-06-30 02:40:00","","323563.046913582","430479.878088015","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","78.77","","0","","","","","","","126732424","","","","79","",
"222","종합여행업","03_12_03_P","4281000","CDFI2260042021000001","2021-01-18","","01","영업/정상","13","영업중","","","","","0333336031","","","강원특별자치도 평창군 평창읍 후평리 376-4 청성애원","강원특별자치도 평창군 평창읍 살구실길 53-10, 청성애원","25372","우루루여행사","2021-01-18 16:20:24","I","2023-06-13 00:00:00","","322532.032603691","431323.588650797","종합여행업","","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","144.08","","0","","","","","","","1066670460","","","","144","",
"223","종합여행업","03_12_03_P","4281000","CDFI2260042022000001","2022-01-28","","01","영업/정상","13","영업중","","","","","033-334-9602","","","강원특별자치도 평창군 평창읍 하리 157-4","강원특별자치도 평창군 평창읍 평창중앙로 50","25376","테마고속투어 주식회사","2025-09-08 17:54:55","U","2025-09-10 02:40:00","","323563.046913582","430479.878088015","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"224","종합여행업","03_12_03_P","4281000","CDFI2260042024000003","2019-05-03","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 대관령면 횡계리 325-53 용평하이랜드오피스텔 1209호","강원특별자치도 평창군 대관령면 눈마을길 47, 용평하이랜드오피스텔 1209호","25344","주식회사 레저플러스","2024-12-02 15:24:20","U","2024-12-04 02:40:00","","350739.346745551","464725.694743117","종합여행업","","","0","","","서울보증보험","","0","0","0","0","Leisure Plus","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","100000000","20240101","20241231","","0","",
"225","종합여행업","03_12_03_P","4281000","CDFI2260042024000001","2024-01-26","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 대화면 신리 1995-13 서울대학교 평창캠퍼스,그린바이오 과학","강원특별자치도 평창군 대화면 평창대로 1447, 서울대학교 평창캠퍼스,그린바이오 과학","25354","그린굿스 주식회사","2025-07-15 11:05:58","U","2025-07-18 02:40:00","","326860.165007693","449228.846046238","종합여행업","","","0","","","SGI 서울보증","","0","0","0","0","","","0","0","","0","0","","0","31","","0","","","","","","","131999504","20240126","20250125","","31","",
"226","종합여행업","03_12_03_P","4281000","CDFI2260042024000002","2024-03-07","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 봉평면 평촌리 21","강원특별자치도 평창군 봉평면 방축동길 404-18","25303","쏠로플레이","2024-03-07 13:24:15","I","2024-03-09 00:15:37","","325058.93671005","458875.756479956","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","80.42","","0","","","","","","","50000000","","","","80","",
"227","종합여행업","03_12_03_P","4281000","CDFI2260042025000001","2025-05-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 대관령면 수하리 240-19 스키점프경기장-베이직하우스 101호","강원특별자치도 평창군 대관령면 스포츠파크길 135, 스키점프경기장-베이직하우스 101호","25351","스포츠맵 주식회사","2025-07-29 15:47:03","U","2025-07-31 02:40:00","","348294.631953782","463575.985370717","종합여행업","","관리지역","4","기타","","","문화시설","4","0","0","0","","","0","0","","0","0","","0","8171.64","","0","","","","","","","50000000","","","","8172","",
"228","종합여행업","03_12_03_P","4281000","CDFI2260042024000004","2024-10-25","","01","영업/정상","13","영업중","","","","","02-2003-2104","","","강원특별자치도 평창군 대관령면 횡계리 325-53 용평하이랜드오피스텔","강원특별자치도 평창군 대관령면 눈마을길 47, 용평하이랜드오피스텔 1209호","25344","보물섬투어","2024-12-02 15:21:51","U","2024-12-04 02:40:00","","350739.346745551","464725.694743117","종합여행업","","","0","","","한국여행업협회","","0","0","0","0","Tzebe Management Co., Ltd.","General Travel Business","0","0","","0","0","","0","0","","0","","","","","","","300000000","20240812","20250811","","0","",
"229","종합여행업","03_12_03_P","4281000","CDFI2260042011000001","2011-04-29","2018-01-12","04","취소/말소/만료/정지/중지","31","등록취소","","","","","033-334-3200","","232-932","강원특별자치도 평창군 용평면 도사리 104-9","","","(주)자유레저마케팅","2018-08-14 11:32:47","I","2023-06-13 00:00:00","","328594.25683099","461004.909804272","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","550000000","","","","0","",
"230","종합여행업","03_12_03_P","4291000","CDFI2260042017000001","2016-04-19","","03","폐업","03","폐업","2018-12-31","","","","","","","강원특별자치도 정선군 정선읍 북실리 731-10","강원특별자치도 정선군 정선읍 정선로 1225-1","26132","코리아디엠씨앤투어","2019-01-22 13:38:03","I","2023-06-13 00:00:00","","346146.402602382","432163.338046531","종합여행업","","일반주거지역","17","기타","","서울보증보험주식회사","근린생활시설","15","2","0","0","KOREA DMC & TOUR CO., LTD","Travel Agency","0","0","","0","0","","0","0","","0","","","","","","","200000000","20170408","20180407","","0","",
"231","종합여행업","03_12_03_P","4291000","CDFI2260042014000001","2014-08-29","","01","영업/정상","13","영업중","","","","","033-592-6666","","","강원특별자치도 정선군 사북읍 직전리 552","강원특별자치도 정선군 사북읍 배래치길 15","26149","산아리관광","2023-03-07 10:37:54","I","2023-06-13 00:00:00","","360773.234476758","417172.207944236","종합여행업","","일반주거지역","3","기타","","한국관광협회중앙회 여행공제회","기타","3","0","0","0","","","0","0","","0","0","","0","175.78","","0","","","","","","","932907780","20220521","20230521","","176","",
"232","종합여행업","03_12_03_P","4291000","CDFI2260042018000001","2018-10-02","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 정선군 여량면 여량리 262-2","강원특별자치도 정선군 여량면 여량3길 49","26106","(주)러시아여행사","2018-10-05 09:18:14","I","2023-06-13 00:00:00","","352308.561674241","442500.368643301","종합여행업","","","0","","","서울보증보험회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20181004","20191003","","0","",
"233","종합여행업","03_12_03_P","4291000","CDFI2260042024000001","2024-05-01","","01","영업/정상","13","영업중","","","","","033-562-2551","","","강원특별자치도 정선군 정선읍 봉양리 218-1","강원특별자치도 정선군 정선읍 봉양3길 22-10, 3층","26131","(주)투어메이커","2024-05-01 17:17:09","I","2024-05-04 00:14:49","","347067.687618312","432124.274230157","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"234","종합여행업","03_12_03_P","4301000","CDFI2260042018000001","2018-01-09","","01","영업/정상","13","영업중","","","","","033-455-3464","","","강원특별자치도 철원군 철원읍 화지리 579-1","강원특별자치도 철원군 철원읍 북원로 1653-12","24005","수아린투어 주식회사","2018-01-18 16:15:31","I","2023-06-13 00:00:00","","218660.602759191","524830.263626305","종합여행업","","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","132","","0","","","","","","","102773584","","","","132","",
"235","종합여행업","03_12_03_P","4301000","CDFI2260042025000001","2025-07-16","","01","영업/정상","13","영업중","","","","","033-452-7988","","","강원특별자치도 철원군 갈말읍 신철원리 670-1","강원특별자치도 철원군 갈말읍 명성로158번길 28, 2층","24042","그래! 가자!","2025-07-16 10:48:21","I","2025-07-18 00:20:12","","227058.94463879","515943.024551548","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60587168","","","","0","",
"236","종합여행업","03_12_03_P","4311000","CDFI2260042023000001","2023-10-20","","03","폐업","03","폐업","2024-03-05","","","","033-441-7782","","","강원특별자치도 화천군 사내면 사창리 363-17","강원특별자치도 화천군 사내면 사내로3길 22, 1층","24155","(주)로컬허브","2024-03-13 17:48:46","U","2024-03-16 02:40:00","","245560.198914558","507571.056734372","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"237","종합여행업","03_12_03_P","4311000","CDFI2260042024000001","2024-11-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 화천군 사내면 사창리 363-17","강원특별자치도 화천군 사내면 사내로3길 22, 1층","24155","주식회사 로컬허브","2024-11-08 10:22:56","I","2024-11-10 00:12:52","","245560.198914558","507571.056734372","종합여행업","","일반주거지역","2","","","","창고","2","0","0","0","","","0","0","","0","0","","0","196","","0","","","","","","","50000000","","","","196","",
"238","종합여행업","03_12_03_P","4311000","CDFI2260042022000001","2022-02-04","","01","영업/정상","13","영업중","","","","","033-441-7766","","","강원특별자치도 화천군 화천읍 아리 249 국민건강보험, 현대해상","강원특별자치도 화천군 화천읍 화천새싹길 26, 국민건강보험, 현대해상 3층","24124","(주)화천누리","2022-02-04 11:46:28","I","2023-06-13 00:00:00","","261902.662148035","511688.370463095","종합여행업","","근린상업지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"239","종합여행업","03_12_03_P","4321000","CDFI2260042022000001","2022-06-08","","03","폐업","03","폐업","2023-12-31","","","","","","","강원특별자치도 양구군 양구읍 중리 8-1 kt","강원특별자치도 양구군 양구읍 관공서로 29, kt 2층","24524","케이프렌즈","2024-02-08 10:21:13","U","2024-02-11 02:40:00","","286741.283875725","512234.146449297","종합여행업","","일반상업지역","2","학교정화(상대)","","SGI서울보증","사무실","1","1","0","0","","","0","0","","0","0","","0","99","","0","","","","","","","160000000","20220608","20230607","","99","",
"240","종합여행업","03_12_03_P","4321000","CDFI2260042010000001","2010-10-26","","01","영업/정상","13","영업중","","","","","033-481-9948","","","강원특별자치도 양구군 양구읍 상리 127-6","강원특별자치도 양구군 양구읍 중심로 60","24546","(주)에스아이","2025-03-07 14:22:31","U","2025-03-09 02:40:00","","287210.427310646","510858.377508432","종합여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","200000000","20241127","20251126","","0","2218116995",
"241","종합여행업","03_12_03_P","4321000","CDFI2260042023000001","2023-01-15","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양구군 양구읍 상리 258-19","강원특별자치도 양구군 양구읍 중심로 155, 2층","24534","주식회사 커네듀","2025-09-25 14:06:06","U","2025-09-27 02:40:00","","286838.983535186","511733.682319957","종합여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20250115","20260124","","0","",
"242","종합여행업","03_12_03_P","4321000","CDFI2260042024000001","2024-07-18","","01","영업/정상","13","영업중","","","","","033-482-0777","","","강원특별자치도 양구군 양구읍 상리 342","강원특별자치도 양구군 양구읍 비봉로 64-53","24526","(주)명품여행사","2025-07-15 11:13:36","U","2025-07-18 02:40:00","","286575.166440544","512103.209474429","종합여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20250718","20260717","","0","",
"243","종합여행업","03_12_03_P","4331000","CDFI2260042017000001","2015-05-29","","03","폐업","03","폐업","2024-03-27","","","","","","","강원특별자치도 인제군 상남면 하남리 105-1","강원특별자치도 인제군 상남면 내린천로 3319","24665","양하무역","2024-03-27 16:25:27","U","2024-03-30 02:40:00","","313472.430699392","491506.086581752","종합여행업","","","0","","","(사단)한국일반여행업협회장","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","200000000","20150601","20160531","","0","",
"244","종합여행업","03_12_03_P","4331000","CDFI2260042017000002","2017-09-19","","03","폐업","03","폐업","2024-12-12","","","","","","","강원특별자치도 인제군 인제읍 고사리 536-4","강원특별자치도 인제군 인제읍 내린천로 6215","24640","송강카누학교","2024-12-12 16:38:38","U","2024-12-14 02:40:00","","305834.628496066","505183.86180986","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20181121","20191120","","0","1273263674",
"245","종합여행업","03_12_03_P","4331000","CDFI2260042015000001","2015-06-08","","04","취소/말소/만료/정지/중지","35","직권말소","2020-05-07","","","","","","252-826","강원특별자치도 인제군 북면 월학리 1539","강원특별자치도 인제군 북면 풍전동길 50-209","24609","월학캠핑장","2020-05-07 17:22:29","I","2023-06-13 00:00:00","","304687.866203901","520029.597288949","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","109","","0","","","","","","","0","","","","109","",
"246","종합여행업","03_12_03_P","4341000","CDFI2260042020000001","2020-03-18","","03","폐업","03","폐업","2024-07-17","","","","033-633-0100","","","강원특별자치도 고성군 토성면 신평리 471-9 켄싱턴리조트설악밸리","강원특별자치도 고성군 토성면 신평골길 8-25, 켄싱턴리조트설악밸리","24767","주식회사 켄싱턴월드","2024-07-18 19:56:58","U","2024-07-20 02:40:00","","330529.932775924","526094.133496786","종합여행업","","","0","","","서울보증보험","","0","0","0","0","KENSINGTON WORLD LIMITED","General Travel Agency","0","0","","0","0","","0","20","","0","","","","","","","0","20191001","20200930","","20","",
"247","종합여행업","03_12_03_P","4341000","CDFI2260042020000002","2019-03-12","","03","폐업","03","폐업","2024-06-14","","","","","","","강원특별자치도 고성군 간성읍 신안리 131-25","강원특별자치도 고성군 간성읍 남천마루3길 1","24732","주식회사 굿트립","2024-07-18 19:56:23","U","2024-07-20 02:40:00","","329019.961183175","542719.186928001","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","350000000","20200316","20210316","","0","",
"248","종합여행업","03_12_03_P","4341000","CDFI2260042008000001","2008-09-22","","01","영업/정상","13","영업중","","","","","033-681-9400","","","강원특별자치도 고성군 현내면 초도리 258-2","강원특별자치도 고성군 현내면 화진포서길 10 (화진포현대아산휴게소)","24706","현대아산 주식회사","2024-07-18 19:53:35","U","2024-07-20 02:40:00","","324316.038564446","554195.670299276","종합여행업","","관리지역","2","","","서울보증보험","사무실","2","1","0","0","Hyundai Asan corporation","General Travel","0","0","","0","0","","0","544","","0","","","","","","","68835303000","20230901","20240831","","544","",
"249","종합여행업","03_12_03_P","4341000","CDFI2260042024000001","2024-07-30","","01","영업/정상","13","영업중","","","","","033-633-0100","","","강원특별자치도 고성군 토성면 신평리 471-9 켄싱턴리조트설악밸리","강원특별자치도 고성군 토성면 신평골길 8-25, 켄싱턴리조트설악밸리","24767","(주)이랜드파크","2024-08-02 09:03:19","I","2024-08-04 00:13:31","","330529.932775924","526094.133496786","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","274317115000","20240801","20250801","","0","",
"250","종합여행업","03_12_03_P","4351000","CDFI2260042010000001","2010-10-20","","03","폐업","03","폐업","2015-10-19","","","","672-3511","","215-854","강원특별자치도 양양군 강현면 주청리 15-3","강원특별자치도 양양군 강현면 일출로 47","215-850","해성코리아","2015-10-19 20:16:05","I","2023-06-13 00:00:00","","","","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","1042499970","","","","0","",
"251","종합여행업","03_12_03_P","4351000","CDFI2260042015000001","2015-09-25","","03","폐업","03","폐업","2019-11-01","","","","","","","강원특별자치도 양양군 강현면 상복리 467-2","강원특별자치도 양양군 강현면 복골길201번길 73","25005","주식회사 스마트코리아투어","2022-08-19 09:12:00","I","2023-06-13 00:00:00","","336982.710510432","516508.17684073","종합여행업","","","0","","","","","0","0","0","0","Smart Korea Tour Co., Ltd.","Travel Agency","0","0","","0","0","","0","0","","0","","","","","","","200000000","","","","0","",
"252","종합여행업","03_12_03_P","4351000","CDFI2260042016000002","2016-10-27","","03","폐업","03","폐업","2019-07-30","","","","","","","강원특별자치도 양양군 손양면 송현리 276","강원특별자치도 양양군 손양면 동해대로 2551-7","25032","강원코리아항공주식회사","2019-07-30 19:42:18","I","2023-06-13 00:00:00","","343150.1854662","509200.411576258","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"253","종합여행업","03_12_03_P","4351000","CDFI2260042019000001","2019-08-06","","03","폐업","03","폐업","2022-11-09","","","","02-6718-8230","","","강원특별자치도 양양군 손양면 동호리 545 양양국제공항","강원특별자치도 양양군 손양면 공항로 201, 양양국제공항 1층","25042","플라이강원 주식회사","2023-03-03 10:12:04","I","2023-06-13 00:00:00","","345872.519696863","507531.05657781","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000001000","","","","0","",
"254","종합여행업","03_12_03_P","4351000","CDFI2260042020000002","2020-07-10","","03","폐업","03","폐업","2020-08-23","","","","","","","강원특별자치도 양양군 현남면 원포리 1-4","","","원포해수욕장 야영장","2020-09-21 14:15:18","I","2023-06-13 00:00:00","","357459.92211647","493556.274858066","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"255","종합여행업","03_12_03_P","4351000","CDFI2260042023000001","2023-08-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 현북면 잔교리 41-10 38휴게소","강원특별자치도 양양군 현북면 동해대로 1242, 38휴게소","25047","서프존 주식회사","2023-08-08 09:21:34","I","2023-08-10 00:18:35","","352118.838874742","501567.552646473","종합여행업","","","1","","","","","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0","",
"256","종합여행업","03_12_03_P","4351000","CDFI2260042019000002","2019-10-17","","01","영업/정상","13","영업중","","","","","033-672-4113","","","강원특별자치도 양양군 양양읍 남문리 18-8","강원특별자치도 양양군 양양읍 남문5길 3, 2층","25030","가자여행사","2019-10-21 09:21:39","I","2023-06-13 00:00:00","","342290.953893211","509286.541422963","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0","",
"257","종합여행업","03_12_03_P","4351000","CDFI2260042020000001","2015-04-02","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 양양읍 조산리 388","강원특별자치도 양양군 양양읍 일출로 166-20","25015","플라이강원프렌즈(주)","2022-08-29 14:42:35","I","2023-06-13 00:00:00","","343647.431477997","512929.609395798","종합여행업","","","0","","","한국관광협회중앙회 관광공제회","","0","0","0","0","FLYGANGWON FRIENDS Co., Ltd.","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","200000000","20190822","20200822","","0","",
"258","종합여행업","03_12_03_P","4351000","CDFI2260042025000001","2025-07-10","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 양양읍 서문리 229-1","강원특별자치도 양양군 양양읍 양양로 143-2","25027","행복여행사","2025-07-10 10:30:06","I","2025-07-12 00:20:02","","341523.894733784","509089.19444596","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
