"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","지정일자","민원종류명",
"74","담배소매업","11_43_02_P","4181000","2021418034905600066","2021-07-28","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 춘천시 칠전동 585-1 칠전대우2차아파트","강원특별자치도 춘천시 칠전서길 15-2, 상가동 107~109호 (칠전동, 칠전대우2차아파트)","24458","씨유 춘천칠전대우2차점","2021-07-28 09:48:58","I","2023-06-13 00:00:00","","262578.530047739","482258.320861028","20210728","제7조의3제3항에따른경우",
"75","담배소매업","11_43_02_P","4181000","2021418034905600067","2021-07-28","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 춘천시 칠전동 607-1","강원특별자치도 춘천시 칠전동길 50(칠전동)","24456","세븐일레븐 춘천칠전대박점","2021-07-28 10:46:47","I","2023-06-13 00:00:00","","262927.864959004","482460.356027928","20210728","제7조의3제2항에따른경우",
"76","담배소매업","11_43_02_P","4181000","2021418034905600068","2021-07-30","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 춘천시 석사동 765-7","강원특별자치도 춘천시 애막골길20번길 23-1(석사동)","24326","세븐일레븐 리치하우스점","2021-07-30 15:30:41","I","2023-06-13 00:00:00","","265869.994885092","484740.687826381","20210730","제7조의3제2항에따른경우",
"77","담배소매업","11_43_02_P","4181000","2021418034905600070","2021-08-11","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 춘천시 동내면 거두리 933-6","강원특별자치도 춘천시 동내면 춘천순환로72번길 16","24404","세븐일레븐 춘천거두점","2021-08-11 20:04:33","I","2023-06-13 00:00:00","","266144.648049515","483800.334036743","20210811","제7조의3제2항에따른경우",
"78","담배소매업","11_43_02_P","4181000","2021418034905600071","2021-08-12","","01","영업/정상","0","정상영업","","","","","033-260-7700","","","강원특별자치도 춘천시 석사동 27-2 롯데마트 석사점","강원특별자치도 춘천시 세실로 108, 롯데마트 석사점 (석사동)","24315","롯데쇼핑(주) 롯데마트석사점","2025-05-13 13:48:30","U","2025-05-15 02:40:00","","266737.880921009","485159.020559127","20210812","제7조의3제3항에따른경우",
"79","담배소매업","11_43_02_P","4181000","2021418034905600072","2021-08-12","","01","영업/정상","0","정상영업","","","","","033-240-2500","","","강원특별자치도 춘천시 온의동 6-25 롯데마트","강원특별자치도 춘천시 방송길 84, 롯데마트 (온의동)","24364","롯데쇼핑(주) 롯데마트춘천점","2025-05-14 10:34:12","U","2025-05-16 02:40:00","","263109.175778889","485355.40305733","20210812","제7조의3제3항에따른경우",
"80","담배소매업","11_43_02_P","4181000","2021418034905600073","2021-08-23","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 춘천시 근화동 264-32","강원특별자치도 춘천시 공지로 469(근화동)","24246","세븐일레븐 춘천 근화점","2022-07-05 14:04:54","I","2023-06-13 00:00:00","","262865.074052456","486016.941750244","20210823","제7조의3제2항에따른경우",
"81","담배소매업","11_43_02_P","4181000","2003418001605600021","2003-02-13","","01","영업/정상","0","정상영업","","","","","03 3 2522287","","","강원특별자치도 춘천시 효자동 632번지 1   호 (효3)","강원특별자치도 춘천시 서부대성로 241 (효자동,(효3))","","세븐일레븐","2013-01-07 17:08:03","I","2023-06-13 00:00:00","","265465.06562911","485841.329646172","20030213","2009년11월법개정전자료",
"82","담배소매업","11_43_02_P","4181000","2003418001605600024","2003-02-17","","01","영업/정상","0","정상영업","","","","","033 2449044","","","강원특별자치도 춘천시 교동 137번지 1 호","강원특별자치도 춘천시 삭주로 32 (교동)","","과일마트","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","264596.592188196","486800.745518197","","",
"83","담배소매업","11_43_02_P","4181000","2003418001605600031","2003-02-25","","01","영업/정상","0","정상영업","","","","","033 2439861","","","강원특별자치도 춘천시 효자동 676번지 2  호 6 통 2 반 (효1)","강원특별자치도 춘천시 춘천로 132 (효자동,(효1))","","행복마트","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","264114.083336797","486026.146799019","","",
"84","담배소매업","11_43_02_P","4181000","2003418001605600034","2003-03-03","","01","영업/정상","0","정상영업","","","","","033 2618206","","","강원특별자치도 춘천시 석사동 727번지 5 호 진흥(아)상가108호","강원특별자치도 춘천시 후석로186번길 9 (석사동,진흥(아)상가108호)","","오복청과","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","266248.753976684","485330.859552345","","",
"85","담배소매업","11_43_02_P","4181000","2003418001605600037","2003-03-06","","01","영업/정상","0","정상영업","","","","","033 2627366","","","강원특별자치도 춘천시 효자동 315번지 4   호 (효2)","강원특별자치도 춘천시 백령로 4 (효자동,(효2))","","복권세상","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","264688.076904744","484967.677065709","","",
"86","담배소매업","11_43_02_P","4181000","2015418027705600092","2015-08-31","","01","영업/정상","0","정상영업","","","","","033-261-0848","","","","강원특별자치도 춘천시 남산면 강촌로 66","24465","무지개대여점","2015-08-31 18:31:17","I","2023-06-13 00:00:00","","255736.43685256","479132.722019171","20150831","제7조의3제2항에따른경우",
"87","담배소매업","11_43_02_P","4181000","2015418027705600096","2015-09-03","","01","영업/정상","0","정상영업","","","","","","","","","강원특별자치도 춘천시 신북읍 신북로 362, 1층","24203","희진이네 삼시세끼","2015-10-02 09:06:22","I","2023-06-13 00:00:00","","265424.874626596","495081.021969117","20150903","제7조의3제2항에따른경우",
"88","담배소매업","11_43_02_P","4181000","2015418027705600100","2015-09-15","","01","영업/정상","0","정상영업","","","","","","","","","강원특별자치도 춘천시 퇴계로 249, 105-2호 (석사동)","24390","세븐일레븐 춘천크리스탈점","2015-09-15 11:12:17","I","2023-06-13 00:00:00","","265613.625507497","483913.443119923","20150915","제7조의3제2항에따른경우",
"89","담배소매업","11_43_02_P","4181000","2015418027705600101","2015-09-15","","01","영업/정상","0","정상영업","","","","","033-262-5161","","","","강원특별자치도 춘천시 동내면 영서로 1787","24408","이마트24 R춘천학곡리점","2022-11-30 14:13:25","I","2023-06-13 00:00:00","","266790.203340128","481775.485323462","20150915","제7조의3제2항에따른경우",
"90","담배소매업","11_43_02_P","4181000","2018418027705600043","2018-06-26","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 춘천시 삼천동 239번지 3호","강원특별자치도 춘천시 수변공원길 57, 1층 (삼천동)","24239","별빛마당","2018-06-26 18:09:02","I","2023-06-13 00:00:00","","261913.650650835","485929.147089148","20180626","제7조의3제2항에따른경우",
"91","담배소매업","11_43_02_P","4181000","2018418027705600044","2018-06-26","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 춘천시 사북면 고탄리 537번지 9호","강원특별자치도 춘천시 사북면 춘화로 369","24201","에코리버 원","2018-06-26 18:11:17","I","2023-06-13 00:00:00","","260914.99125712","497899.383376492","20180626","제7조의3제2항에따른경우",
"92","담배소매업","11_43_02_P","4181000","2018418027705600046","2018-07-03","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 춘천시 석사동 727번지 2호 석사3지구 부영아파트","강원특별자치도 춘천시 우석로101번길 83, 상가동 103호 (석사동, 석사3지구 부영아파트)","24317","GS25 춘천부영점","2018-07-17 09:45:26","I","2023-06-13 00:00:00","","266382.097969396","485476.313155293","20180703","제7조의3제2항에따른경우",
"93","담배소매업","11_43_02_P","4181000","2001418001605600077","2001-07-31","","01","영업/정상","0","정상영업","","","","","033 2515734","","","강원특별자치도 춘천시 교동 152번지 7  호","강원특별자치도 춘천시 삭주로 75 (교동)","","성심슈퍼","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","264942.060615496","487038.382226432","","",
"94","담배소매업","11_43_02_P","4181000","2001418001605600080","2001-08-01","","01","영업/정상","0","정상영업","","","","","033 2529477","","","강원특별자치도 춘천시 중앙로2가 114호","강원특별자치도 춘천시 낙원길 50 (중앙로2가)","","슈발리","2015-07-08 12:04:07","I","2023-06-13 00:00:00","","263881.895316861","486691.054968972","20010801","2009년11월법개정전자료",
"95","담배소매업","11_43_02_P","4181000","2001418001605600086","2001-08-09","","01","영업/정상","0","정상영업","","","","","033 2436007","","","강원특별자치도 춘천시 후평동 693번지 7  호 (후1)","강원특별자치도 춘천시 춘천로 301-1 (후평동,(후1))","","디자이너Lee","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","265599.212713884","486819.581443608","","",
"96","담배소매업","11_43_02_P","4181000","2013418022905600044","2013-07-16","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 춘천시 남산면 서백길 362-37","","","뉴올리브카운티","2013-07-16 15:59:20","I","2023-06-13 00:00:00","","","","20130716","제7조의3제2항에따른경우",
"97","담배소매업","11_43_02_P","4181000","2013418022905600047","2013-07-29","","01","영업/정상","0","정상영업","","","","","","","","","강원특별자치도 춘천시 남산면 서백길 496-22, 103호","200-914","엑스오매점","2013-07-30 09:22:34","I","2023-06-13 00:00:00","","250450.587637526","479064.272502817","20130729","제7조의3제2항에따른경우",
"98","담배소매업","11_43_02_P","4181000","2015418027705600132","2015-11-24","","01","영업/정상","0","정상영업","","","","","","","","","강원특별자치도 춘천시 봉의산길22번길 24-1, 1층 (옥천동)","24264","(주)코리아세븐 춘천한림대점","2015-11-24 18:41:16","I","2023-06-13 00:00:00","","264487.083226501","487221.478648647","20151124","제7조의3제2항에따른경우",
"99","담배소매업","11_43_02_P","4181000","2015418027705600133","2015-11-26","","01","영업/정상","0","정상영업","","","","","","","","","강원특별자치도 춘천시 백령로138번길 20 (효자동)","24289","위드미 강대후문점","2015-12-18 10:45:24","I","2023-06-13 00:00:00","","265352.92658409","485927.362756597","20151126","제7조의3제2항에따른경우",
"100","담배소매업","11_43_02_P","4181000","2015418027705600135","2015-12-02","","01","영업/정상","0","정상영업","","","","","","","","","강원특별자치도 춘천시 백령로 111 (효자동)","24332","씨유(CU)춘천대학로점","2015-12-02 09:58:16","I","2023-06-13 00:00:00","","265117.480151462","485757.396957845","20151202","제7조의3제2항에따른경우",
"101","담배소매업","11_43_02_P","4181000","2015418027705600138","2015-12-15","","01","영업/정상","0","정상영업","","","","","242-5959","","","","강원특별자치도 춘천시 신북읍 맥국3길 15-28","24203","유포리(옹기점말)낚시터.포리골","2015-12-15 14:19:39","I","2023-06-13 00:00:00","","268037.569109411","494062.933337844","20151215","제7조의3제2항에따른경우",
"102","담배소매업","11_43_02_P","4181000","1999418001605600288","1999-07-14","","01","영업/정상","0","정상영업","","","","","033 2528292","","","강원특별자치도 춘천시 퇴계동 392-32호","","","수정슈퍼","2013-12-30 16:11:56","I","2023-06-13 00:00:00","","","","19990714","2009년11월법개정전자료",
"103","담배소매업","11_43_02_P","4181000","1999418001605600289","1999-07-15","","01","영업/정상","0","정상영업","","","","","033 2621882","","","강원특별자치도 춘천시 동산면 조양리 868-1호","강원특별자치도 춘천시 동산면 영서로 586","200-842","동산상회","2013-12-30 17:01:50","I","2023-06-13 00:00:00","","268636.201095529","473056.478379836","19990715","2009년11월법개정전자료",
"104","담배소매업","11_43_02_P","4181000","1999418001605600312","1999-08-12","","01","영업/정상","0","정상영업","","","","","033 2420187","","","전라남도 여수시 덕충동 1979호","","","재호물산","2013-12-30 16:13:22","I","2023-06-13 00:00:00","","267050.55512695","139800.412241804","19990812","2009년11월법개정전자료",
"105","담배소매업","11_43_02_P","4181000","2013418022905600088","2013-09-24","","01","영업/정상","0","정상영업","","","","","254-7095","","200-863","강원특별자치도 춘천시 사북면 지촌리","","","1전차대마트(쌍용마트2호점)","2013-09-24 18:47:25","I","2023-06-13 00:00:00","","","","20130924","2009년11월법개정전자료",
