"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"62","미용업","05_18_01_P","4181000","4181000-222-2023-00004","2023-09-06","","01","영업/정상","01","영업","","","","","","25.85","","강원특별자치도 춘천시 온의동 587-3","강원특별자치도 춘천시 춘천로17번길 31, 1층 118호 (온의동)","24364","주다뷰티","2023-09-06 16:49:50","I","2023-09-08 00:18:18","메이크업업","263160.872805759","485210.738426853","네일미용업, 화장ㆍ분장 미용업","3","1","1","1","0","0","2","","","","임대","0","0","2","N",
"63","미용업","05_18_01_P","4271000","4271000-211-2023-00002","2023-07-03","","01","영업/정상","01","영업","","","","","033 373 9453","33.00","","강원특별자치도 영월군 영월읍 영흥리 977-1","강원특별자치도 영월군 영월읍 단종로 4, 1층","26232","살롱바이빈","2023-07-03 11:06:53","I","2023-07-05 00:19:07","일반미용업","330322.2517785","410115.619045448","일반미용업","1","0","0","0","0","0","2","","","","","1","0","0","N",
"64","미용업","05_18_01_P","4201000","4201000-211-2023-00005","2023-09-11","","01","영업/정상","01","영업","","","","","","24.02","","강원특별자치도 강릉시 포남동 1292-2","강원특별자치도 강릉시 하평1길 6 (포남동)","25566","여기는미용실","2023-09-11 14:12:40","I","2023-09-13 00:18:07","일반미용업","368352.155429761","475964.496941604","일반미용업","6","1","1","0","0","0","2","","","","","0","0","0","N",
"65","미용업","05_18_01_P","4201000","4201000-213-2023-00018","2023-09-11","","01","영업/정상","01","영업","","","","","","48.96","","강원특별자치도 강릉시 입암동 101-1","강원특별자치도 강릉시 입암로 147, 1층 (입암동)","25579","글리유헤어","2023-09-11 13:34:15","I","2023-09-13 00:18:07","일반미용업","368910.467201536","474703.118089472","종합미용업","3","0","1","0","0","0","3","","","","","0","0","0","N",
"66","미용업","05_18_01_P","4231000","4231000-219-2023-00001","2023-09-11","","01","영업/정상","01","영업","","","","","","30.26","","강원특별자치도 속초시 조양동 1569","강원특별자치도 속초시 온정로1길 22-13, 105호 (조양동)","24897","오브더주","2023-09-11 11:47:59","I","2023-09-13 00:18:07","메이크업업","339204.719652235","521563.196184514","화장ㆍ분장 미용업","0","0","0","0","0","0","0","","","","","0","0","2","N",
"67","미용업","05_18_01_P","4191000","4191000-212-2023-00022","2023-08-17","","01","영업/정상","01","영업","","","","","","12.07","","강원특별자치도 원주시 단구동 267 현대아카데미프라자","강원특별자치도 원주시 늘품로 187-58, 현대아카데미프라자 2층 216호 (단구동)","26457","오늘오후","2023-09-12 10:35:26","U","2023-09-14 02:40:00","피부미용업","285374.856489138","426587.24417121","피부미용업","6","2","2","2","0","0","0","","","","","0","0","1","N",
"68","미용업","05_18_01_P","4221000","4221000-213-2023-00001","2023-05-02","","01","영업/정상","01","영업","","","","","","32.80","","강원특별자치도 태백시 황지동 273-52","강원특별자치도 태백시 황지로 237-1 (황지동)","26006","아람네일","2023-07-27 09:39:17","I","2023-07-29 00:18:58","네일아트업","376258.637009008","410293.066192286","종합미용업","0","0","0","0","0","0","2","","","","임대","0","0","1","N",
"69","미용업","05_18_01_P","4191000","4191000-213-2023-00032","2023-07-10","","01","영업/정상","01","영업","","","","","","146.23","","강원특별자치도 원주시 반곡동 1960-1","강원특별자치도 원주시 웅비1길 5, 1층 (반곡동)","26462","샤라웃(shout-out)","2023-09-06 11:08:57","I","2023-09-08 00:18:18","일반미용업","287449.868596478","425711.378097972","종합미용업","3","0","1","1","0","0","4","","","","","0","0","0","N",
"70","미용업","05_18_01_P","4191000","4191000-225-2023-00007","2023-08-22","","01","영업/정상","01","영업","","","","","","22.80","","강원특별자치도 원주시 단계동 1105-6","강원특별자치도 원주시 봉화로 65-7, 1층 101호 (단계동)","26422","서영의미","2025-01-03 14:25:40","U","2025-01-05 02:40:00","일반미용업","282081.662020914","427948.518327344","일반미용업, 네일미용업, 화장ㆍ분장 미용업","3","0","1","0","0","0","2","","","","임대","0","0","0","N",
"71","미용업","05_18_01_P","4211000","4211000-212-2023-00003","2023-07-28","","01","영업/정상","01","영업","","","","","","70.80","","강원특별자치도 동해시 천곡동 804-5","강원특별자치도 동해시 천곡1길 9, 3층 (천곡동)","25759","더맑은피부","2023-07-28 13:54:12","I","2023-07-30 00:18:45","피부미용업","386716.326119867","449059.560114117","피부미용업","3","0","3","0","0","0","0","","","","임대","0","0","4","N",
"72","미용업","05_18_01_P","4191000","4191000-218-2023-00001","2023-07-28","","01","영업/정상","01","영업","","","","","","79.30","","강원특별자치도 원주시 무실동 1850-1","강원특별자치도 원주시 능라동길 42, 505호 (무실동)","26392","이뉴뷰티","2023-09-15 14:05:22","U","2023-09-17 02:40:00","피부미용업","282280.547693665","426159.939676681","피부미용업, 네일미용업","6","2","5","5","0","0","0","","","","임대","1","0","2","N",
"73","미용업","05_18_01_P","4321000","4321000-213-2023-00001","2023-07-17","","01","영업/정상","01","영업","","","","","","121.24","","강원특별자치도 양구군 양구읍 상리 202-19 양록빌딩","강원특별자치도 양구군 양구읍 양구새싹로 36 (양록빌딩)","24542","퍼스널잉크 양구점","2023-07-17 11:29:26","I","2023-07-19 00:18:55","일반미용업","286701.898886333","511506.273388466","종합미용업","4","1","1","0","0","0","3","","","","임대","1","0","2","N",
"74","미용업","05_18_01_P","4181000","4181000-212-2023-00013","2023-07-31","","01","영업/정상","01","영업","","","","","033263 8284","13.20","","강원특별자치도 춘천시 운교동 130-1","강원특별자치도 춘천시 춘천로 165-2, 2층 (운교동)","24351","마임피부샵","2023-07-31 14:06:01","I","2023-08-02 00:18:52","피부미용업","264390.350466027","486244.790709752","피부미용업","3","0","0","0","0","0","0","","","","임대","0","0","1","N",
"75","미용업","05_18_01_P","4231000","4231000-211-2023-00011","2023-09-07","","01","영업/정상","01","영업","","","","","","49.63","","강원특별자치도 속초시 조양동 540-3","강원특별자치도 속초시 조양로 223, 1층 (조양동)","24877","헤어온","2023-09-07 15:25:24","I","2023-09-09 00:18:10","일반미용업","338036.920779335","521907.30374788","일반미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"76","미용업","05_18_01_P","4181000","4181000-212-2023-00014","2023-07-31","","01","영업/정상","01","영업","","","","","","65.29","","강원특별자치도 춘천시 후평동 750-18","강원특별자치도 춘천시 만천로 229, 1층 (후평동)","24296","루미아르 봄","2025-06-12 11:16:25","U","2025-06-15 02:40:00","피부미용업","266272.751479452","487650.064514045","피부미용업","4","0","0","0","0","0","3","","","","임대","0","0","4","N",
"77","미용업","05_18_01_P","4191000","4191000-213-2023-00029","2023-09-04","","01","영업/정상","01","영업","","","","","","38.80","","강원특별자치도 원주시 관설동 1767-6","강원특별자치도 원주시 치악고교길 27, 1층 일부호 (관설동)","26469","큐사랑서원주점","2023-09-20 15:15:10","U","2023-09-23 02:40:00","일반미용업","285060.197545226","424177.882926315","종합미용업","4","0","1","1","0","0","3","","","","","0","0","0","N",
"78","미용업","05_18_01_P","4191000","4191000-213-2023-00030","2023-09-04","","01","영업/정상","01","영업","","","","","","27.71","","강원특별자치도 원주시 단구동 1553-7","강원특별자치도 원주시 천매봉길 30, 1층 (단구동)","26483","루다제이미용실","2023-09-18 14:40:29","U","2023-09-20 02:40:00","일반미용업","283537.126842666","424903.210817294","종합미용업","3","0","1","1","0","0","2","","","","","0","0","0","N",
"79","미용업","05_18_01_P","4191000","4191000-222-2023-00001","2023-02-14","","01","영업/정상","01","영업","","","","","","74.00","","강원특별자치도 원주시 무실동 1857-6","강원특별자치도 원주시 능라동길 61, 405호 (무실동)","26392","봄봄네일&뷰티","2024-12-06 18:52:01","U","2024-12-08 02:40:00","네일아트업","282457.561821675","426197.262434883","네일미용업, 화장ㆍ분장 미용업","10","4","4","4","0","0","6","","","","임대","0","0","2","N",
"80","미용업","05_18_01_P","4311000","4311000-215-2023-00001","2023-09-04","","01","영업/정상","01","영업","","","","","","20.00","","강원특별자치도 화천군 화천읍 하리 43-37 2층","강원특별자치도 화천군 화천읍 상승로 42-9, 2층","24130","네일이 예쁨&오로지푸스 강원화천점","2025-09-19 16:55:58","U","2025-09-21 02:40:00","네일아트업","261715.077392664","511538.067712309","네일미용업","0","0","2","2","0","0","0","","","","임대","1","0","0","N",
"81","미용업","05_18_01_P","4201000","4201000-219-2023-00002","2023-09-07","","01","영업/정상","01","영업","","","","","","19.61","","강원특별자치도 강릉시 홍제동 118-19","강원특별자치도 강릉시 새냉이길 29 (홍제동)","25525","브로우결(brow결)","2023-09-07 11:28:22","I","2023-09-09 00:18:10","메이크업업","365892.607056271","473879.340226959","화장ㆍ분장 미용업","1","1","1","0","0","0","0","","","","","0","0","2","N",
"82","미용업","05_18_01_P","4201000","4201000-224-2023-00003","2023-07-17","","01","영업/정상","01","영업","","","","","","31.73","","강원특별자치도 강릉시 교동 964-1","강원특별자치도 강릉시 강릉대로121번길 8 (교동)","25506","윤헤어","2023-07-17 10:20:54","I","2023-07-19 00:18:55","일반미용업","365921.119139605","474361.820282425","일반미용업, 피부미용업, 화장ㆍ분장 미용업","2","0","1","0","0","0","2","","","","","0","0","0","N",
"83","미용업","05_18_01_P","4251000","4251000-215-2023-00001","2023-07-17","","01","영업/정상","01","영업","","","","","","28.26","","강원특별자치도 홍천군 홍천읍 갈마곡리 41-26","강원특별자치도 홍천군 홍천읍 갈마로7길 22-16","25129","서서히네일","2023-07-17 14:23:17","I","2023-07-19 00:18:55","네일아트업","279524.715197024","466419.147798099","네일미용업","3","0","1","0","0","0","3","","","","","0","0","0","N",
"84","미용업","05_18_01_P","4201000","4201000-225-2023-00007","2023-08-21","","01","영업/정상","01","영업","","","","","","54.46","","강원특별자치도 강릉시 홍제동 102-3","강원특별자치도 강릉시 경강로1953번길 15, 1층 (홍제동)","25537","위드마이헤어","2023-08-22 16:10:13","I","2023-08-24 00:18:36","일반미용업","365851.564084864","473492.691156101","일반미용업, 네일미용업, 화장ㆍ분장 미용업","3","0","1","0","0","0","4","","","","","0","0","0","N",
"85","미용업","05_18_01_P","4351000","4351000-212-2023-00001","2023-09-08","","01","영업/정상","01","영업","","","","","033 6718852","8.20","","강원특별자치도 양양군 강현면 강선리 26","강원특별자치도 양양군 강현면 강선중앙길 9","25000","설악 피부샾","2023-09-08 15:11:03","I","2023-09-10 00:18:09","피부미용업","339869.203873604","517600.74104017","피부미용업","1","0","0","0","0","0","0","","","","임대","0","0","0","N",
"86","미용업","05_18_01_P","4221000","4221000-212-2016-00002","2016-09-08","","01","영업/정상","01","영업","","","","","033 592 8489","40.82","","강원특별자치도 태백시 황지동 253-20","강원특별자치도 태백시 먹거리길 97 (황지동)","26008","탱글탱글피부바디샵 황지점","2023-07-14 10:36:36","U","2023-07-16 02:40:00","피부미용업","376631.185679067","409923.245726971","피부미용업","0","0","0","0","0","0","0","","","","임대","0","0","2","N",
"87","미용업","05_18_01_P","4231000","4231000-212-2023-00004","2023-07-12","","01","영업/정상","01","영업","","","","","","29.20","","강원특별자치도 속초시 교동 657-3","강원특별자치도 속초시 교동로 13, 1층 (교동)","24846","미송피부관리엔왁싱","2023-07-12 10:06:08","I","2023-07-14 00:18:59","피부미용업","338287.553631192","523132.325913771","피부미용업","0","0","0","0","0","0","0","","","","","0","0","2","N",
"88","미용업","05_18_01_P","4181000","4181000-220-2023-00003","2023-07-05","","01","영업/정상","01","영업","","","","","","35.00","","강원특별자치도 춘천시 후평동 67-35","강원특별자치도 춘천시 백령로 220, 1층 우측상가호 (후평동)","24282","오늘도미용실","2023-07-05 15:20:07","I","2023-07-07 00:19:05","일반미용업","265931.771284546","486415.306768547","일반미용업, 화장ㆍ분장 미용업","2","0","1","1","0","0","3","","","","임대","0","0","0","N",
"89","미용업","05_18_01_P","4181000","4181000-221-2023-00007","2023-05-01","","01","영업/정상","01","영업","","","","","","28.17","","강원특별자치도 춘천시 후평동 876-1","강원특별자치도 춘천시 세실로208번길 8-10, 1층 맨좌측상가호 (후평동)","24307","채움뷰티(CHAEUM BEAUTY)","2023-07-19 13:20:06","I","2023-07-21 00:18:53","메이크업업","266640.770383513","486152.813113238","피부미용업, 화장ㆍ분장 미용업","2","1","1","1","0","0","1","","","","임대","0","0","1","N",
"90","미용업","05_18_01_P","4311000","4311000-211-2023-00001","2023-07-19","","01","영업/정상","01","영업","","","","","","46.28","","강원특별자치도 화천군 화천읍 하리 44-31","강원특별자치도 화천군 화천읍 중앙로4길 12, 가36-2호, 가33호","24129","영 헤어(泳 Hair)","2023-07-19 16:50:04","I","2023-07-21 00:18:53","일반미용업","261768.901866714","511477.047801756","일반미용업","0","0","1","0","0","0","2","","","","임대","0","0","0","N",
