"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"64","숙박업","03_11_03_P","4181000","4181000-201-2018-00002","2018-01-12","","01","영업/정상","01","영업","","","","","033 254 5800","1236.84","","강원특별자치도 춘천시 삼천동 180-5","강원특별자치도 춘천시 구마니길 18 (삼천동)","24239","호텔봄내B","2021-08-06 15:11:38","I","2023-06-13 00:00:00","여관업","261505.517008165","485552.08702558","여관업","3","1","1","3","1","1","0","16","","","","자가","0","0","N",
"65","숙박업","03_11_03_P","4181000","4181000-201-2018-00003","2018-02-12","","01","영업/정상","01","영업","","","","","033 244 5200","1383.50","","강원특별자치도 춘천시 삼천동 180-5","강원특별자치도 춘천시 구마니길 18 (삼천동)","24239","초콜릿무인텔","2025-07-01 10:16:25","U","2025-07-03 02:40:00","여관업","261505.517008165","485552.08702558","여관업","3","0","1","3","0","0","0","18","","","","자가","0","0","N",
"66","숙박업","03_11_03_P","4181000","4181000-201-2005-00001","2005-01-21","","01","영업/정상","01","영업","","","","","033 2435566","1744.64","","강원특별자치도 춘천시 효자동 712-12","강원특별자치도 춘천시 남춘로 49 (효자동)","24372","헤이,춘천(Heyy,chuncheon)","2025-01-02 13:16:50","U","2025-01-04 02:40:00","여관업","264355.831234545","485002.78209989","여관업","6","1","2","6","0","0","0","44","","","","자가","0","0","N",
"67","숙박업","03_11_03_P","4181000","4181000-201-1982-00014","1982-01-26","","01","영업/정상","01","영업","","","","","033 2562230","683.10","","강원특별자치도 춘천시 효자동 683-8","강원특별자치도 춘천시 닥나무길 12 (효자동)","24366","에스파스 호스텔","2020-07-06 14:57:23","I","2023-06-13 00:00:00","관광호텔","263794.943527404","485486.524793106","관광호텔","0","0","0","0","0","0","1","19","","","","","0","0","N",
"68","숙박업","03_11_03_P","4181000","4181000-201-2010-00003","2010-10-19","","01","영업/정상","01","영업","","","","","033 242 5566","1354.96","","강원특별자치도 춘천시 퇴계동 1135-3","강원특별자치도 춘천시 우묵길 79 (퇴계동)","24367","마임호텔","2025-09-04 10:00:12","U","2025-09-06 02:40:00","여관업","263597.88103063","485281.141777752","여관업","6","1","1","6","0","0","0","54","","","","자가","0","0","N",
"69","숙박업","03_11_03_P","4181000","4181000-201-2008-00002","2008-04-28","","01","영업/정상","01","영업","","","","","033 253 6996","1123.00","","강원특별자치도 춘천시 소양로3가 179","강원특별자치도 춘천시 금강로 31 (소양로3가)","24272","호텔코지","2025-10-15 13:13:17","U","2025-10-17 02:40:00","여관업","263791.363576873","486792.546665581","여관업","7","0","6","0","1","0","0","30","","","","자가","0","0","N",
"70","숙박업","03_11_03_P","4181000","4181000-201-1988-00010","1988-10-17","","01","영업/정상","01","영업","","","","","","136.80","","강원특별자치도 춘천시 서면 당림리 303-1","강원특별자치도 춘천시 서면 경춘로 1160","24463","강촌하우스","2018-12-21 17:01:05","I","2023-06-13 00:00:00","여인숙업","255702.974442041","479748.028263683","여인숙업","0","0","0","0","0","0","4","0","","","","","0","0","N",
"71","숙박업","03_11_03_P","4181000","4181000-201-1982-00005","1982-06-01","","01","영업/정상","01","영업","","","","","","0.00","","강원특별자치도 춘천시 북산면 추곡리 산 177-1 리","강원특별자치도 춘천시 북산면 추곡약수길 89-2","24208","소나무집여인숙","2021-10-06 16:17:17","I","2023-06-13 00:00:00","여인숙업","277994.538668736","504289.162982227","여인숙업","0","0","0","0","0","0","5","0","","","","","0","0","N",
"72","숙박업","03_11_03_P","4181000","4181000-201-2004-00010","2004-04-26","","01","영업/정상","01","영업","","","","","033 2577407","1912.00","","강원특별자치도 춘천시 효자동 685-12","강원특별자치도 춘천시 공지로 355 (효자동)","24365","캣츠호텔","2020-06-16 14:12:56","I","2023-06-13 00:00:00","여관업","263884.869943687","485514.33895259","여관업","1","10","1","10","0","0","4","39","","","","자가","0","0","N",
"73","숙박업","03_11_03_P","4181000","4181000-201-1997-00022","1997-03-15","","01","영업/정상","01","영업","","","","","033 2411575","494.00","","강원특별자치도 춘천시 동면 지내리 347-3","강원특별자치도 춘천시 동면 가산로 153","24211","시네마모텔","2022-12-06 16:52:17","I","2023-06-13 00:00:00","여관업","268652.769090711","490843.294433861","여관업","0","0","0","0","0","0","0","20","","","","","0","0","N",
"74","숙박업","03_11_03_P","4181000","4181000-201-2002-00011","2002-10-29","","01","영업/정상","01","영업","","","","","033 2525534","1402.75","","강원특별자치도 춘천시 삼천동 180-10","강원특별자치도 춘천시 구마니길 24 (삼천동)","24239","감성료칸 호텔 우사기","2024-01-31 13:37:37","U","2024-02-02 02:40:00","일반호텔","261558.100860168","485485.892293473","일반호텔","6","1","1","5","0","0","0","42","","","","자가","0","0","N",
"75","숙박업","03_11_03_P","4181000","4181000-201-2010-00001","2010-05-25","","01","영업/정상","01","영업","","","","","033 243 4422","1272.42","","강원특별자치도 춘천시 효자동 590-7","강원특별자치도 춘천시 춘천로56번길 5 (효자동)","24366","S-쁘띠호텔","2021-02-22 13:32:21","I","2023-06-13 00:00:00","일반호텔","263682.586313046","485453.341677145","일반호텔","6","1","1","6","1","1","0","29","","","","임대","0","0","N",
"76","숙박업","03_11_03_P","4181000","4181000-201-2010-00002","2010-07-16","","01","영업/정상","01","영업","","","","","033 262 9986","550.00","","강원특별자치도 춘천시 남산면 창촌리 86-4","강원특별자치도 춘천시 남산면 보매기1길 62-14","24465","춘천여우그늘","2023-11-20 11:35:46","U","2023-11-22 02:40:00","숙박업 기타","256553.977425028","476601.109892398","숙박업 기타","3","0","3","0","0","0","0","11","","","","자가","0","0","N",
"77","숙박업","03_11_03_P","4181000","4181000-201-1995-00021","1995-01-09","","01","영업/정상","01","영업","","","","","033 2572580","863.60","","강원특별자치도 춘천시 후평동 703-15","강원특별자치도 춘천시 보안길 87 (후평동)","24297","파라다이스모텔","2019-07-15 16:40:42","I","2023-06-13 00:00:00","여관업","265813.831485498","486858.557460318","여관업","0","0","0","0","0","0","2","24","","","","","0","0","N",
"78","숙박업","03_11_03_P","4181000","4181000-201-1996-00018","1996-08-13","","01","영업/정상","01","영업","","","","","033 2432243","1452.90","","강원특별자치도 춘천시 사북면 지암리 2-15","강원특별자치도 춘천시 사북면 화악지암길 782","24200","아름다운세상리조텔","2024-03-21 10:45:38","U","2024-03-23 02:40:00","여관업","256331.650661247","497607.936683765","여관업","4","0","0","0","0","0","19","26","","","","자가","0","0","N",
"79","숙박업","03_11_03_P","4181000","4181000-201-2003-00003","2003-01-02","","01","영업/정상","01","영업","","","","","033 2614800","728.25","","강원특별자치도 춘천시 효자동 305-53","강원특별자치도 춘천시 남춘로56번길 10 (효자동)","24373","로즈힐모텔","2021-11-12 20:17:21","I","2023-06-13 00:00:00","여관업","264479.179701971","484987.444879895","여관업","5","0","2","5","0","0","2","22","","","","","0","0","N",
"80","숙박업","03_11_03_P","4181000","4181000-201-1995-00029","1995-12-23","","01","영업/정상","01","영업","","","","","033 2430227","778.00","","강원특별자치도 춘천시 근화동 542-11","강원특별자치도 춘천시 영서로 2517 (근화동)","24238","더블유모텔","2025-10-20 13:58:46","U","2025-10-23 02:40:00","여관업","262743.893957528","486948.608920323","여관업","0","0","0","0","0","0","4","28","","","","자가","0","0","N",
"81","숙박업","03_11_03_P","4181000","4181000-201-1995-00028","1995-12-23","","01","영업/정상","01","영업","","","","","033 2541956","888.10","","강원특별자치도 춘천시 근화동 542-4","강원특별자치도 춘천시 영서로 2515 (근화동)","24238","수모텔","2019-07-15 16:36:58","I","2023-06-13 00:00:00","여관업","262734.243260369","486934.065059324","여관업","0","0","0","0","0","0","4","28","","","","자가","0","0","N",
"82","숙박업","03_11_03_P","4181000","4181000-214-2005-00001","2005-05-30","","01","영업/정상","01","영업","","","","","033 2625514","777.71","","강원특별자치도 춘천시 남산면 강촌리 338-11","강원특별자치도 춘천시 남산면 강촌로 104","24465","씨앤텔","2024-04-30 15:46:03","U","2024-05-02 02:40:00","숙박업(생활)","255949.37912285","478836.748410868","숙박업(생활)","5","0","2","4","0","0","2","13","","","","임대","0","0","N",
"83","숙박업","03_11_03_P","4181000","4181000-214-1998-00001","1998-05-22","","01","영업/정상","01","영업","","","","","033 2447711","844.00","","강원특별자치도 춘천시 사북면 고탄리 890","강원특별자치도 춘천시 사북면 지내고탄로 752","24201","현민실업(주) 래금힐파크여관","2022-01-19 14:25:58","I","2023-06-13 00:00:00","숙박업(생활)","263639.406936296","497836.089670503","숙박업(생활)","3","0","2","3","0","0","0","17","","","","자가","0","0","N",
"84","숙박업","03_11_03_P","4181000","4181000-201-2014-00004","2014-10-21","","01","영업/정상","01","영업","","","","","033 261 6161","350.25","","강원특별자치도 춘천시 남산면 창촌리 116","강원특별자치도 춘천시 남산면 보매기길 38","24465","센스무인텔","2020-07-03 16:07:56","I","2023-06-13 00:00:00","여관업","256562.036655951","476008.827999392","여관업","2","1","2","2","0","0","0","12","","","","자가","0","0","N",
"85","숙박업","03_11_03_P","4181000","4181000-201-2014-00005","2014-10-21","","01","영업/정상","01","영업","","","","","033 261 0040","369.00","","강원특별자치도 춘천시 남산면 창촌리 116-1","강원특별자치도 춘천시 남산면 보매기길 36","24465","센스모텔","2020-06-16 10:28:35","I","2023-06-13 00:00:00","여관업","256570.850193978","476009.050321828","여관업","3","0","2","2","0","0","0","10","","","","자가","0","0","N",
"86","숙박업","03_11_03_P","4181000","4181000-214-2006-00001","2006-10-30","","01","영업/정상","01","영업","","","","","033 264 6135","997.44","","강원특별자치도 춘천시 서면 안보리 743 외 1필지","강원특별자치도 춘천시 서면 경춘로 405","24463","피그멜리온 이펙트","2025-10-21 15:59:48","U","2025-10-23 02:40:00","숙박업(생활)","249106.201408184","482913.634276398","숙박업(생활)","6","0","1","5","0","0","0","13","","","","자가","0","0","N",
"87","숙박업","03_11_03_P","4181000","4181000-214-2006-00002","2006-08-10","","01","영업/정상","01","영업","","","","","033 2610051","627.39","","강원특별자치도 춘천시 남산면 강촌리 238-5","강원특별자치도 춘천시 남산면 강촌로 80-1","24465","느티나무마을","2021-11-10 16:00:18","I","2023-06-13 00:00:00","숙박업(생활)","255818.57934632","478999.06961564","숙박업(생활)","3","0","1","3","0","0","11","6","","","","자가","0","0","N",
"88","숙박업","03_11_03_P","4181000","4181000-214-1982-00001","1982-09-09","","01","영업/정상","01","영업","","","","","031 5822197","882.10","","강원특별자치도 춘천시 남산면 방하리 198","강원특별자치도 춘천시 남산면 남이섬길 1","24464","호텔정관루별관(콘도별장)","2021-06-17 10:01:12","I","2023-06-13 00:00:00","숙박업(생활)","246222.531678854","476683.992337235","숙박업(생활)","1","0","1","1","0","0","8","0","","","","자가","0","0","N",
"89","숙박업","03_11_03_P","4181000","4181000-214-2006-00003","2006-07-24","","01","영업/정상","01","영업","","","","","","345.14","","강원특별자치도 춘천시 남산면 방곡리 418-9","강원특별자치도 춘천시 남산면 강촌로 174-9","24465","강촌홀리데이","2021-08-03 19:21:19","I","2023-06-13 00:00:00","숙박업(생활)","255968.990030912","478087.878207729","숙박업(생활)","4","0","2","3","0","0","9","4","","","","임대","0","0","N",
"90","숙박업","03_11_03_P","4181000","4181000-201-1977-00007","1977-12-19","","01","영업/정상","01","영업","","","","","033 2545394","85.48","","강원특별자치도 춘천시 소양로4가 109-6","강원특별자치도 춘천시 중앙로124번길 3 (소양로4가)","24276","명화여인숙","2020-06-16 09:38:54","I","2023-06-13 00:00:00","여인숙업","263369.785062716","486229.865761309","여인숙업","0","0","0","0","0","0","10","2","","","","","0","0","N",
"91","숙박업","03_11_03_P","4181000","4181000-201-1980-00006","1980-06-03","","01","영업/정상","01","영업","","","","","033 2546138","392.19","","강원특별자치도 춘천시 근화동 719-8","강원특별자치도 춘천시 중앙로 162 (근화동)","24276","송림장여관","2020-06-18 16:39:41","I","2023-06-13 00:00:00","여관업","263054.177099917","486087.024880668","여관업","0","0","0","0","0","0","0","14","","","","","0","0","N",
"92","숙박업","03_11_03_P","4181000","4181000-214-2018-00002","2018-04-02","","01","영업/정상","01","영업","","","","","","155.25","","강원특별자치도 춘천시 남산면 방곡리 204 2층","강원특별자치도 춘천시 남산면 노일길 40-8, 2층","24465","오하루스파펜션","2024-05-14 17:01:24","U","2024-05-16 02:40:00","숙박업(생활)","256120.181838444","476871.726193532","숙박업(생활)","2","0","2","2","0","0","0","3","","","","임대","0","0","N",
"93","숙박업","03_11_03_P","4181000","4181000-214-2018-00001","2018-03-14","","01","영업/정상","01","영업","","","","","070 77577760","472.02","","강원특별자치도 춘천시 남산면 강촌리 429","강원특별자치도 춘천시 남산면 강촌구곡길 221","24465","리얼다이어트캠프안피트니스컴퍼니","2021-08-03 19:20:39","I","2023-06-13 00:00:00","숙박업(생활)","254351.028315679","477493.636215614","숙박업(생활)","2","1","1","2","0","0","0","18","","","","자가","0","0","N",
"94","숙박업","03_11_03_P","4181000","4181000-214-2018-00003","2018-04-23","","01","영업/정상","01","영업","","","","","033 245 7010","3627.86","","강원특별자치도 춘천시 동산면 조양리 산 166-1","","","라비에벨 콘도1차(빌라듄스)","2024-10-31 17:52:10","U","2024-11-02 02:40:00","숙박업(생활)","267785.253342495","471285.006577867","숙박업(생활)","2","0","1","2","0","0","0","34","민원담당관-55616(2024.10.22)호 의거 임시사용 승인일까지","20230101","20251231","","0","0","N",
