"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자산규모","부채총액","자본금","판매방식명",
"74","방문판매업","08_26_02_P","4181000","2020418034923200017","2020-10-19","","01","영업/정상","01","정상영업","","","","","033-251-3320","","","강원특별자치도 춘천시 우두동 ***-*","강원특별자치도 춘천시 사우로 ***(우두동)","24221","주식회사 골든솔라","2021-06-30 16:38:23","I","2023-06-13 00:00:00","","264820.306378802","489652.781069798","260000000","150000000","100000000","",
"75","방문판매업","08_26_02_P","4181000","2021418034923200002","2021-02-01","","01","영업/정상","01","정상영업","","","","","242-4413","","","강원특별자치도 춘천시 우두동 ***-*","강원특별자치도 춘천시 충열로 *, *층 ***호 (우두동)","24226","당근통신","2021-05-21 09:41:16","I","2023-06-13 00:00:00","","264088.531796944","488970.145377082","0","0","100000000","",
"76","방문판매업","08_26_02_P","4181000","2021418034923200003","2021-02-23","","01","영업/정상","01","정상영업","","","","","033-255-5556","","","강원특별자치도 춘천시 동내면 거두리 ***","강원특별자치도 춘천시 동내면 거두길 *-**, *층","24400","주식회사 씨엘정보통신","2021-02-23 09:28:06","I","2023-06-13 00:00:00","","266942.684077433","484524.208470425","135091760","0","135091760","",
"77","방문판매업","08_26_02_P","4181000","2021418034923200017","2021-08-13","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 춘천시 온의동 ***-*","강원특별자치도 춘천시 충혼길**번길 **, 드림타워 *층 ***-*호 (온의동)","24437","(주)제이엘컴퍼니(JL Company Co.,Ltd.)","2021-08-13 13:32:55","I","2023-06-13 00:00:00","","263250.540593552","484452.409041204","10000000","0","10000000","",
"78","방문판매업","08_26_02_P","4181000","2021418034923200022","2021-11-01","","01","영업/정상","01","정상영업","","","","","033-262-4766","","","강원특별자치도 춘천시 퇴계동 ***-*","강원특별자치도 춘천시 퇴계공단*길 **, *층 (퇴계동)","24427","주식회사 진도아이비에스","2021-11-01 12:27:58","I","2023-06-13 00:00:00","","265027.778655593","482873.963107103","300000000","67000000","165000000","",
"79","방문판매업","08_26_02_P","4181000","2021418034923200023","2021-11-09","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 춘천시 퇴계동 ***-*","강원특별자치도 춘천시 남춘로 **, 코아루웰라움 ****호 (퇴계동)","24370","초록클립","2021-11-11 15:33:23","I","2023-06-13 00:00:00","","264164.138221018","484758.925824151","0","0","0","",
"80","방문판매업","08_26_02_P","4181000","2021418034923200024","2021-12-14","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 춘천시 퇴계동 ****","강원특별자치도 춘천시 퇴계로***번길 *-**, *층 ***호 (퇴계동)","24380","유티유티","2021-12-17 14:41:10","I","2023-06-13 00:00:00","","264607.062399607","484478.615258765","0","0","0","",
"81","방문판매업","08_26_02_P","4181000","2021418034923200025","2021-12-20","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 춘천시 동내면 거두리 ***-**","강원특별자치도 춘천시 동내면 춘천순환로**번길 **-*, ***호","24405","숲통신","2021-12-20 11:54:14","I","2023-06-13 00:00:00","","266266.035","483594.365","0","0","0","",
"82","방문판매업","08_26_02_P","4181000","2022418034923200002","2022-01-18","","01","영업/정상","01","정상영업","","","","","070-7360-0708","","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 벌말길 *(석사동)","24382","대박통신","2022-01-18 15:49:14","I","2023-06-13 00:00:00","","264959.998767267","484518.778047804","0","0","0","",
"83","방문판매업","08_26_02_P","4181000","2022418034923200004","2020-09-10","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 춘천시 후평동 ***-** 도화연립","강원특별자치도 춘천시 효평길 **, *층 ***호 (후평동, 도화연립)","24292","중앙미라클","2022-04-11 17:52:58","I","2023-06-13 00:00:00","","265318.727867813","486598.795192219","0","0","0","",
"84","방문판매업","08_26_02_P","4181000","2022418034923200005","2022-05-11","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 춘천시 온의동 ***-*","강원특별자치도 춘천시 충혼길**번길 **, *층 ***호 (온의동)","24437","주식회사 바다글로벌(BADA Global Co., Ltd.)","2022-05-11 18:02:51","I","2023-06-13 00:00:00","","263250.540593552","484452.409041204","5000000","0","5000000","",
"85","방문판매업","08_26_02_P","4181000","2006418015523200022","2006-07-14","","01","영업/정상","01","정상영업","","","","","033 241 5143","","","강원특별자치도 춘천시 소양로*가***-*서부시장*층*호","","","파로스","2017-12-04 10:25:47","I","2023-06-13 00:00:00","","","","0","0","0","",
"86","방문판매업","08_26_02_P","4181000","2006418015523200030","2006-12-27","","01","영업/정상","01","정상영업","","","","","033 257 8111","","","강원특별자치도 춘천시 후평동 ***번지","강원특별자치도 춘천시 춘천로 *** (후평동)","24296","(합)동양아이텍","2018-10-22 17:48:46","I","2023-06-13 00:00:00","","266067.39182578","487663.040648154","1293299330","517398304","300000000","",
"87","방문판매업","08_26_02_P","4181000","2021418034923200006","2021-03-23","","01","영업/정상","01","정상영업","","","","","033-261-7767","","","강원특별자치도 춘천시 동면 만천리 ***-*","강원특별자치도 춘천시 동면 만천로***번길 **","24217","이든네이처춘천동부지사","2021-03-25 10:38:23","I","2023-06-13 00:00:00","","267067.467441373","486567.384908085","0","0","0","",
"88","방문판매업","08_26_02_P","4181000","2021418034923200007","2020-05-14","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 춘천시 운교동 *** 동부시장현대아파트","강원특별자치도 춘천시 동부시장길 *, *층 **,**호 (운교동, 동부시장현대아파트)","24350","세은바이오","2023-04-12 11:28:09","I","2023-06-13 00:00:00","","264518.245047485","486328.376714699","30000000","10000000","5000000","",
"89","방문판매업","08_26_02_P","4181000","2021418034923200008","2019-04-22","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 우석로 **, *층 (석사동)","24326","춘천광장은혜지사","2021-05-12 14:33:36","I","2023-06-13 00:00:00","","265972.29935078","484785.970648172","0","0","0","",
"90","방문판매업","08_26_02_P","4181000","2021418034923200009","2021-05-25","","01","영업/정상","01","정상영업","","","","","02-1588-8911","","","강원특별자치도 춘천시 퇴계동 ***-*","강원특별자치도 춘천시 춘주로***번길 **-*, ***호 (퇴계동)","24451","주식회사 케이티비즈","2021-05-25 10:08:43","I","2023-06-13 00:00:00","","263862.415189775","484425.203898175","1000000","0","1000000","",
"91","방문판매업","08_26_02_P","4181000","2021418034923200010","2021-07-01","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 춘천시 동내면 거두리 **** 호반베르디움에코","강원특별자치도 춘천시 동내면 거두택지길 **, ***동 ****호 (호반베르디움에코)","24399","가교","2021-07-02 16:27:25","I","2023-06-13 00:00:00","","266851.114656672","483869.883213591","0","0","0","",
"92","방문판매업","08_26_02_P","4181000","2021418034923200011","2021-07-01","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 춘천시 동내면 거두리 **** 호반베르디움에코","강원특별자치도 춘천시 동내면 거두택지길 **, ***동 ****호 (호반베르디움에코)","24399","아민","2021-07-02 16:33:04","I","2023-06-13 00:00:00","","266851.114656672","483869.883213591","0","0","0","",
"93","방문판매업","08_26_02_P","4181000","2021418034923200012","2021-07-01","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 춘천시 퇴계동 **** 퇴계(*)주공아파트","강원특별자치도 춘천시 지석로 **, ***동 ****호 (퇴계동, 퇴계(*)주공아파트)","24420","라인","2021-07-02 16:40:22","I","2023-06-13 00:00:00","","265233.478535873","483343.852838318","0","0","0","",
"94","방문판매업","08_26_02_P","4181000","2020418034923200015","2020-09-10","","01","영업/정상","01","정상영업","","","","","033-264-8284","","","강원특별자치도 춘천시 운교동 ***-*","강원특별자치도 춘천시 춘천로 ***-*, *층 (운교동)","24351","마임춘천운교지사","2020-09-10 16:27:16","I","2023-06-13 00:00:00","","264390.350466027","486244.790709752","0","0","0","",
"95","방문판매업","08_26_02_P","4181000","2005418015523200010","2005-04-25","","01","영업/정상","01","정상영업","","","","","033-264-2600","","","강원특별자치도 춘천시 퇴계동 ***번지 *호","강원특별자치도 춘천시 영서로 **** (퇴계동)","24432","현대춘천남부판매대리점","2018-12-06 10:01:37","I","2023-06-13 00:00:00","","264634.457312474","484086.588489925","0","0","0","",
"96","방문판매업","08_26_02_P","4181000","2005418015523200023","2005-10-13","","01","영업/정상","01","정상영업","","","","","033 262 1659","","","강원특별자치도 춘천시 동내면 학곡리 ***번지 *호","강원특별자치도 춘천시 동내면 학곡서*길 **-**","24408","맥정보통신","2018-10-22 17:50:58","I","2023-06-13 00:00:00","","266599.847901186","481659.440076003","0","0","0","",
"97","방문판매업","08_26_02_P","4181000","2024418108123200008","2024-09-19","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 우석로 **, *층 (석사동)","24326","마임 춘천광장 그린","2024-09-19 13:22:11","I","2024-09-21 00:12:49","","265972.29935078","484785.970648172","0","0","0","",
"98","방문판매업","08_26_02_P","4181000","2024418108123200007","2024-09-03","","01","영업/정상","01","정상영업","","","","","033- 242- 5191","","","강원특별자치도 춘천시 동내면 거두리 ***-*","강원특별자치도 춘천시 동내면 거두택지길**번길 **","24405","오케이 정보통신","2024-09-04 09:14:43","I","2024-09-06 00:13:31","","266344.590452725","483423.343210674","0","0","0","",
"99","방문판매업","08_26_02_P","4181000","2024418108123200005","2024-05-01","","01","영업/정상","01","정상영업","","","","","033-255-0099","","","강원특별자치도 춘천시 소양로*가 ***-* KT춘천지사","강원특별자치도 춘천시 금강로 **, KT춘천지사 *층 (소양로*가)","24272","아이엠오렌지","2024-05-01 11:43:12","I","2024-05-03 00:14:49","","263605.961099524","486906.492426088","0","0","0","",
"100","방문판매업","08_26_02_P","4181000","2024418108123200002","2024-04-11","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 춘천시 퇴계동 ***-*","강원특별자치도 춘천시 퇴계농공로 **, ***호 (퇴계동)","24427","주인시스템","2024-04-15 16:34:42","U","2024-04-17 02:40:00","","265308.03412475","482777.392253641","0","0","0","",
"101","방문판매업","08_26_02_P","4181000","2024418108123200001","2024-01-19","","01","영업/정상","01","정상영업","","","","","033-264-3002","","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 우석로 ** (석사동)","24327","중부정보통신주식회사","2024-01-19 14:51:27","I","2024-01-21 00:16:53","","265683.494965997","484628.302461425","504045056","187740880","316304192","",
"102","방문판매업","08_26_02_P","4181000","2025418108123200006","2025-06-19","","01","영업/정상","01","정상영업","","","","","033-264-3330","","","강원특별자치도 춘천시 퇴계동 ***","강원특별자치도 춘천시 지석로 * (퇴계동)","24413","르노코리아 춘천대리점","2025-06-19 16:47:56","I","2025-06-21 00:20:01","","264776.816979506","483735.48135522","15361684500","4961154600","150000000","",
"103","방문판매업","08_26_02_P","4181000","2025418108123200007","2025-07-03","","01","영업/정상","01","정상영업","","","","","033-257-3650","","","강원특별자치도 춘천시 중앙로*가 **-*","강원특별자치도 춘천시 중앙로 **, *, *층 (중앙로*가)","24273","제노스템 춘천고객센터","2025-07-03 15:01:57","I","2025-07-05 00:20:02","","263796.162508801","486531.116221761","0","0","0","",
"104","방문판매업","08_26_02_P","4181000","2025418108123200005","2025-05-14","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 춘천시 동면 지내리 ***","강원특별자치도 춘천시 동면 지내길 ***-**, *층","24211","고운트립","2025-05-14 14:17:41","I","2025-05-16 00:21:17","","268309.965259396","490414.131742687","0","0","0","",
"105","방문판매업","08_26_02_P","4181000","2025418108123200008","2025-07-14","","01","영업/정상","01","정상영업","","","","","033-261-0225","","","강원특별자치도 춘천시 후평동 ***-*","강원특별자치도 춘천시 후석로***번길 *, ***호 (후평동)","24232","주식회사 시드웨어(Seedware Co.,Ltd.)","2025-07-14 17:43:19","I","2025-07-16 00:20:13","","265474.842593179","487512.552718902","517319168","410326240","100000000","",
