"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"63","이용업","05_19_01_P","4181000","4181000-203-2023-00001","2023-01-03","","01","영업/정상","01","영업","","","","","033 244 8889","31.00","","강원특별자치도 춘천시 중앙로2가 116 다3","강원특별자치도 춘천시 중앙로 지하 52, 다3 (중앙로2가)","24273","광장이발소","2025-04-08 09:11:23","U","2025-04-10 02:40:00","일반이용업","263810.543185432","486523.48743338","일반이용업","0","2","0","0","1","1","2","","","","","0","0","0","N",
"64","이용업","05_19_01_P","4181000","4181000-203-2019-00002","2019-04-23","","01","영업/정상","01","영업","","","","","033 251 8579","48.69","","강원특별자치도 춘천시 동면 만천리 881-2","강원특별자치도 춘천시 동면 만천로143번길 44, 1층","24216","헤이브로 바버샵","2025-03-10 09:21:47","U","2025-03-12 02:40:00","일반이용업","266948.121929544","486664.516926174","일반이용업","2","0","1","1","0","0","1","","","","임대","0","0","0","N",
"65","이용업","05_19_01_P","4181000","4181000-203-1987-00002","1987-06-16","","01","영업/정상","01","영업","","","","","033 2633556","23.00","","강원특별자치도 춘천시 남산면 광판리 591-231","강원특별자치도 춘천시 남산면 장터골길 5","24466","광판이용소","2021-12-03 11:23:15","I","2023-06-13 00:00:00","일반이용업","262063.475375139","470194.205116402","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"66","이용업","05_19_01_P","4181000","4181000-203-1988-00004","1988-12-19","","01","영업/정상","01","영업","","","","","033 2535558","39.60","","강원특별자치도 춘천시 후평동 854-2","강원특별자치도 춘천시 삭주로 104 (후평동)","24254","현대이용소","2013-07-24 10:01:14","I","2023-06-13 00:00:00","일반이용업","265241.716863802","487046.481879198","일반이용업","0","0","1","0","0","0","3","","","","","0","0","0","N",
"67","이용업","05_19_01_P","4181000","4181000-203-1963-00001","1963-09-30","","01","영업/정상","01","영업","","","","","033 2519563","11.89","","강원특별자치도 춘천시 근화동 719-8","강원특별자치도 춘천시 중앙로 162 (근화동)","24276","상록이발관","2021-07-14 16:42:34","I","2023-06-13 00:00:00","일반이용업","263054.177099917","486087.024880668","일반이용업","3","0","1","0","0","0","2","","","","임대","0","0","0","N",
"68","이용업","05_19_01_P","4181000","4181000-203-2008-00009","2008-08-13","","01","영업/정상","01","영업","","","","","033 253 6394","60.84","","강원특별자치도 춘천시 후평동 429-3","강원특별자치도 춘천시 보안길 80 (후평동)","24300","미소이발관","2013-06-10 15:09:20","I","2023-06-13 00:00:00","일반이용업","265890.133026431","486788.247519957","일반이용업","3","0","1","1","0","0","4","","","","임대","0","0","0","N",
"69","이용업","05_19_01_P","4181000","4181000-203-2008-00012","2008-10-27","","01","영업/정상","01","영업","","","","","","11.55","","강원특별자치도 춘천시 온의동 510 럭키아파트 상가 지하 1층 9호","강원특별자치도 춘천시 영서로 2317 (온의동, 럭키아파트 상가 지하 1층 9호 )","24434","럭키이용원","2021-08-11 16:58:20","I","2023-06-13 00:00:00","일반이용업","263030.653293619","485050.328015576","일반이용업","0","1","0","0","0","0","3","","","","임대","0","0","0","N",
"70","이용업","05_19_01_P","4181000","4181000-203-1983-00003","1983-11-25","","01","영업/정상","01","영업","","","","","033 2540713","33.46","","강원특별자치도 춘천시 중앙로2가 42-37 2층","강원특별자치도 춘천시 약사고개길 3, 2층 (중앙로2가)","24354","중앙이발관","2020-07-03 16:05:04","I","2023-06-13 00:00:00","일반이용업","263720.868597442","486381.778890449","일반이용업","0","0","1","0","0","0","4","","","","임대","1","2","0","N",
"71","이용업","05_19_01_P","4181000","4181000-203-2006-00002","2006-05-19","","01","영업/정상","01","영업","","","","","033 2612859","33.00","","강원특별자치도 춘천시 동내면 거두리 956-6","강원특별자치도 춘천시 동내면 거두택지길 28","24405","부영이발관","2021-07-21 17:33:27","I","2023-06-13 00:00:00","일반이용업","266314.505","483714.46","일반이용업","3","0","1","1","0","0","4","","","","임대","0","0","0","N",
"72","이용업","05_19_01_P","4181000","4181000-203-2011-00005","2011-10-04","","01","영업/정상","01","영업","","","","","033 255 0155","33.00","","강원특별자치도 춘천시 효자동 757-17","강원특별자치도 춘천시 춘천로 252, 1층 일부호 (효자동)","24292","부안이용원","2024-10-31 11:48:35","U","2024-11-02 02:40:00","일반이용업","265163.896738819","486520.723813381","일반이용업","1","0","1","0","0","0","2","","","","임대","0","0","0","N",
"73","이용업","05_19_01_P","4181000","4181000-203-2011-00007","2011-11-23","","01","영업/정상","01","영업","","","","","033 254 2178","30.25","","강원특별자치도 춘천시 요선동 11-10","강원특별자치도 춘천시 소양고개길 47 (요선동)","24271","요선이발","2013-07-23 16:16:47","I","2023-06-13 00:00:00","일반이용업","263868.587631107","486886.976394888","일반이용업","0","0","1","0","0","0","2","","","","임대","0","0","0","N",
"74","이용업","05_19_01_P","4181000","4181000-203-2005-00002","2005-03-23","","01","영업/정상","01","영업","","","","","033 2615224","33.00","","강원특별자치도 춘천시 효자동 300-16 1층","강원특별자치도 춘천시 남춘천새길 45, 1층 (효자동)","24374","미스터헤어닥터","2022-12-15 11:29:47","I","2023-06-13 00:00:00","일반이용업","264745.303597482","484819.910081757","일반이용업","3","1","1","1","0","0","3","","","","임대","0","0","0","N",
"75","이용업","05_19_01_P","4181000","4181000-203-2014-00001","2014-01-15","","01","영업/정상","01","영업","","","","","033 910 6444","29.05","","강원특별자치도 춘천시 퇴계동 904-2","강원특별자치도 춘천시 춘주로147번길 11-1 (퇴계동)","24442","태후사랑(춘천1호점)","2021-08-11 17:07:44","I","2023-06-13 00:00:00","일반이용업","263757.333114012","484357.662706394","일반이용업","3","1","1","0","0","0","2","","","","임대","0","0","0","N",
"76","이용업","05_19_01_P","4181000","4181000-203-2003-00011","2003-07-24","","01","영업/정상","01","영업","","","","","033 2534477","27.74","","강원특별자치도 춘천시 교동 113-113","강원특별자치도 춘천시 춘천로213번길 23-1 (교동)","24261","원강이용소","2021-08-18 20:36:16","I","2023-06-13 00:00:00","일반이용업","264762.874043313","486561.844248499","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"77","이용업","05_19_01_P","4181000","4181000-203-2012-00006","2012-12-10","","01","영업/정상","01","영업","","","","","","33.00","","강원특별자치도 춘천시 효자동 601","강원특별자치도 춘천시 둥지길 11 (효자동)","24331","정성이용소","2013-07-23 14:13:18","I","2023-06-13 00:00:00","일반이용업","264696.47384651","486037.61203684","일반이용업","1","0","0","0","0","0","2","","","","임대","0","0","0","N",
"78","이용업","05_19_01_P","4181000","4181000-203-2024-00003","2024-09-30","","01","영업/정상","01","영업","","","","","","70.13","","강원특별자치도 춘천시 근화동 747-7","강원특별자치도 춘천시 영서로2434번길 9, 1층 (근화동)","24246","스누즈바버샵","2024-09-30 11:21:29","I","2024-10-02 00:12:51","일반이용업","262636.966483916","486205.508946356","일반이용업","4","0","1","1","0","0","1","","","","","0","0","0","N",
"79","이용업","05_19_01_P","4181000","4181000-203-2025-00004","2025-07-23","","01","영업/정상","01","영업","","","","","","39.60","","강원특별자치도 춘천시 신동면 팔미리 44 간부회관 2층","","","구룡바버샵","2025-08-07 16:37:14","U","2025-08-09 02:40:00","일반이용업","262496.451486157","480471.45498817","일반이용업","2","0","2","2","0","0","1","","","","","0","0","0","N",
"80","이용업","05_19_01_P","4181000","4181000-203-2024-00002","2024-01-16","","01","영업/정상","01","영업","","","","","","13.00","","강원특별자치도 춘천시 신북읍 산천리 310-13","강원특별자치도 춘천시 신북읍 장본길 35","24203","월드온천이발소","2024-01-16 11:47:23","I","2024-01-18 00:16:19","일반이용업","266194.20550817","494379.173036803","일반이용업","3","1","1","1","0","0","2","","","","","0","0","0","N",
"81","이용업","05_19_01_P","4181000","4181000-203-2025-00002","2025-02-26","","01","영업/정상","01","영업","","","","","","9.90","","강원특별자치도 춘천시 온의동 151-2","강원특별자치도 춘천시 영서로 2309, 4층 (온의동)","24435","화산스파랜드 이용실","2025-03-24 15:28:21","U","2025-03-26 02:40:00","일반이용업","263145.477711722","485095.984266514","일반이용업","5","1","4","4","0","0","3","","","","","0","0","0","N",
"82","이용업","05_19_01_P","4181000","4181000-203-2025-00003","2025-04-09","","01","영업/정상","01","영업","","","","","","32.76","","강원특별자치도 춘천시 칠전동 529-2 칠전 사랑으로부영아파트","강원특별자치도 춘천시 칠전서길 45, 상가동 102호 (칠전동, 칠전 사랑으로부영아파트)","24458","젠틀맨맨즈헤어","2025-05-01 14:03:31","U","2025-05-03 02:40:00","일반이용업","262577.370236775","482571.700173878","일반이용업","1","0","1","1","0","0","2","","","","","0","0","0","N",
"83","이용업","05_19_01_P","4181000","4181000-203-2023-00006","2023-12-06","","01","영업/정상","01","영업","","","","","","23.00","","강원특별자치도 춘천시 후평동 683-5","강원특별자치도 춘천시 춘천로 272, 1층 (후평동)","24291","후크바버샵","2023-12-06 12:00:49","I","2023-12-09 00:16:53","일반이용업","265347.45704324","486630.411499937","일반이용업","3","1","1","1","0","0","1","","","","임대","0","0","0","N",
"84","이용업","05_19_01_P","4181000","4181000-203-2023-00004","2023-10-05","","01","영업/정상","01","영업","","","","","033257 2596","46.42","","강원특별자치도 춘천시 죽림동 189 브라운가","강원특별자치도 춘천시 중앙로67번길 18, 1동 1102호 (죽림동, 브라운가)","24354","제리바버샵춘천본점","2025-08-13 13:28:09","U","2025-08-15 02:40:00","일반이용업","263954.075694438","486406.885561246","일반이용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"85","이용업","05_19_01_P","4181000","4181000-203-2023-00005","2023-11-20","","01","영업/정상","01","영업","","","","","033253 7239","80.59","","강원특별자치도 춘천시 동내면 거두리 1022-6","강원특별자치도 춘천시 동내면 외솔길19번길 71, 1층 우측상가호","24400","제이멜트바버샵","2023-11-20 09:35:36","I","2023-11-22 00:17:07","일반이용업","266606.225665889","484217.183371962","일반이용업","3","0","1","1","0","0","1","","","","임대","0","0","0","N",
"86","이용업","05_19_01_P","4181000","4181000-203-2025-00001","2025-01-06","","01","영업/정상","01","영업","","","","","","40.80","","강원특별자치도 춘천시 후평동 731-11","강원특별자치도 춘천시 만천로199번길 41, 1층 (후평동)","24297","동광이용소","2025-01-06 10:52:26","I","2025-01-08 00:11:19","일반이용업","265962.256997459","487222.765821904","일반이용업","2","1","1","1","0","0","2","","","","","0","0","0","N",
"87","이용업","05_19_01_P","4191000","4191000-203-1981-00004","1981-10-26","","01","영업/정상","01","영업","","","","","033 7655753","1.00","","강원특별자치도 원주시 원동 249-9","강원특별자치도 원주시 무실로55번길 12 (원동)","26433","원동이용원","2022-07-01 15:49:55","I","2023-06-13 00:00:00","일반이용업","283888.842646403","427477.087500705","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"88","이용업","05_19_01_P","4191000","4191000-203-1982-00001","1982-04-08","","01","영업/정상","01","영업","","","","","033 7455811","20.16","","강원특별자치도 원주시 우산동 243-13 지상1층","강원특별자치도 원주시 북원로2485번길 35, 지상1층 (우산동)","26343","금관이용원","2015-03-11 11:01:29","I","2023-06-13 00:00:00","일반이용업","282891.212678718","429819.682675905","일반이용업","2","0","1","0","0","0","2","","","","임대","0","1","0","N",
"89","이용업","05_19_01_P","4191000","4191000-203-1999-00011","1999-12-01","","01","영업/정상","01","영업","","","","","033 7342888","40.62","","강원특별자치도 원주시 문막읍 동화리 1232-1","강원특별자치도 원주시 문막읍 동화택지길 6, 1층","26368","영동이용원","2022-09-01 15:39:33","I","2023-06-13 00:00:00","일반이용업","273558.927787377","424880.501376723","일반이용업","1","0","1","1","0","0","3","","","","임대","0","0","0","N",
"90","이용업","05_19_01_P","4191000","4191000-203-1999-00012","1999-12-07","","01","영업/정상","01","영업","","","","","033 7630253","28.08","","강원특별자치도 원주시 단구동 1684-1 단관청솔4차아파트 상가동 지상1층, 103호","강원특별자치도 원주시 단구로 414, 단관청솔4차아파트 상가동 지상1층 103호 (단구동)","26489","멋쟁이이용원","2019-08-23 14:04:43","I","2023-06-13 00:00:00","일반이용업","284480.347859303","424645.293837572","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"91","이용업","05_19_01_P","4191000","4191000-203-2011-00005","2011-06-20","","01","영업/정상","01","영업","","","","","033 735 1593","0.00","","강원특별자치도 원주시 단계동 807","강원특별자치도 원주시 백간길 53 (단계동)","26410","헤어맨","2015-02-26 15:10:58","I","2023-06-13 00:00:00","일반이용업","282236.430167486","428286.543171374","일반이용업","0","0","1","0","0","0","2","","","","임대","0","0","0","N",
