"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업소구분명","소재지","지정일자","신청일자","항목값1",
"72","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199700227","1997-08-29","","01","영업/정상","11","영업","","","","","033 261 1290","","200-880","강원특별자치도 춘천시 동내면 학곡리 306-9","강원특별자치도 춘천시 동내면 영서로 1785","","영풍상회","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","266798.576946891","481761.819506671","지정","학곡리버스종점  옆","","20000926","관급봉투",
"73","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199700228","1997-08-09","","01","영업/정상","11","영업","","","","","033 2533843","","200-130","강원특별자치도 춘천시 근화동 722-8","강원특별자치도 춘천시 중앙로166번길 3  (근화동)","","용인식품","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","262985.66232068","486078.431604537","지정","삼성빌딩 부근","","20000927","관급봉투",
"74","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199700229","1997-07-28","","01","영업/정상","11","영업","","","","","033 261 9405","","250-857","강원특별자치도 춘천시 남면 한덕리 603-1","강원특별자치도 춘천시 남면 한덕발산길 13","","강변매점 식당","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","253843.298470537","464020.916041103","지정","한덕리 비지정관광지  부근","","20000927","관급봉투",
"75","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199700230","1997-07-22","","01","영업/정상","11","영업","","","","","033 242 4430","","200-161","강원특별자치도 춘천시 후평동 859-1 11 통1  반","강원특별자치도 춘천시 삭주로108번길 31  (후평동)","","대풍쌀상회","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","265174.896599034","486863.524981366","지정","동보 빌리지 후문","","20000927","관급봉투",
"76","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199700231","1997-07-07","","01","영업/정상","11","영업","","","","","033 254 5962","","200-070","강원특별자치도 춘천시 조양동 7","","","태흥식품","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","","","지정","조양동 7","","20000927","관급봉투",
"77","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014200800001","2008-10-29","","01","영업/정상","11","영업","","","","","","","200-972","강원특별자치도 춘천시 석사동 927-1","강원특별자치도 춘천시 스무숲1길 71  (석사동)","","바이더웨이 스무숲점","2008-11-03 12:18:54","I","2023-06-13 00:00:00","","265985.268490214","483187.15222539","지정","강원특별자치도 춘천시 석사동 927번지 1호","20081029","20081029","관급봉투",
"78","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014200800002","2008-10-27","","01","영업/정상","11","영업","","","","","2550031","","200-160","강원특별자치도 춘천시 후평동 730-8","강원특별자치도 춘천시 춘천로 360  (후평동)","","GS25 춘천센터점","2008-11-03 12:24:30","I","2023-06-13 00:00:00","","265913.146725319","487250.79714003","지정","후평동 721-5","20081027","20081024","관급봉투",
"79","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014200800003","2008-10-27","","01","영업/정상","11","영업","","","","","2530997","","200-964","강원특별자치도 춘천시 후평동 864","강원특별자치도 춘천시 부평길 7  (후평동)","","한신유통","2008-11-03 14:39:59","I","2023-06-13 00:00:00","","266022.138692276","485853.561417576","지정","후평동 864","20081027","20081027","관급봉투",
"80","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014200800004","2008-10-24","","01","영업/정상","11","영업","","","","","","","200-170","강원특별자치도 춘천시 후평동 1042 유승한내들상가 103,104","","","한내들청과","2008-11-03 14:45:28","I","2023-06-13 00:00:00","","","","지정","유승한내들 상가","20081024","20081024","관급봉투",
"81","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014200800005","2008-10-17","","01","영업/정상","11","영업","","","","","","","200-936","강원특별자치도 춘천시 석사동 809-1","강원특별자치도 춘천시 후석로 14  (석사동)","","보광훼미리마트 춘천하이마트점","2008-11-03 14:56:56","I","2023-06-13 00:00:00","","265028.946522065","483998.963289591","지정","석사동 하이마트 4거리","20081017","20081017","관급봉투",
"82","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199600239","1996-07-12","","01","영업/정상","11","영업","","","","","033 255 0998","","200-860","강원특별자치도 춘천시 사북면 고탄리 50-23","","","고탄낚시터","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","","","지정","사북면","","20000928","관급봉투",
"83","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199600240","1996-03-21","","01","영업/정상","11","영업","","","","","033 251 3202","","200-150","강원특별자치도 춘천시 우두동 1052","강원특별자치도 춘천시 영서로2771번길 5  (우두동)","","현인슈퍼","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","263976.701251566","488913.995536481","지정","사농동파출소 부근","","20000928","관급봉투",
"84","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199600241","1996-03-21","","01","영업/정상","11","영업","","","","","033 255 8001","","200-150","강원특별자치도 춘천시 우두동 802-3 8  통6  반","","","선우마트","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","","","지정","우두동","","20000928","관급봉투",
"85","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199600242","1996-01-31","","01","영업/정상","11","영업","","","","","033 257 9642","","200-850","강원특별자치도 춘천시 동면 만천리 587-3","강원특별자치도 춘천시 동면 만천로 91","","만천슈퍼","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","267124.888872612","486688.51800364","지정","농협만천분소 부근","","20000928","관급봉투",
"86","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199600243","1996-01-31","","01","영업/정상","11","영업","","","","","033 243 0957","","200-190","강원특별자치도 춘천시 온의동 541 18 통1  반","강원특별자치도 춘천시 충혼길44번길 3  (온의동)","","신선슈퍼","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","263333.350560635","484479.168975028","지정","온의동","","20000928","관급봉투",
"87","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199600244","1996-01-31","","01","영업/정상","11","영업","","","","","033 261 6426","","200-910","강원특별자치도 춘천시 남산면 강촌리 237-7","강원특별자치도 춘천시 남산면 강촌로 76","","까치상회","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","255789.224663816","479052.406687646","지정","강촌역 부근","","20000928","관급봉투",
"88","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199600245","1996-01-13","","01","영업/정상","11","영업","","","","","","","200-120","강원특별자치도 춘천시 약사동 96-2 6  통1  반","강원특별자치도 춘천시 약사고개길 50  (약사동)","","오양슈퍼","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","263879.919498519","485984.67755199","지정","약사풍물시장 부근","","20000928","관급봉투",
"89","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199600246","1996-01-13","","01","영업/정상","11","영업","","","","","","","200-050","강원특별자치도 춘천시 죽림동 19-5","","","경춘기름집","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","263850.375801022","486384.121052998","지정","죽림동","","20000928","관급봉투",
"90","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199600247","1996-01-13","","01","영업/정상","11","영업","","","","","033 256 9472","","200-091","강원특별자치도 춘천시 효자동 풍물시장137호","","","만나상회","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","","","지정","풍물시장","","20000928","관급봉투",
"91","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199600248","1996-01-13","","01","영업/정상","11","영업","","","","","0332574388","","200-070","강원특별자치도 춘천시 조양동 6-68","강원특별자치도 춘천시 아침길 12  (조양동)","","에버","2007-08-18 13:40:00","I","2023-06-13 00:00:00","","264200.491258301","486519.45484295","지정","효자1동","","20000928","관급봉투",
"92","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199600249","1996-12-13","","01","영업/정상","11","영업","","","","","033  2515214","","200-160","강원특별자치도 춘천시 후평동 852-1","강원특별자치도 춘천시 후석로379번길 55  (후평동)","","만물슈퍼","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","265162.51979551","486949.032527461","지정","후평1동","","20000928","관급봉투",
"93","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199800163","1998-12-10","","01","영업/정상","11","영업","","","","","033256 3389","","200-162","강원특별자치도 춘천시 후평동 446-5","","","종합슈퍼","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","","","지정","주공1단지 부근","","20000925","관급봉투",
"94","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199800164","1998-12-09","","01","영업/정상","11","영업","","","","","033 262 6690","","200-180","강원특별자치도 춘천시 석사동","","","대우마트","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","","","지정","대우상가 1층","","20000925","관급봉투",
"95","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199800165","1998-12-12","","01","영업/정상","11","영업","","","","","033 263 3600","","200-180","강원특별자치도 춘천시 석사동 813","","","아이들세상","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","265129.011467503","483916.620791369","지정","현대3차아파트 부근","","20000925","관급봉투",
"96","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199800166","1998-12-09","","01","영업/정상","11","영업","","","","","033256 3163","","200-161","강원특별자치도 춘천시 후평동 575-4","강원특별자치도 춘천시 후석로441번길 7  (후평동)","","동산쇼핑","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","265234.985408373","487488.06080876","지정","후평1동 575-4","","20000925","관급봉투",
"97","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199800167","1998-11-12","","01","영업/정상","11","영업","","","","","033 252 3186","","200-111","강원특별자치도 춘천시 소양로1가 74-4","","","선흥상회","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","","","지정","소양로1가 74-4","","20000925","관급봉투",
"98","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199800168","1998-10-09","","01","영업/정상","11","영업","","","","","033257 5959","","200-080","강원특별자치도 춘천시 운교동 179-21 12 통3  반","","","운교마트","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","264391.05998625","486202.263063465","지정","팔호광장 부근","","20000925","관급봉투",
"99","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199800169","1998-10-07","","01","영업/정상","11","영업","","","","","033241 6474","","200-113","강원특별자치도 춘천시 소양로3가 183-9","강원특별자치도 춘천시 금강로 14  (소양로3가)","","롯데상회","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","263610.019388365","486840.825136459","지정","소양로3가 183-9","","20000925","관급봉투",
"100","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199800170","1998-09-29","","01","영업/정상","11","영업","","","","","033254 1538","","200-180","강원특별자치도 춘천시 석사동 722-2 그랜드아파트상가101호","강원특별자치도 춘천시 우석로101번길 20  (석사동,그랜드아파트상가101호)","","그랜드마트","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","266560.329209555","485150.524863204","지정","그랜드아파트상가 101호","","20000925","관급봉투",
"101","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199800171","1998-09-22","","01","영업/정상","11","영업","","","","","033262 7273","","200-880","강원특별자치도 춘천시 동내면 학곡리 276-2","강원특별자치도 춘천시 동내면 영서로 1765","","남양유통","2007-07-21 10:30:26","I","2023-06-13 00:00:00","","266875.688858924","481585.96290198","지정","학곡리버스종점 옆","","20000925","관급봉투",
"102","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199800172","1998-09-11","","01","영업/정상","11","영업","","","","","2521431","","","강원특별자치도 춘천시 후평동 687-14","강원특별자치도 춘천시 춘천로 290-1 (후평동)","","춘천시산림조합","2025-10-22 09:01:09","U","2025-10-24 02:40:00","","265523.294155493","486713.693623398","지정","주공1단지 옆","","20000925","관급봉투",
