"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분","건축물명","건축물연면적","건축물상태명","청소대상시작일자","청소대상종료일자","휴업폐지사유","업무구분명",
"294","저수조청소업","09_30_14_P","4321000","432100031201600001","2016-06-15","","01","영업/정상","11","정상","","","","","033-482-9922","","","","강원특별자치도 양구군 국토정중앙면 정중앙로 ***","","친환경","2016-06-16 10:58:26","I","2023-06-13 00:00:00","","289826.710521187","510004.079078588","31","","0","","","","","저수조청소업",
"295","저수조청소업","09_30_14_P","4321000","432100031201000001","2010-09-06","","03","폐업","2","폐업","2018-09-20","","","","033-482-5582","","","강원특별자치도 양구군 양구읍 상리 ***-** **통*반","","","태영종합환경","2018-09-20 14:07:10","I","2023-06-13 00:00:00","","286517.529100615","511999.36642463","31","","0","","","","개인사정","저수조청소업",
"296","저수조청소업","09_30_14_P","4331000","433100031201800001","2018-04-16","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 상동리 ***-*","강원특별자치도 인제군 인제읍 인제로 ***-*","24631","내린천환경(주)","2018-11-26 17:09:27","I","2023-06-13 00:00:00","","302946.861773232","508129.594877229","31","","0","","","","","저수조청소업",
"297","저수조청소업","09_30_14_P","4331000","433100031201200001","2012-01-16","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 상동리 ***-*","강원특별자치도 인제군 인제읍 비봉로**번길 **","","그린환경","2015-01-05 21:13:40","I","2023-06-13 00:00:00","","302777.621999675","507760.491769663","31","","0","","","","","저수조청소업",
"298","저수조청소업","09_30_14_P","4331000","433100031201300001","2013-11-08","","01","영업/정상","11","정상","","","","","","","","","강원특별자치도 인제군 인제읍 인제로 ***","","인제 메이드 환경","2015-01-05 21:13:40","I","2023-06-13 00:00:00","","302832.257546314","508057.12049472","31","","0","","","","","저수조청소업",
"299","저수조청소업","09_30_14_P","4331000","433100031201300002","2017-12-18","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 상동리 ***","강원특별자치도 인제군 인제읍 비봉로**번길 **","24632","인제메이드환경(주)","2017-12-21 21:43:23","I","2023-06-13 00:00:00","","302777.621999675","507760.491769663","31","","0","","","","","저수조청소업",
"300","저수조청소업","09_30_14_P","4331000","433100031202100001","2021-03-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 기린면 현리 ***-**","강원특별자치도 인제군 기린면 내린천로 ****, *층","24660","(주)청송","2021-03-16 11:44:59","I","2023-06-13 00:00:00","","315744.679931183","495726.660846416","31","","0","","","","","저수조청소업",
"301","저수조청소업","09_30_14_P","4331000","433100031202100002","2021-03-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 북면 원통리 ***-** 제일의원","강원특별자치도 인제군 북면 원통로 ***, 제일의원 *층","24619","영우종합건설(주)","2021-03-16 11:45:02","I","2023-06-13 00:00:00","","305393.664760377","513846.289993906","31","","0","","","","","저수조청소업",
"302","저수조청소업","09_30_14_P","4331000","433100031202100003","2021-03-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 합강리 ***-*","강원특별자치도 인제군 인제읍 인제로***번길 *-*","24628","(주)에이치에스건설","2021-03-16 11:45:05","I","2023-06-13 00:00:00","","303538.098443718","508698.229458285","31","","0","","","","","저수조청소업",
"303","저수조청소업","09_30_14_P","4331000","433100031202100004","2021-03-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 상남면 상남리 ***-*","강원특별자치도 인제군 상남면 아홉사리로 ****","24664","(주)세븐건설","2021-03-16 11:45:08","I","2023-06-13 00:00:00","","310672.391217672","485313.815615302","31","","0","","","","","저수조청소업",
"304","저수조청소업","09_30_14_P","4331000","433100031202100005","2021-03-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 남면 신남리 ***-*","강원특별자치도 인제군 남면 신남로**번길 **","24649","(합)토성건설","2021-03-16 11:45:11","I","2023-06-13 00:00:00","","295104.488773764","496557.764071305","31","","0","","","","","저수조청소업",
"305","저수조청소업","09_30_14_P","4331000","433100031201600001","2016-07-12","","01","영업/정상","11","정상","","","","","070-8884-9123","","","강원특별자치도 인제군 인제읍 상동리 ***-*","강원특별자치도 인제군 인제읍 인제로 ***","","유한회사클린환경","2016-07-12 10:54:43","I","2023-06-13 00:00:00","","302592.203252488","507839.155103206","31","","0","","","","","저수조청소업",
"306","저수조청소업","09_30_14_P","4331000","433100031202100008","2021-07-07","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 남면 신남리 ***-*","강원특별자치도 인제군 남면 신남로 **","24648","대영건설(주)","2021-07-07 14:17:06","I","2023-06-13 00:00:00","","294869.32289396","496830.529360889","31","","0","","","","","저수조청소업",
"307","저수조청소업","09_30_14_P","4331000","433100031202100006","2021-04-01","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 상동리 ***-*","강원특별자치도 인제군 인제읍 인제로 ***-*, *층","24635","덕산건설","2021-04-01 18:03:54","I","2023-06-13 00:00:00","","302965.388631015","508102.043055569","31","","0","","","","","저수조청소업",
"308","저수조청소업","09_30_14_P","4331000","433100031202100007","2021-04-16","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 서화면 천도리 ***-*","강원특별자치도 인제군 서화면 천도로 ***","24603","(주)디엠지환경","2021-04-16 14:32:24","I","2023-06-13 00:00:00","","305786.2861209","525021.628839023","31","","0","","","","","저수조청소업",
"309","저수조청소업","09_30_14_P","4331000","433100031202300001","2023-09-20","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 상동리 **-* 내설악아파트","강원특별자치도 인제군 인제읍 인제로***번길 *, 상가동 ***호 (내설악아파트)","24636","주식회사 자연","2023-09-20 13:52:58","I","2023-09-22 00:18:14","","303053.633198799","508115.456143178","31","","0","","","","","저수조청소업",
"310","저수조청소업","09_30_14_P","4331000","433100031202400002","2024-11-27","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 상동리 ***-*","강원특별자치도 인제군 인제읍 비봉로**번길 **","24634","청수건설 주식회사","2024-11-26 11:32:35","I","2024-11-28 00:11:52","","302836.974732471","507534.159044452","31","","0","","","","","저수조청소업",
"311","저수조청소업","09_30_14_P","4331000","433100031202400003","2024-12-27","","01","영업/정상","11","정상","","","","","033-461-0154","","","강원특별자치도 인제군 북면 원통리 ***-**","강원특별자치도 인제군 북면 금강로**번길 **","24617","대아건설(주)","2024-12-26 10:06:56","I","2024-12-28 00:11:27","","305677.992187314","513945.592357906","31","","0","","","","","저수조청소업",
"312","저수조청소업","09_30_14_P","4331000","433100031202400001","2024-11-19","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 남북리 ***","강원특별자치도 인제군 인제읍 비봉로**번길 **","24624","인제나르샤파크","2024-11-18 11:20:29","I","2024-11-20 00:11:59","","302525.094023935","507100.076378649","31","","0","","","","","저수조청소업",
"313","저수조청소업","09_30_14_P","4341000","434100031200300001","1999-03-12","","01","영업/정상","11","정상","","","","","681-0477","","","강원특별자치도 고성군 간성읍 상리 ***-*","강원특별자치도 고성군 간성읍 간성로 **","","신창플랜트개발","2015-01-05 21:07:12","I","2023-06-13 00:00:00","","327939.228615128","542916.446105098","31","","0","","","","","저수조청소업",
"314","저수조청소업","09_30_14_P","4341000","434100031200600001","2006-02-17","","01","영업/정상","11","정상","","","","","638-8816","","","강원특별자치도 고성군 죽왕면 구성리 **","강원특별자치도 고성군 죽왕면 구성길 ***","","강원미래환경","2015-01-05 21:07:12","I","2023-06-13 00:00:00","","329130.638534853","536706.618217879","31","","0","","","","","저수조청소업",
"315","저수조청소업","09_30_14_P","4341000","434100031200700001","2007-05-03","","01","영업/정상","11","정상","","","","","033-681-1833","","","강원특별자치도 고성군 간성읍 신안리 ***","강원특별자치도 고성군 간성읍 탑동길 *","","정일환경","2015-01-05 21:07:12","I","2023-06-13 00:00:00","","328909.204306511","542646.6228761","31","","0","","","","","저수조청소업",
"316","저수조청소업","09_30_14_P","4341000","434100031200800001","2023-10-25","","01","영업/정상","11","정상","","","","","033-682-2238","","","강원특별자치도 고성군 간성읍 하리 **-* 기쁜소식간성교회","강원특별자치도 고성군 간성읍 간성로**번길 *-*, 기쁜소식간성교회 *동 *층 *호","24736","크린환경","2023-10-25 14:03:37","U","2023-10-27 02:40:00","","328202.462933103","542747.154463513","31","","0","","","","","저수조청소업",
"317","저수조청소업","09_30_14_P","4341000","434100031200800002","2008-09-08","","01","영업/정상","11","정상","","","","","033-682-2238","","","강원특별자치도 고성군 간성읍 하리 **-*","강원특별자치도 고성군 간성읍 간성로 **","","운화퓨러파잉 테크놀로지","2015-01-05 21:07:12","I","2023-06-13 00:00:00","","328143.753860578","542813.228726654","31","","0","","","","","저수조청소업",
"318","저수조청소업","09_30_14_P","4341000","434100031201000001","2010-06-21","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 고성군 간성읍 신안리 ***","","","늘푸른강원환경","2015-01-05 21:07:12","I","2023-06-13 00:00:00","","328325.776714948","542707.72846383","31","","0","","","","","저수조청소업",
"319","저수조청소업","09_30_14_P","4341000","434100031201500001","2015-02-17","","01","영업/정상","11","정상","","","","","681-4712","","","","강원특별자치도 고성군 간성읍 수성로 **","","(유)늘푸른환경","2015-02-23 14:02:43","I","2023-06-13 00:00:00","","327997.25352131","542577.533353948","31","","0","","","","","저수조청소업",
"320","저수조청소업","09_30_14_P","4341000","434100031201500002","2015-10-30","","01","영업/정상","11","정상","","","","","033-682-9123","","","강원특별자치도 고성군 죽왕면 향목리 **-* (주)일성건설","강원특별자치도 고성군 죽왕면 향목길 * (주)일성건설","24743","세진환경","2019-10-10 16:16:06","I","2023-06-13 00:00:00","","330220.068069923","543000.305780287","31","","0","","","","","저수조청소업",
"321","저수조청소업","09_30_14_P","4351000","435100031199900001","2007-12-21","","01","영업/정상","11","정상","","","","","672-4483","","","강원특별자치도 양양군 손양면 학포리 **","강원특별자치도 양양군 손양면 학포길 ***-**","","청결환경","2016-09-06 14:21:41","I","2023-06-13 00:00:00","","345200.453218846","509666.545684967","31","","0","","","","","저수조청소업",
"322","저수조청소업","09_30_14_P","4351000","435100031201300002","2013-03-15","","01","영업/정상","11","정상","","","","","673-1155","","","","강원특별자치도 양양군 양양읍 안산*길 **","","(주)제아이씨","2016-08-23 18:11:19","I","2023-06-13 00:00:00","","343191.005579851","509106.891691771","31","","0","","","","","저수조청소업",
"323","저수조청소업","09_30_14_P","4351000","435100031201300003","2018-08-28","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 양양군 양양읍 구교리 **","강원특별자치도 양양군 양양읍 북문길 **-**","25022","(유)늘푸른환경","2019-09-10 14:07:58","I","2023-06-13 00:00:00","","342091.331030167","509698.436063961","31","","0","","","","","저수조청소업",
"324","저수조청소업","09_30_14_P","4351000","435100031200300001","2008-01-17","","01","영업/정상","11","정상","","","","","672-1388","","","강원특별자치도 양양군 현북면 잔교리 ***","","","새천년상수도공무소","2015-01-05 21:12:33","I","2023-06-13 00:00:00","","351537.453998316","501149.215436265","31","","0","","","","","저수조청소업",
"325","저수조청소업","09_30_14_P","4351000","435100031201300001","2020-01-17","","01","영업/정상","11","정상","","","","","033-671-4951","","","강원특별자치도 양양군 양양읍 남문리 **-*","강원특별자치도 양양군 양양읍 남문*길 **-*, *층","25030","양양방역환경","2020-01-20 15:49:49","I","2023-06-13 00:00:00","","342329.623572206","509174.61402513","31","","0","","","","","저수조청소업",
"326","저수조청소업","09_30_14_P","4351000","435100031200000001","2006-03-03","","03","폐업","2","폐업","","","","","672-1231","","","강원특별자치도 양양군 양양읍 연창리 ***","","","양양용역저수조","2015-01-05 21:12:33","I","2023-06-13 00:00:00","","","","31","","0","","","","사업실적부진","저수조청소업",
"327","저수조청소업","09_30_14_P","4351000","435100031200700001","2007-11-02","","03","폐업","2","폐업","2019-05-28","","","","","","","강원특별자치도 양양군 양양읍 연창리 ***-*","","","엑스포환경","2019-05-30 17:58:35","I","2023-06-13 00:00:00","","342637.110867821","509809.216707865","31","","0","","","","영업부진","저수조청소업",
