"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"70","동물미용업","02_03_11_P","4181000","418000004920180027","2018-07-30","","03","폐업","0002","폐업","2024-02-05","","","","0332628222","0","","강원특별자치도 춘천시 동면 만천리 ***-*","강원특별자치도 춘천시 동면 춘천순환로 ***, *층","24213","파트라슈애견","2024-02-05 16:41:03","U","2024-02-07 02:40:00","","267515.545593659","486589.685681696","동물미용업","동물미용업(일반)","000","0",
"71","동물미용업","02_03_11_P","4181000","418000004920180037","2018-09-20","","03","폐업","0002","폐업","2019-11-15","","","","242-8075","0","","강원특별자치도 춘천시 효자동 ***-*","강원특별자치도 춘천시 춘천로 ***, 메가시티 *층 (효자동)","24329","광장동물병원","2022-04-28 18:08:56","I","2023-06-13 00:00:00","","264625.007546706","486195.45439825","동물미용업","동물미용업(일반)","000","0",
"72","동물미용업","02_03_11_P","4181000","418000004920210023","2021-12-06","","03","폐업","0002","폐업","2023-12-27","","","","","0","","강원특별자치도 춘천시 효자동 ***-*","강원특별자치도 춘천시 서부대성로 ***, *층 (효자동)","24293","그루라움","2023-12-27 17:24:47","U","2023-12-29 02:40:00","","264758.732173488","486226.577662528","동물미용업","동물미용업(일반)","000","0",
"73","동물미용업","02_03_11_P","4181000","418000004920210027","2021-12-30","","03","폐업","0002","폐업","2022-12-14","","","","","0","","강원특별자치도 춘천시 동면 만천리 ***-**","강원특별자치도 춘천시 동면 순환대로 ****-**","24212","모토모토2","2022-12-15 09:41:07","I","2023-06-13 00:00:00","","268460.845694627","487129.562998419","동물미용업","동물미용업(일반)","000","0",
"74","동물미용업","02_03_11_P","4181000","418000004920220005","2022-02-18","","03","폐업","0002","폐업","2023-12-26","","","","033-910-0940","0","","강원특별자치도 춘천시 온의동 ***-*","강원특별자치도 춘천시 온의로 **, *층 (온의동)","24431","도담쁘띠몽","2024-12-13 15:46:02","U","2024-12-15 02:40:00","","262652.344283776","484334.172220142","동물미용업","동물미용업(일반)","000","0",
"75","동물미용업","02_03_11_P","4181000","418000004920220007","2022-03-23","","03","폐업","0002","폐업","2024-06-05","","","","","0","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 후석로 **(석사동)","24387","멍군","2024-06-05 10:55:52","U","2024-06-08 02:40:00","","265213.190191331","484207.956897341","동물미용업","동물미용업(일반)","000","0",
"76","동물미용업","02_03_11_P","4181000","418000004920200003","2020-03-24","","03","폐업","0002","폐업","2024-07-24","","","","","0","","강원특별자치도 춘천시 후평동 ***-*","강원특별자치도 춘천시 후석로 *** (후평동)","24283","ADAM&amp;PET","2024-07-24 11:20:42","U","2024-07-26 02:40:00","","266118.799199437","486103.986036206","동물미용업","동물미용업(일반)","000","0",
"77","동물미용업","02_03_11_P","4181000","418000004920200010","2020-07-06","","03","폐업","0002","폐업","2022-06-30","","","","","0","","강원특별자치도 춘천시 온의동 ***-*","강원특별자치도 춘천시 영서로 ****, *층층 (온의동)","24435","놀러오개","2022-06-30 14:07:05","I","2023-06-13 00:00:00","","263190.780184856","485072.440123398","동물미용업","동물미용업(일반)","000","0",
"78","동물미용업","02_03_11_P","4181000","418000004920200017","2020-11-17","","03","폐업","0002","폐업","2024-05-09","","","","","0","","강원특별자치도 춘천시 퇴계동 ***-*","강원특별자치도 춘천시 춘주로***번길 ** (퇴계동)","24442","발토샵","2024-11-28 11:42:17","U","2024-11-30 02:40:00","","263749.273453446","484345.719433516","동물미용업","동물미용업(일반)","000","0",
"79","동물미용업","02_03_11_P","4181000","418000004920180054","2018-11-13","","04","취소/말소/만료/정지/중지","0004","말소","2023-07-06","","","","256-0123","0","","강원특별자치도 춘천시 교동 **-*","강원특별자치도 춘천시 향교앞길 *, *층 (교동)","24261","미야옹","2023-07-06 13:36:20","U","2023-07-08 02:40:00","","264519.268361696","486694.394313129","동물미용업","동물미용업(일반)","000","0",
"80","동물미용업","02_03_11_P","4181000","418000004920190001","2019-01-10","","04","취소/말소/만료/정지/중지","0004","말소","2023-07-06","","","","0332643662","0","","강원특별자치도 춘천시 퇴계동 ****","강원특별자치도 춘천시 퇴계로**번길 *-* (퇴계동)","24376","퍼피아이","2023-07-06 13:35:20","U","2023-07-08 02:40:00","","264296.977849752","484628.126062311","동물미용업","동물미용업(일반)","000","0",
"81","동물미용업","02_03_11_P","4181000","418000004920190002","2019-03-14","","04","취소/말소/만료/정지/중지","0004","말소","2023-07-06","","","","","0","","강원특별자치도 춘천시 약사동 ***-*","강원특별자치도 춘천시 공지로 ***, *층 (약사동)","24358","애견나라","2023-07-06 13:35:52","U","2023-07-08 02:40:00","","263455.562169706","485844.226682409","동물미용업","동물미용업(일반)","000","0",
"82","동물미용업","02_03_11_P","4181000","418000004920150001","2015-10-26","","04","취소/말소/만료/정지/중지","0004","말소","2023-07-06","","","","","0","","강원특별자치도 춘천시 퇴계동 ****","강원특별자치도 춘천시 퇴계로 ** (퇴계동)","24368","이쁜멍","2023-07-06 13:35:39","U","2023-07-08 02:40:00","","263648.615856392","485029.445786038","동물미용업","동물미용업(일반)","000","0",
"83","동물미용업","02_03_11_P","4181000","418000004920180022","2018-05-15","","04","취소/말소/만료/정지/중지","0004","말소","2023-07-06","","","","","0","","강원특별자치도 춘천시 온의동 ***-**","강원특별자치도 춘천시 영서로 ****, 요꼬팡 *층 (온의동)","24435","요꼬팡","2023-07-06 13:36:06","U","2023-07-08 02:40:00","","263107.997009046","485126.693325955","동물미용업","동물미용업(일반)","000","0",
"84","동물미용업","02_03_11_P","4181000","418000004920180046","2018-10-04","","04","취소/말소/만료/정지/중지","0004","말소","2023-07-06","","","","2575935","0","","강원특별자치도 춘천시 퇴계동 ***-*","강원특별자치도 춘천시 공원*길 * (퇴계동)","24441","강아지","2023-07-06 13:34:58","U","2023-07-08 02:40:00","","263738.162845492","484508.73968074","동물미용업","동물미용업(일반)","000","0",
"85","동물미용업","02_03_11_P","4191000","419100004920230006","2023-08-29","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 단구동 ****-*","강원특별자치도 원주시 구곡길 *-**, *층 (단구동)","26486","멍뭉미","2024-06-17 13:07:04","U","2024-06-19 02:40:00","","284080.965179163","424823.09051513","동물미용업","동물미용업(일반)","000","0",
"86","동물미용업","02_03_11_P","4191000","419100004920230005","2023-08-01","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 반곡동 **** 이편한세상 반곡","강원특별자치도 원주시 오리현길 **, 상가동 ***호 (반곡동, 이편한세상 반곡)","26457","몽글","2023-08-01 11:24:27","I","2023-08-03 00:18:51","","286042.486650092","426612.824343144","동물미용업","동물미용업(일반)","000","0",
"87","동물미용업","02_03_11_P","4191000","419100004920230004","2023-07-27","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 지정면 가곡리 ****-*","강원특별자치도 원주시 지정면 무릉로 **-*, ***호","26353","코코펫","2023-07-27 09:45:36","I","2023-07-29 00:18:58","","277575.413647863","430719.642327459","동물미용업","동물미용업(일반)","000","0",
"88","동물미용업","02_03_11_P","4191000","419100004920230003","2023-07-24","","01","영업/정상","0000","정상","","","","","033-900-1237","0","","강원특별자치도 원주시 반곡동 ****-** 제일풍경채 센텀포레아파트","강원특별자치도 원주시 배울로 ***, ***호 (반곡동, 제일풍경채 센텀포레아파트)","26461","더블링독","2023-07-24 13:05:15","I","2023-07-26 00:18:54","","286992.580149446","425902.196053836","동물미용업","동물미용업(일반)","000","0",
"89","동물미용업","02_03_11_P","4191000","419100004920230002","2023-06-28","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 명륜동 ***-**","강원특별자치도 원주시 단구로 ** (명륜동)","26447","온댕","2023-06-28 10:24:27","I","2023-06-30 00:19:11","","283304.950941855","426944.313703057","동물미용업","동물미용업(일반)","000","0",
"90","동물미용업","02_03_11_P","4191000","419100004920230001","2023-06-19","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 무실동 ****-**","강원특별자치도 원주시 무실본동길 ** (무실동)","26477","멍미뇽","2024-02-19 10:09:20","U","2024-02-21 02:40:00","","282545.281422362","426519.113302539","동물미용업","동물미용업(일반)","000","0",
"91","동물미용업","02_03_11_P","4191000","419000004920180013","2018-08-24","","01","영업/정상","0000","정상","","","","","033-762-0720","0","","강원특별자치도 원주시 단구동 ***-**","강원특별자치도 원주시 치악로 ****(단구동)","26451","개미용실","2022-05-23 09:48:05","I","2023-06-13 00:00:00","","285152.546508577","425174.279094665","동물미용업","동물미용업(일반)","000","0",
"92","동물미용업","02_03_11_P","4191000","419100004920240012","2024-09-02","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 단구동 ****-*","강원특별자치도 원주시 토지길 **-*, *층 (단구동)","26490","코코네","2024-09-02 10:49:47","I","2024-09-04 00:13:26","","284929.369720181","424794.375120736","동물미용업","동물미용업(일반)","000","0",
"93","동물미용업","02_03_11_P","4191000","419100004920240014","2024-10-23","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 우산동 ***-**","강원특별자치도 원주시 우산로 *, ***호 (우산동)","26343","위드멍","2024-10-23 10:38:45","I","2024-10-26 00:12:20","","282850.388900803","429674.080616294","동물미용업","동물미용업(일반)","000","0",
"94","동물미용업","02_03_11_P","4191000","419100004920240013","2024-09-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 단구동 ****-*","강원특별자치도 원주시 늘품로 * (단구동)","26486","i'm dog(아이엠도그)","2025-02-24 16:00:25","U","2025-02-26 02:40:00","","284060.995652366","424731.225638103","동물미용업","동물미용업(일반)","000","0",
"95","동물미용업","02_03_11_P","4191000","419000004920220010","2022-05-31","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 반곡동 ****-*","강원특별자치도 원주시 세계로 **, ***호호 (반곡동)","26462","멍플러피","2022-05-31 09:30:07","I","2023-06-13 00:00:00","","287685.453411748","425587.863222158","동물미용업","동물미용업(일반)","000","0",
"96","동물미용업","02_03_11_P","4191000","419000004920220011","2022-07-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 문막읍 문막리 ***-*","강원특별자치도 원주시 문막읍 원문로 ****, *호","26370","멍이펫","2022-07-13 09:49:16","I","2023-06-13 00:00:00","","272387.987773492","423307.240257929","동물미용업","동물미용업(일반)","000","0",
"97","동물미용업","02_03_11_P","4191000","419000004920220012","2022-07-14","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 행구동 **** 원주 행구동 골드클래스 상가동","강원특별자치도 원주시 영랑길 **-*, 원주 행구동 골드클래스 상가동 ***호 (행구동)","26456","댕댕살롱","2022-07-14 10:08:24","I","2023-06-13 00:00:00","","","","동물미용업","동물미용업(일반)","000","0",
"98","동물미용업","02_03_11_P","4191000","419000004920220013","2022-07-22","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 문막읍 동화리 **** 문막현진아파트","강원특별자치도 원주시 문막읍 왕건로 **, 문막현진아파트 *층 ***호","26367","멍데이 mungday","2022-07-22 09:55:39","I","2023-06-13 00:00:00","","273356.702064022","425187.979236116","동물미용업","동물미용업(일반)","000","0",
"99","동물미용업","02_03_11_P","4191000","419000004920220014","2022-07-22","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 무실동 ****-**","강원특별자치도 원주시 능라동길 *, *층 ***호 (무실동)","26392","멍뷰티","2022-07-22 10:00:46","I","2023-06-13 00:00:00","","282034.105458981","425931.651241046","동물미용업","동물미용업(일반)","000","0",
"100","동물미용업","02_03_11_P","4191000","419000004920220017","2022-10-31","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 평원동 ***-**","강원특별자치도 원주시 중평길 **, *층 *호 (평원동)","26430","펫미용","2022-10-31 10:57:07","I","2023-06-13 00:00:00","","284362.491084208","428090.662466215","동물미용업","동물미용업(일반)","000","0",
