"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자본금","거래처",
"79","석유판매업","09_28_08_P","4181000","1991418001601200012","1991-10-30","","03","폐업","03","폐지","","","","","003302574843","","","강원특별자치도 춘천시 효자동 547","강원특별자치도 춘천시 효명길 7-10 (효자동)","","효자석유","2013-12-20 11:34:51","I","2023-06-13 00:00:00","일반판매소","263849.602835118","485684.765131796","","",
"80","석유판매업","09_28_08_P","4181000","1991418001601200013","1991-10-07","","03","폐업","03","폐지","","","","","003302548257","","","강원특별자치도 춘천시 교동 126-29","강원특별자치도 춘천시 전원안길 11 (교동)","","교동석유","2013-12-20 11:47:33","I","2023-06-13 00:00:00","일반판매소","264734.782266703","486425.835182892","","",
"81","석유판매업","09_28_08_P","4181000","1974418001601200003","1974-10-23","","03","폐업","03","폐지","2009-10-05","","","","003302546791","","","강원특별자치도 춘천시 요선동 155","","","현대석유","2013-12-20 12:20:49","I","2023-06-13 00:00:00","일반판매소","","","","",
"82","석유판매업","09_28_08_P","4181000","1977418001601200004","1977-05-16","","03","폐업","03","폐지","","","","","003302571732","","","강원특별자치도 춘천시 후평동 229","","","후평석유","2013-12-20 12:17:52","I","2023-06-13 00:00:00","일반판매소","","","","",
"83","석유판매업","09_28_08_P","4181000","1980418001601200005","1980-07-09","","03","폐업","03","폐지","","","","","003302574843","","","강원특별자치도 춘천시 효자동 384","","","효자석유판매소","2013-12-20 11:37:11","I","2023-06-13 00:00:00","일반판매소","","","","",
"84","석유판매업","09_28_08_P","4181000","1980418001601500003","1980-06-03","","03","폐업","03","폐지","","","","","033 2544643","601","","강원특별자치도 춘천시 효자동 568-7","","","남부주유소","2005-08-26 00:00:00","I","2023-06-13 00:00:00","주유소","","","","",
"85","석유판매업","09_28_08_P","4181000","1980418001601500004","1980-06-03","","03","폐업","03","폐지","2010-04-30","","","","033 2544643","601","","강원특별자치도 춘천시 효자동 568-7","","","남부주유소","2013-12-20 12:31:51","I","2023-06-13 00:00:00","주유소","","","","",
"86","석유판매업","09_28_08_P","4181000","1984418001601500004","1984-06-11","","03","폐업","03","폐지","","2017-06-01","2018-05-31","2017-06-02","033 2536884","1027","","강원특별자치도 춘천시 근화동 709-10","강원특별자치도 춘천시 중앙로 171 (근화동)","","SK네트웍스(주)현대주유소","2017-10-11 10:01:58","I","2023-06-13 00:00:00","주유소","262967.772740573","486008.665076087","","",
"87","석유판매업","09_28_08_P","4181000","1984418001601500005","1984-06-19","","03","폐업","03","폐지","2017-10-25","","","","033 2542227","834","","강원특별자치도 춘천시 소양로3가 182","강원특별자치도 춘천시 금강로 16 (소양로3가)","","SK네트웍스(주)강원주유소","2018-06-28 10:50:28","I","2023-06-13 00:00:00","주유소","263641.796686795","486815.493107061","","",
"88","석유판매업","09_28_08_P","4181000","1986418001601200008","1986-08-26","","03","폐업","03","폐지","2012-02-20","","","","003302611931","","","강원특별자치도 춘천시 남산면 창촌리 56","","","남산단위농협","2013-12-20 12:11:17","I","2023-06-13 00:00:00","일반판매소","","","","",
"89","석유판매업","09_28_08_P","4181000","1991418001601200014","1991-09-20","","03","폐업","03","폐지","","","","","003302548247","","","강원특별자치도 춘천시 소양로4가 110-13","","","소낙석유","2013-12-20 11:44:25","I","2023-06-13 00:00:00","일반판매소","","","","",
"90","석유판매업","09_28_08_P","4181000","1991418001601500016","1991-01-21","","03","폐업","03","폐지","2016-03-28","","","","033 2550001","1478","","강원특별자치도 춘천시 후평동 702-5 (후평3동)","강원특별자치도 춘천시 후석로 334 (후평동)","","알뜰주유소 후평점","2016-03-28 16:11:39","I","2023-06-13 00:00:00","주유소","265880.276484877","486720.453291671","","",
"91","석유판매업","09_28_08_P","4181000","1991418016601200003","1991-03-21","","03","폐업","03","폐지","2010-11-15","","","","2558492","100","","강원특별자치도 춘천시 효자동 547","강원특별자치도 춘천시 효명길 7-10 (효자동)","","효자석유","2013-12-20 11:33:12","I","2023-06-13 00:00:00","일반판매소","263849.602835118","485684.765131796","","",
"92","석유판매업","09_28_08_P","4181000","1991418023101200015","1991-03-21","","03","폐업","03","폐지","2020-03-16","","","","","","","강원특별자치도 춘천시 효자동 547","강원특별자치도 춘천시 효명길 7-10 (효자동)","","하이테크 벤처타운 석유","2020-03-25 13:35:13","I","2023-06-13 00:00:00","일반판매소","263849.602835118","485684.765131796","","",
"93","석유판매업","09_28_08_P","4181000","1992418001601200016","1992-11-16","","03","폐업","03","폐지","2008-02-04","","","","033 2616782","","","강원특별자치도 춘천시 후평동 722-15","강원특별자치도 춘천시 춘천로 355 (후평동)","","부흥석유","2013-12-20 11:29:57","I","2023-06-13 00:00:00","일반판매소","265859.206145957","487232.6547419","","",
"94","석유판매업","09_28_08_P","4181000","1992418001601200017","1992-11-02","","03","폐업","03","폐지","","","","","003302523344","","","강원특별자치도 춘천시 후평동 692-15","강원특별자치도 춘천시 춘천로 308 (후평동)","","세원석유","2013-12-20 11:28:54","I","2023-06-13 00:00:00","일반판매소","265665.873522151","486806.791033455","","",
"95","석유판매업","09_28_08_P","4181000","1992418001601200018","1992-12-04","","03","폐업","03","폐지","2008-11-21","","","","003302439700","363","","강원특별자치도 춘천시 신북읍 율문리 551-1","강원특별자치도 춘천시 신북읍 율문길 71","","신북단위농협","2013-12-20 11:25:52","I","2023-06-13 00:00:00","일반판매소","265486.324533957","491723.428032791","","",
"96","석유판매업","09_28_08_P","4181000","1992418001601200019","1992-07-29","","03","폐업","03","폐지","","","","","003302549973","","","강원특별자치도 춘천시 효자동 491-92","","","봉덕석유","2013-12-20 11:22:32","I","2023-06-13 00:00:00","일반판매소","","","","",
"97","석유판매업","09_28_08_P","4181000","1998418001601200032","1998-12-23","","03","폐업","03","폐지","","","","","003300000000","","","강원특별자치도 춘천시 효자동 756-18","강원특별자치도 춘천시 춘천로 247 (후평동)","","신진석유","2013-12-20 14:26:08","I","2023-06-13 00:00:00","일반판매소","265122.858000031","486547.271585686","","",
"98","석유판매업","09_28_08_P","4181000","1999418001601200001","1999-01-01","","03","폐업","03","폐지","2014-05-15","","","","0033242 9466","","","강원특별자치도 춘천시 효자동 289","강원특별자치도 춘천시 공지로242번길 7 (효자동)","","백만석유","2014-05-15 17:40:36","I","2023-06-13 00:00:00","일반판매소","264803.594450552","484897.297066586","","",
"99","석유판매업","09_28_08_P","4181000","1999418001601200033","1999-03-18","","03","폐업","03","폐지","2009-10-05","","","","003300000000","","","강원특별자치도 춘천시 후평동 726","강원특별자치도 춘천시 후석로 368-1  (후평동)","","인우에너지","2009-10-06 18:37:38","I","2023-06-13 00:00:00","일반판매소","265726.168180267","487031.429062345","","",
"100","석유판매업","09_28_08_P","4181000","1988418001601200009","1988-10-11","","03","폐업","03","폐지","2023-04-10","","","","003302511048","","","강원특별자치도 춘천시 사북면 지촌리 430-2","강원특별자치도 춘천시 사북면 지촌길 5","","신북농협사북지점","2023-04-21 14:01:25","I","2023-06-13 00:00:00","일반판매소","256236.370963538","503523.977592365","","",
"101","석유판매업","09_28_08_P","4181000","1988418001601200010","1988-10-11","","03","폐업","03","폐지","2012-04-19","","","","003302628904","","","강원특별자치도 춘천시 신동면 증리 933-1","강원특별자치도 춘천시 신동면 김유정로 1420","","신동단위농협","2013-12-20 11:58:17","I","2023-06-13 00:00:00","일반판매소","262988.101849679","479731.775969063","","",
"102","석유판매업","09_28_08_P","4181000","1988418001601200011","1988-05-22","","03","폐업","03","폐지","2015-12-07","","","","003302622014","","","강원특별자치도 춘천시 동산면 봉명리 549-1","강원특별자치도 춘천시 동산면 영서로 416-5","","동춘천농협동산지점","2015-12-08 18:24:11","I","2023-06-13 00:00:00","일반판매소","270012.182802915","472721.112811931","","",
"103","석유판매업","09_28_08_P","4181000","1988418001601500009","1988-03-21","","03","폐업","03","폐지","2011-07-01","","","","033 2614731","987","","강원특별자치도 춘천시 동내면 학곡리 43-3","","","GS칼텍스(주)춘원주유소","2013-12-20 11:57:22","I","2023-06-13 00:00:00","주유소","","","","",
"104","석유판매업","09_28_08_P","4181000","1995418001601500063","1995-05-29","","03","폐업","03","폐지","2015-07-30","","","","033 2624243","900","","강원특별자치도 춘천시 퇴계동 183-7","강원특별자치도 춘천시 김유정로 1888 (퇴계동)","","화성주유소","2015-07-31 17:18:48","I","2023-06-13 00:00:00","주유소","264824.747574387","483795.608677773","","",
"105","석유판매업","09_28_08_P","4181000","1995418001601500068","1995-11-25","","03","폐업","03","폐지","","","","","033 2535182","908","","강원특별자치도 춘천시 근화동 266-3","강원특별자치도 춘천시 영서로 2400 (근화동)","","프라임주유소","2022-12-06 14:02:52","I","2023-06-13 00:00:00","주유소","262778.120568361","485879.524011517","","",
"106","석유판매업","09_28_08_P","4181000","1995418001601500077","1995-12-23","","03","폐업","03","폐지","2020-12-31","","","","033 2410001","916","","강원특별자치도 춘천시 소양로2가 181-4","강원특별자치도 춘천시 소양로 157 (소양로2가)","","수정주유소","2021-01-07 13:31:22","I","2023-06-13 00:00:00","주유소","263634.295732004","487448.950173494","","",
"107","석유판매업","09_28_08_P","4181000","1996418001601200028","1996-12-24","","03","폐업","03","폐지","","","","","003302422115","","","강원특별자치도 춘천시 후평동 833-3","강원특별자치도 춘천시 부평길8번길 9-1 (후평동)","","천하석유","2013-12-20 14:32:02","I","2023-06-13 00:00:00","일반판매소","266080.297575194","486050.194468516","","",
"108","석유판매업","09_28_08_P","4181000","1996418001601500081","1996-01-15","","03","폐업","03","폐지","2024-09-27","","","","0332515181","925","","강원특별자치도 춘천시 퇴계동 1187","강원특별자치도 춘천시 춘천로 22 (퇴계동)","","GS칼텍스(주)푸른강산주유소","2024-09-27 17:43:48","U","2024-09-29 02:40:00","주유소","263487.385806871","485142.666259723","","",
"109","석유판매업","09_28_08_P","4181000","1999418001601200034","1999-07-22","","03","폐업","03","폐지","2013-06-14","","","","003302519933","","","강원특별자치도 춘천시 효자동 710-4","강원특별자치도 춘천시 남춘로55번길 12 (효자동)","","쌍용석유","2013-12-19 17:05:50","I","2023-06-13 00:00:00","일반판매소","264337.407490033","485122.496019525","","",
"110","석유판매업","09_28_08_P","4181000","1999418001601200035","1999-10-15","","03","폐업","03","폐지","","","","","003302555119","","","강원특별자치도 춘천시 동면 장학리 791-63","","","ok석유","2013-12-20 12:30:11","I","2023-06-13 00:00:00","일반판매소","","","","",
"111","석유판매업","09_28_08_P","4181000","1999418001601200036","1999-12-02","","03","폐업","03","폐지","","","","","003302525895","","","강원특별자치도 춘천시 퇴계동 197-1","강원특별자치도 춘천시 김유정로 1863 (퇴계동)","","봄내석유","2013-12-20 12:25:25","I","2023-06-13 00:00:00","일반판매소","264626.281493334","483677.946452713","","",
"112","석유판매업","09_28_08_P","4181000","1999418001601500092","1999-08-05","","03","폐업","03","폐지","2015-11-11","","","","033 2438282","756","","강원특별자치도 춘천시 퇴계동 (3)지구 D-12","","","그린주유소","2015-11-12 14:31:11","I","2023-06-13 00:00:00","주유소","","","","",
"113","석유판매업","09_28_08_P","4181000","1999418001601500094","1999-12-23","","03","폐업","03","폐지","","","","","033 2550845","","","강원특별자치도 춘천시 서면 당림리 317-2,563-5","","","우성주유소","2005-03-29 00:00:00","I","2023-06-13 00:00:00","주유소","","","","",
"114","석유판매업","09_28_08_P","4181000","2000418001601200001","2000-09-02","","03","폐업","03","폐지","","","","","003302564268","","","강원특별자치도 춘천시 우두동 309-4","","","우두석유","2012-05-30 09:30:31","I","2023-06-13 00:00:00","일반판매소","","","","",
