"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","준공일자","개관일자","설립운영주체구분명","박물관미술관종류명","박물관미술관유형명","폐관일자","폐관사유","자본금","소요자금","법인설립목적","허가조건","법인해산일자","법인명",
"50","문화예술법인","03_08_03_P","6530000","A0100642000020100019","2010-03-05","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 신림면 성남리 370번지","강원특별자치도 원주시 신림면 주련길 187","","사단법인 세계불교삼론연구회","2010-03-05 09:46:49","I","2023-06-13 00:00:00","","297331.631314699","418529.947091018","종교(사단)","","","","","","","","0","","불교의 공사상의 중심인 삼론을 연구, 발전시켜 숭불호국 정신을 선양하고자 함.","민법, 문화체육관광부 및 문화재청 소관 비영리법인 설립 및 감독에 관한 규칙 준수","","사단법인 세계불교삼론연구회",
"51","문화예술법인","03_08_03_P","6530000","A0100642000020100021","2010-03-11","","01","영업/정상","1","","","","","","0332432076","","","강원특별자치도 춘천시 서면 방동리 821번지","강원특별자치도 춘천시 서면 신숭겸로 272-21","","사단법인 고려개국공신 태사 장절공 신숭겸장군 기념사업회","2010-03-11 13:24:32","I","2023-06-13 00:00:00","","258163.010966773","489159.264250985","문화(사단)","","","","","","","","0","","장절공 신숭겸장군의 위대한 희생정신과 위국충절의 위훈을 귀감으로 삼아 숭고한 정신을 계승하여 국민정신 교육과 고려개국역사를 재조명하여 남북통일의 대업에 공헌함","민법과 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙 등 관련 법규와 정관에서 정하는 제 규정을 성실히 준수","","사단법인 고려개국공신 태사 장절공 신숭겸장군 기념사업회",
"52","문화예술법인","03_08_03_P","6530000","A0100642000020100022","2010-03-23","","01","영업/정상","1","","","","","","0337474579","","","강원특별자치도 원주시 중앙동 122번지","강원특별자치도 원주시 중앙로 83 (중앙동)","","사단법인 무위당 사람들","2019-04-23 16:56:28","I","2023-06-13 00:00:00","","284226.483296255","427807.605078328","문화(사단)","","","","","","","","0","","무위당 장일순선생의 생명평화사상을 기념하고 보급하여 모든 사람이 인간다운 삶을 누리고 서로 돕는 상생의 문화와 생명예술의 발전을 위해 노력","민법과 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙","","사단법인 무위당 사람들",
"53","문화예술법인","03_08_03_P","6530000","A0100642000020100023","2010-07-30","","01","영업/정상","1","","","","","","","","","강원특별자치도 강릉시 연곡면 삼산리 810번지 1호","강원특별자치도 강릉시 연곡면 수터골길 171","","재단법인 무주불교문화재단","2023-11-15 17:39:23","U","2023-11-17 02:40:00","","347913.700479359","485516.474076891","행정(재단)","","","","","","","","0","","포교활동","","","재단법인 무주불교문화재단",
"54","문화예술법인","03_08_03_P","6530000","A0100642000020100027","2010-10-05","","01","영업/정상","1","","","","","","0332559703","","","강원특별자치도 춘천시 교동 50번지 5호","강원특별자치도 춘천시 삭주로 18 (교동)","","강원도향교재단","2010-10-05 17:32:43","I","2023-06-13 00:00:00","","264473.578928851","486756.595111767","종교(재단)","","","","","","","","0","","향교재산 관리","향교재산법","","강원도향교재단",
"55","문화예술법인","03_08_03_P","6530000","A0100642000020100028","2010-10-13","","01","영업/정상","1","","","","","","0334622304","","","강원특별자치도 인제군 북면 용대리 1830번지","강원특별자치도 인제군 북면 만해로 91","","재단법인 만해사상실천선양회","2010-10-13 15:29:43","I","2023-06-13 00:00:00","","315267.571773326","521205.622486633","행정(재단)","","","","","","","","0","","만해사상실천선양회","","","재단법인 만해사상실천선양회",
"56","문화예술법인","03_08_03_P","6530000","A0100642000020110016","1999-10-05","","01","영업/정상","1","","","","","","","","","강원특별자치도 영월군 영월읍 영흥리 1063번지 1호","강원특별자치도 영월군 영월읍 단종로 60","","사단법인 창절서원","2013-12-31 11:08:13","I","2023-06-13 00:00:00","","330050.156632592","410560.913174032","행정(재단)","","","","","","","","0","","창절서원 수호와 봉향윤리 도덕선양 인의예지 문화창달에 기여","","","사단법인 창절서원",
"57","문화예술법인","03_08_03_P","6530000","A0100642000020110020","2011-11-18","","01","영업/정상","1","","","","","","","","","강원특별자치도 인제군 북면 1191번지 12호","강원특별자치도 인제군 북면 예술인촌길 66-32","","내설악 예술인회","2025-04-01 09:33:57","U","2025-04-03 02:40:00","","309801.500409509","516643.398967252","예술(사단)","","","","","","","","0","","미술관 운영 및 전시","","","내설악 예술인회",
"58","문화예술법인","03_08_03_P","6530000","A0100642000020120001","2012-01-17","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 낙원동 63번지","강원특별자치도 춘천시 낙원길 31 (낙원동)","","춘천성시합창단","2024-10-23 16:34:21","U","2024-10-25 02:40:00","","263761.154056562","486547.704471625","예술(재단)","","","","","","","","0","","정기연주회, &#52846;이가는 음악회 개최","허가","","춘천성시합창단",
"59","문화예술법인","03_08_03_P","6530000","A0100642000020080015","2008-09-25","","01","영업/정상","1","","","","","","0332537111","","","강원특별자치도 춘천시 신동면 증리 901번지 0호","강원특별자치도 춘천시 신동면 풍류1길 34-0","","사단법인 문화프로덕션 도모","2021-03-23 17:38:35","I","2023-06-13 00:00:00","","263303.561372561","479735.155951467","행정(재단)","","","","","","","","0","","문화예술 컨텐츠를 제작하고 관련 프로젝트를 개발하여 보급함으로써 일반인에게 보다 질 높은 문화예술 향유의 기회를 제공하고, 창의적인 예술 창작 작업 수행을 목적으로 함","민법과 문화관광부 및 문화재청 소관 비영리법인의설립및감독에관한 규칙 등 관련법규와 정관에서 정하는 제 규정을 성실히 준수하여야 함.","","사단법인 문화프로덕션 도모",
"60","문화예술법인","03_08_03_P","6530000","A0100642000020080016","2008-09-25","","01","영업/정상","1","","","","","","0332424555","","","강원특별자치도 춘천시 북산면 청평리 486번지 1호","강원특별자치도 춘천시 북산면 신샘밭로 1158","","사단법인 소양예술문화마을조직위원회","2008-09-25 21:01:28","I","2023-06-13 00:00:00","","272424.531867079","494745.639629329","예술(사단)","","","","","","","","0","","일터와 생활현장 속으로의 「찾아가는 문화예술 체험」을 통한 시민의 문화생활과 풍요로운 삶을 구현함","민법과 문화관광부 및 문화재청 소관 비영리법인의설립및감독에관한 규칙 등 관련법규와 정관에서 정하는 제 규정을 성실히 준수하여야 함.","","사단법인 소양예술문화마을조직위원회",
"61","문화예술법인","03_08_03_P","6530000","A0100642000020080017","2008-09-25","","01","영업/정상","1","","","","","","0336551130","","","강원특별자치도 원주시 흥업면 사제리 540번지","강원특별자치도 원주시 흥업면 사제로 399-10","","사단법인 강원특별자치도박물관협의회","2024-04-29 13:01:53","U","2024-05-01 02:40:00","","278539.236013018","425140.838117081","행정(재단)","","","","","","","","0","","강원도내 박물관, 미술관 특별전을 지원하고 전문직원에 대한 교육 및 협력사업등 박물관의 건전한 발전을 위한 공익을 위한 사업 수행","법인설립허가증 이면기재의 허가조건 및  문화관광부및문화재청소관비영리법인의설립및감독에관한규칙 등 관계법규 충실 이행","","사단법인 강원특별자치도박물관협의회",
"62","문화예술법인","03_08_03_P","6530000","A0100642000020080018","2008-09-25","","01","영업/정상","1","","","","","","0336445644","","","강원특별자치도 속초시 조양동 1498번지 6호","강원특별자치도 속초시 동해대로 4147 (조양동)","","재단법인 율곡문화재단","2008-09-25 21:26:28","I","2023-06-13 00:00:00","","338395.467723002","521915.758999824","문화(재단)","","","","","","","","0","","지역 문화예술 진흥을 위한 문화예술인 및 단체에 대한 율곡문화상 시상, 문화예술 분야의 저변확대를 위한 강연회 개최, 문화예술인 및 단체에 대한 지원 육성 사업, 문화예술 발전을 위한 연구활동, 문화예술에 관련된 정기간행물 발간 및 도서 출판 사업, 문화예술 보급을 위한 관련 전시사업","민법과 문화관광부 및 문화재청 소관 비영리법인의설립및감독에관한 규칙 등 관련법규와 정관에서 정하는 제 규정을 성실히 준수하여야 함.","","재단법인 율곡문화재단",
"63","문화예술법인","03_08_03_P","6530000","A0100642000020080019","2008-09-25","","01","영업/정상","1","","","","","","0334366386","","","강원특별자치도 홍천군 서석면 검산리 100번지","강원특별자치도 홍천군 서석면 마리소리길 203","","사단법인 마리소리음악연구원","2008-09-25 21:43:10","I","2023-06-13 00:00:00","","310166.73605614","471329.741427816","예술(사단)","","","","","","","","0","","마리소리 악기 체험 박물관의 운영 및 관리, 전통공연 예술의 전승과 발전, 국내외 공연 및 학술 교류, 문화예술의 장르별 상호 교류, 악기 및 각종 음반ㆍ영상 자료의 보급 진흥 사업 등 한국전통음악을 바탕으로 음악의 보급과 발전에 기여하고 국민정서 함양 및 국악 보급에 이바지","민법과 문화관광부 및 문화재청 소관 비영리법인의설립및감독에관한 규칙 등 관련법규와 정관에서 정하는 제 규정을 성실히 준수하여야 함.","","사단법인 마리소리음악연구원",
"64","문화예술법인","03_08_03_P","6530000","A0100642000020080020","2008-10-15","","01","영업/정상","1","","","","","","0332515547","","","강원특별자치도 춘천시 운교동 173번지 삼흥오피스텔 405호","강원특별자치도 춘천시 금강로 110 (운교동,삼흥오피스텔 405호)","","사단법인 문화커뮤니티 금토","2022-05-02 16:22:56","I","2023-06-13 00:00:00","","264289.635379934","486183.525194633","문화(사단)","","","","","","","","0","","지역주민이 주체가 되는 자율적이고 창조적인 지역문화를 생산, 시민들이 보편적인 문화 권리를 확보하기 위한 시민문화운동 확산","민법과 문화관광부 및 문화재청 소관 비영리법인의설립및감독에관한 규칙 등 관련법규와 정관에서 정하는 제 규정을 성실히 준수","","사단법인 문화커뮤니티 금토",
"65","문화예술법인","03_08_03_P","6530000","A0100642000020060002","2006-06-05","","01","영업/정상","1","","","","","","0334622304","","","강원특별자치도 인제군 북면 용대리 1136번지 5호","강원특별자치도 인제군 북면 만해로 91","","사단법인 세계종교문화연구원","2013-12-31 10:52:25","I","2023-06-13 00:00:00","","315267.571773326","521205.622486633","문화(사단)","","","","","","","","0","","- 세계의 종교와 문화에 대한 연구와 교류, 협력을 통하여
- 인류 평화와 바람직한 종교문화의 창달에 기여함을 목적으로 함","- 민법과 문화관광부및문화재청소관비영리법인의설립및감독에관한규칙 등 관련법규와 정관에서 정하는 
  제규정을 성실히 준수하여야 함
- 정관에 규정된 목적사업 이외의 영리사업은 할 수 없음
- 법인운영과 목적사업을 수행함에 있어 선의의 제3자 및 회원에게 의사에 반하는 회원가업 종용, 불법모금
  이나 찬조금품 납부 등을 강요하여서는 안됨
- 법인설립허가를 받은 후 3주이내에 주된 사무소 소재지 관할법원에 설립등기를 마친 후 그 결과를 제출
  하여야 함
- 기타 각종 의무사항을 위반한 경우 등","","사단법인 세계종교문화연구원",
