"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","직원수","허가기간시작일자","허가기간종료일자",
"328","급수공사대행업","09_30_06_P","4271000","427100016200900003","2007-10-18","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군,읍 덕포리 ***-*번지","","","제일수도공무소","2015-01-05 21:09:55","I","2023-06-13 00:00:00","","","","0","20071018","20091017",
"329","급수공사대행업","09_30_06_P","4271000","427100016200900004","2008-11-10","","01","영업/정상","11","정상","","","","","033-373-5497","","","강원특별자치도 영월군,읍 영흥*리 *반 ****-*번지","","","영흥수도공무소","2015-01-05 21:09:55","I","2023-06-13 00:00:00","","","","0","20081110","20101109",
"330","급수공사대행업","09_30_06_P","4271000","427100016201100001","2011-01-07","","01","영업/정상","11","정상","","","","","033-372-9799","","","강원특별자치도 영월군 주천면 주천리 ****번지 *   호","","","주천수도공무소","2015-01-05 21:09:55","I","2023-06-13 00:00:00","","","","2","20110107","20130106",
"331","급수공사대행업","09_30_06_P","4271000","427100016201100002","2011-05-05","","01","영업/정상","11","정상","","","","","033-372-0336","","","강원특별자치도 영월군 영월읍 영흥리 ***번지 **  호","","","대산수도공무소","2015-01-05 21:09:55","I","2023-06-13 00:00:00","","","","2","20110505","20130504",
"332","급수공사대행업","09_30_06_P","4271000","427100016201100003","2011-07-14","","01","영업/정상","11","정상","","","","","033-372-9799","","","강원특별자치도 영월군 영월읍 하송리 ***번지 *   호","","","제일수도공무소","2015-01-05 21:09:55","I","2023-06-13 00:00:00","","","","0","20110714","20130713",
"333","급수공사대행업","09_30_06_P","4271000","427100016201200001","2012-01-26","","01","영업/정상","11","정상","","","","","033-374-6030","","","강원특별자치도 영월군 영월읍 영흥리 ***번지","","","현대수도공무소","2015-01-05 21:09:55","I","2023-06-13 00:00:00","","","","2","20120126","20140125",
"334","급수공사대행업","09_30_06_P","4271000","427100016201200002","2014-07-15","","01","영업/정상","11","정상","","","","","033-374-2246","","","강원특별자치도 영월군 영월읍 영흥리 ****번지 **  호","","","우리수도공무소","2015-01-05 21:09:55","I","2023-06-13 00:00:00","","","","2","20140715","20160714",
"335","급수공사대행업","09_30_06_P","4271000","427100016201600001","2016-02-23","","01","영업/정상","11","정상","","","","","","","","","강원특별자치도 영월군 한반도면 쌍용로 **","","수항건설","2016-02-23 21:00:13","I","2023-06-13 00:00:00","","317146.953443769","409776.005056557","0","","",
"336","급수공사대행업","09_30_06_P","4271000","427100016201600002","2016-02-29","","01","영업/정상","11","정상","","","","","","","","","강원특별자치도 영월군 주천면 주천로**번길 **","","신일건설","2016-02-28 21:12:50","I","2023-06-13 00:00:00","","","","0","","",
"337","급수공사대행업","09_30_06_P","4271000","427100016201600003","2016-03-11","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 팔괴리 ****-*","","","동강수도공무소","2016-03-11 13:44:54","I","2023-06-13 00:00:00","","329489.537046646","408665.704263754","0","","",
"338","급수공사대행업","09_30_06_P","4271000","427100016201600004","2016-07-18","","01","영업/정상","11","정상","","","","","","","","","강원특별자치도 영월군 영월읍 하송로 *","","우리수도공무소","2018-04-06 17:21:36","I","2023-06-13 00:00:00","","329988.187388554","410502.115129846","0","20160717","20180717",
"339","급수공사대행업","09_30_06_P","4271000","427100016201600005","2016-09-13","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 영흥리 ***-*","강원특별자치도 영월군 영월읍 봉래산로 **","","(주)현지건설","2018-05-21 10:22:00","I","2023-06-13 00:00:00","","330724.518434343","410555.899355208","0","20160913","20180913",
"340","급수공사대행업","09_30_06_P","4271000","427100016201700001","2017-05-12","","01","영업/정상","11","정상","","","","","","","","","강원특별자치도 영월군 영월읍 팔괴*농공단지길 **","","영월수도산업공무소","2018-09-20 10:38:52","I","2023-06-13 00:00:00","","330002.013147515","406875.159196008","2","20170519","20190518",
"341","급수공사대행업","09_30_06_P","4271000","427100016201700002","2017-07-26","","01","영업/정상","11","정상","","","","","033-373-3504","","","","강원특별자치도 영월군 영월읍 영월로 ****","","제일수도공무소","2019-06-27 11:02:30","I","2023-06-13 00:00:00","","331589.051595909","410156.878862975","2","20170727","20190726",
"342","급수공사대행업","09_30_06_P","4271000","427100016201800001","2018-04-11","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 상동읍 내덕리 **-* 상동수도공무소","강원특별자치도 영월군 상동읍 태백산로 ****-*, 상동수도공무소","","재경건설(주)","2018-09-20 10:35:25","I","2023-06-13 00:00:00","","362397.116010915","404436.765843145","0","20180411","20200410",
"343","급수공사대행업","09_30_06_P","4271000","427100016201800002","2018-04-11","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 팔괴리 ****-*","강원특별자치도 영월군 영월읍 팔괴로 **-**","","동강수도공무소","2018-07-27 09:32:44","I","2023-06-13 00:00:00","","329489.537046646","408665.704263754","0","20180411","20200410",
"344","급수공사대행업","09_30_06_P","4271000","427100016201800003","2018-04-12","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 팔괴리 ****","강원특별자치도 영월군 영월읍 팔괴*농공단지길 **","","일우기업수도공무소","2018-07-27 09:31:39","I","2023-06-13 00:00:00","","330002.013147515","406875.159196008","0","20180412","20200411",
"345","급수공사대행업","09_30_06_P","4271000","427100016201800004","2018-04-13","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 주천면 주천리 ***-*","강원특별자치도 영월군 주천면 송학주천로 ****","","주천수도","2018-07-27 09:33:05","I","2023-06-13 00:00:00","","312574.020987264","419527.594250893","0","20180413","20200412",
"346","급수공사대행업","09_30_06_P","4271000","427100016201800005","2018-04-13","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 주천면 금마리 ***-*","강원특별자치도 영월군 주천면 산이실길 **","","경동수도","2018-07-27 09:32:08","I","2023-06-13 00:00:00","","313908.453769523","416489.641408172","0","20180413","20200412",
"347","급수공사대행업","09_30_06_P","4271000","427100016201800006","2018-07-12","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 영흥리 ****-**","강원특별자치도 영월군 영월읍 하송로 *","","우리수도공무소","2018-07-27 09:31:51","I","2023-06-13 00:00:00","","329988.187388554","410502.115129846","0","20180717","20200717",
"348","급수공사대행업","09_30_06_P","4271000","427100016201800007","2018-07-27","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 주천면 주천리 ****-*","강원특별자치도 영월군 주천면 주천로**번길 **","","신일건설(주)","2018-07-27 15:11:35","I","2023-06-13 00:00:00","","","","0","20180727","20200726",
"349","급수공사대행업","09_30_06_P","4271000","427100016201800008","2018-09-07","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 영흥리 ***-*","강원특별자치도 영월군 영월읍 봉래산로 **","","현지건설(주)","2018-09-07 10:30:32","I","2023-06-13 00:00:00","","330724.518434343","410555.899355208","0","20180913","20200911",
"350","급수공사대행업","09_30_06_P","4271000","427100016201900001","2019-05-20","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 팔괴리 ****","강원특별자치도 영월군 영월읍 팔괴*농공단지길 **","","영월수도산업","2019-08-05 15:22:30","I","2023-06-13 00:00:00","","330002.013147515","406875.159196008","0","20190518","20210518",
"351","급수공사대행업","09_30_06_P","4271000","427100016202000001","2020-03-11","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 덕포리 ***-*","강원특별자치도 영월군 영월읍 영월로 ****","","주식회사 유환건설","2020-08-19 11:06:34","I","2023-06-13 00:00:00","","331589.051595909","410156.878862975","0","20200311","20220310",
"352","급수공사대행업","09_30_06_P","4271000","427100016202000002","2020-03-18","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 주천면 주천리 ***-*","강원특별자치도 영월군 주천면 송학주천로 ****","","(주)청목건설","2020-08-19 11:16:47","I","2023-06-13 00:00:00","","312574.020987264","419527.594250893","0","20200318","20220317",
"353","급수공사대행업","09_30_06_P","4271000","427100016202000003","2020-03-18","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 팔괴리 ****-*","강원특별자치도 영월군 영월읍 팔괴로 **-**","","(주)영주건설","2020-08-19 11:18:43","I","2023-06-13 00:00:00","","329489.537046646","408665.704263754","0","20200318","20220317",
"354","급수공사대행업","09_30_06_P","4271000","427100016202000005","2020-03-18","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 주천면 금마리 ***-*","강원특별자치도 영월군 주천면 산이실길 **","","경동건설(합)","2020-08-19 11:21:44","I","2023-06-13 00:00:00","","313908.453769523","416489.641408172","0","20200318","20220317",
"355","급수공사대행업","09_30_06_P","4271000","427100016202000006","2020-03-20","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 상동읍 내덕리 **-* 상동수도공무소","강원특별자치도 영월군 상동읍 태백산로 ****-*, 상동수도공무소","","재경건설(주)","2020-08-19 11:23:08","I","2023-06-13 00:00:00","","362397.116010915","404436.765843145","0","20200320","20220319",
"356","급수공사대행업","09_30_06_P","4271000","427100016202000008","2020-07-17","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 영흥리 ****-**","강원특별자치도 영월군 영월읍 하송로 *","","(주)영해","2020-08-19 11:26:42","I","2023-06-13 00:00:00","","329988.187388554","410502.115129846","0","20200717","20220716",
"357","급수공사대행업","09_30_06_P","4271000","427100016202100001","2023-12-04","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 주천면 주천리 ****-*","강원특별자치도 영월군 주천면 주천로 **-*, *층","","주식회사 일구건설","2023-12-21 17:54:05","U","2023-12-23 02:40:00","","312464.172375316","419521.091716923","0","20210430","20251126",
"358","급수공사대행업","09_30_06_P","4271000","427100016202100002","2023-12-07","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 팔괴리 ****","강원특별자치도 영월군 영월읍 팔괴*농공단지길 **","","영진건설(주)","2023-12-21 17:56:13","U","2023-12-23 02:40:00","","330002.013147515","406875.159196008","0","20210513","20251206",
"359","급수공사대행업","09_30_06_P","4271000","427100016202200001","2022-05-17","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 주천면 금마리 ***-*","강원특별자치도 영월군 주천면 산이실길 **","","경동건설 합자회사","2022-05-17 19:37:02","I","2023-06-13 00:00:00","","313908.453769523","416489.641408172","0","20220315","20240314",
"360","급수공사대행업","09_30_06_P","4271000","427100016202200002","2022-05-17","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 팔괴리 ****","강원특별자치도 영월군 영월읍 팔괴*농공단지길 **","","(주)일우","2022-05-17 19:37:14","I","2023-06-13 00:00:00","","330002.013147515","406875.159196008","0","20220315","20240314",
"361","급수공사대행업","09_30_06_P","4271000","427100016202200003","2022-05-17","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 팔괴리 ****-*","강원특별자치도 영월군 영월읍 팔괴로 **-**","","주식회사 영주건설","2022-05-17 19:37:36","I","2023-06-13 00:00:00","","329489.537046646","408665.704263754","0","20220315","20240314",
"362","급수공사대행업","09_30_06_P","4271000","427100016202200004","2022-05-17","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 상동읍 내덕리 **-* 상동수도공무소","강원특별자치도 영월군 상동읍 태백산로 ****-*, 상동수도공무소","","재경건설(주)","2022-05-17 19:37:57","I","2023-06-13 00:00:00","","362397.116010915","404436.765843145","0","20220315","20240314",
"363","급수공사대행업","09_30_06_P","4271000","427100016202200005","2024-03-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 주천면 주천리 ***-*","강원특별자치도 영월군 주천면 송학주천로 ****","","(주)청목건설","2024-12-13 13:32:42","U","2024-12-15 02:40:00","","312574.020987264","419527.594250893","0","20240315","20260314",
"364","급수공사대행업","09_30_06_P","4271000","427100016202200006","2022-05-17","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 덕포리 ***-*","강원특별자치도 영월군 영월읍 영월로 ****","","주식회사 유환건설","2022-05-17 19:38:58","I","2023-06-13 00:00:00","","331589.051595909","410156.878862975","0","20220307","20240306",
"365","급수공사대행업","09_30_06_P","4271000","427100016202200007","2022-07-20","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 영흥리 ****-**","강원특별자치도 영월군 영월읍 하송로 *","","(주)영해","2022-07-20 20:51:48","I","2023-06-13 00:00:00","","329988.187388554","410502.115129846","0","20220717","20240716",
"366","급수공사대행업","09_30_06_P","4271000","427100016202200008","2022-07-20","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 주천면 주천리 ****-*","강원특별자치도 영월군 주천면 주천로**번길 **","","신일건설(주)","2022-07-20 20:52:43","I","2023-06-13 00:00:00","","","","0","20220720","20240719",
"367","급수공사대행업","09_30_06_P","4271000","427100016202000007","2020-07-27","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 주천면 주천리 ****-*","강원특별자치도 영월군 주천면 주천로**번길 **","","신일건설(주)","2020-08-19 11:24:24","I","2023-06-13 00:00:00","","","","0","20200727","20220726",
"368","급수공사대행업","09_30_06_P","4271000","427100016202400002","2024-07-19","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 주천면 주천리 ****-*","강원특별자치도 영월군 주천면 주천로**번길 **","","신일건설주식회사","2024-07-22 15:00:06","I","2024-07-24 00:13:47","","","","","","",
"369","급수공사대행업","09_30_06_P","4271000","427100016202400001","2024-07-16","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 영흥리 ****-**","강원특별자치도 영월군 영월읍 하송로 *","","(주) 영해","2025-10-29 17:22:24","U","2025-10-31 02:40:00","","329988.187388554","410502.115129846","0","20240717","20260716",
"370","급수공사대행업","09_30_06_P","4271000","427100016202500007","2025-08-27","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 하송리 ***-**","강원특별자치도 영월군 영월읍 하송안길 **, *층","","현성기전(주)","2025-08-27 17:33:03","I","2025-08-29 00:20:16","","329948.729407454","409800.486731117","0","20250827","20270826",
"371","급수공사대행업","09_30_06_P","4271000","427100016202500001","2024-03-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 한반도면 광전리 ***","강원특별자치도 영월군 한반도면 광탄로 ***-*","","경동건설 합자회사","2025-08-27 14:38:49","I","2025-08-29 00:20:16","","319362.432508801","420584.903538871","0","20240315","20260314",
"372","급수공사대행업","09_30_06_P","4271000","427100016202500002","2024-03-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 팔괴리 ****-*","강원특별자치도 영월군 영월읍 팔괴로 **-**","","(주)영주건설","2025-08-27 14:51:13","I","2025-08-29 00:20:16","","329489.537046646","408665.704263754","0","20240315","20260314",
"373","급수공사대행업","09_30_06_P","4271000","427100016202500003","2024-03-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 주천면 주천리 ***-*","강원특별자치도 영월군 주천면 송학주천로 ****","","(주)청목건설","2025-08-27 14:52:37","I","2025-08-29 00:20:16","","312574.020987264","419527.594250893","0","20240315","20260314",
"374","급수공사대행업","09_30_06_P","4271000","427100016202500004","2024-03-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 팔괴리 ****","강원특별자치도 영월군 영월읍 팔괴*농공단지길 **","","(주)일우","2025-08-27 14:54:37","I","2025-08-29 00:20:16","","330002.013147515","406875.159196008","0","20240315","20260314",
"375","급수공사대행업","09_30_06_P","4271000","427100016202500005","2024-03-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 상동읍 내덕리 **-* 상동수도공무소","강원특별자치도 영월군 상동읍 태백산로 ****-*, 상동수도공무소","","재경건설(주)","2025-08-27 14:56:24","I","2025-08-29 00:20:16","","362397.116010915","404436.765843145","0","20240315","20260314",
"376","급수공사대행업","09_30_06_P","4271000","427100016202500006","2024-03-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 영월군 영월읍 덕포리 ***-*","강원특별자치도 영월군 영월읍 영월로 ****","","주식회사 유환건설","2025-08-27 14:58:04","I","2025-08-29 00:20:16","","331589.051595909","410156.878862975","0","20240315","20260314",
"377","급수공사대행업","09_30_06_P","4281000","428100016200700001","2009-02-02","","01","영업/정상","11","정상","","","","","334-1919","","","강원특별자치도 평창군 대화면 대화리 ****번지 *   호","","","형제설비","2015-01-05 21:15:20","I","2023-06-13 00:00:00","","","","2","20090202","20110201",
"378","급수공사대행업","09_30_06_P","4281000","428100016200700002","2009-02-02","","01","영업/정상","11","정상","","","","","335-0368","","","강원특별자치도 평창군 대관령면 병내리","","","진부건설","2015-01-05 21:15:20","I","2023-06-13 00:00:00","","","","2","20090202","20110201",
"379","급수공사대행업","09_30_06_P","4281000","428100016200700003","2009-02-02","","01","영업/정상","11","정상","","","","","332-2316","","","강원특별자치도 평창군 평창읍 중리 ***번지 *   호","","","정화건설","2015-01-05 21:15:20","I","2023-06-13 00:00:00","","","","6","20090202","20110201",
"380","급수공사대행업","09_30_06_P","4281000","428100016200900001","2009-02-02","","01","영업/정상","11","정상","","","","","333-1887","","","강원특별자치도 평창군 평창읍 종부리 ***번지","","","상우건설","2015-01-05 21:15:20","I","2023-06-13 00:00:00","","","","0","20090202","20110201",
"381","급수공사대행업","09_30_06_P","4281000","428100016201200001","2011-03-10","","01","영업/정상","11","정상","","","","","336-7850","","","강원특별자치도 평창군 대관령면 횡계리 ***번지 **  호","","","송인건설(주)","2015-01-05 21:15:20","I","2023-06-13 00:00:00","","","","0","20110310","20130309",
"382","급수공사대행업","09_30_06_P","4281000","428100016201200002","2011-03-10","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 평창군 진부면 하진부리 ***번지 **호","","","(합)태성건설","2015-01-05 21:15:20","I","2023-06-13 00:00:00","","","","0","20130101","20141231",
"383","급수공사대행업","09_30_06_P","4281000","428100016201200003","2011-03-10","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 평창군 봉평면 창동리 ***번지 *   호","","","(합)다정","2015-01-05 21:15:20","I","2023-06-13 00:00:00","","","","0","20110310","20130309",
"384","급수공사대행업","09_30_06_P","4281000","428100016201300001","2011-02-07","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 평창군 진부면 하진부리 **번지 *   호","","","(주)희망건설","2015-01-05 21:15:20","I","2023-06-13 00:00:00","","","","0","20110207","20161230",
"385","급수공사대행업","09_30_06_P","4291000","429100016200900003","2016-03-15","","01","영업/정상","11","정상","","","","","033-592-6775","","","강원특별자치도 정선군 사북읍 사북리 ***-** 신천빌딩","강원특별자치도 정선군 사북읍 사북*길 **, 신천빌딩","","(주)신천중건","2020-06-26 15:35:24","I","2023-06-13 00:00:00","","361352.209678122","415493.995138147","0","20160315","20220628",
"386","급수공사대행업","09_30_06_P","4291000","429100016201900001","2018-09-11","","01","영업/정상","11","정상","","","","","033-378-7744","","","강원특별자치도 정선군 신동읍 예미리 ***-**","강원특별자치도 정선군 신동읍 용수길 *","","(유)태정건설","2020-09-07 16:38:04","I","2023-06-13 00:00:00","","346106.986151208","413418.55721575","0","20180911","20220910",
"387","급수공사대행업","09_30_06_P","4291000","429100016202000001","2020-02-10","","01","영업/정상","11","정상","","","","","033-378-8205","","","강원특별자치도 정선군 신동읍 조동리 ***-*","강원특별자치도 정선군 신동읍 새골*길 *-*","","동강건설(주)","2020-02-10 13:12:34","I","2023-06-13 00:00:00","","348383.153309571","414455.49671373","0","20200210","20220209",
"388","급수공사대행업","09_30_06_P","4291000","429100016202000002","2020-06-05","","01","영업/정상","11","정상","","","","","033-563-8040","","","강원특별자치도 정선군 정선읍 애산리 ***-***","강원특별자치도 정선군 정선읍 녹송*길 **-*","","송현견설(주)","2020-06-05 13:45:38","I","2023-06-13 00:00:00","","348050.073627292","432767.652794227","3","20200605","20220604",
"389","급수공사대행업","09_30_06_P","4291000","429100016202000003","2020-06-25","","01","영업/정상","11","정상","","","","","033-591-0402","","","강원특별자치도 정선군 남면 문곡리 ***-*","강원특별자치도 정선군 남면 칠현로 **","","(주)금강건설","2020-06-26 15:40:15","I","2023-06-13 00:00:00","","354271.221215378","419905.853852399","0","20200625","20220624",
"390","급수공사대행업","09_30_06_P","4291000","429100016202100001","2021-04-12","","01","영업/정상","11","정상","","","","","033-563-1239","","","강원특별자치도 정선군 정선읍 봉양리 **-**","강원특별자치도 정선군 정선읍 녹송*길 **, *층","","(주)참다운","2022-04-12 15:13:59","I","2023-06-13 00:00:00","","348008.263209735","432519.707954007","0","20210428","20230427",
"391","급수공사대행업","09_30_06_P","4291000","429100016202200001","2022-04-12","","01","영업/정상","11","정상","","","","","033-562-1577","","","강원특별자치도 정선군 정선읍 봉양리 **-**","강원특별자치도 정선군 정선읍 녹송*길 **","","(주)대한건설","2022-04-12 15:16:16","I","2023-06-13 00:00:00","","347971.394873846","432615.35629245","0","20220218","20240217",
"392","급수공사대행업","09_30_06_P","4291000","429100016200500001","2018-03-20","","01","영업/정상","11","정상","","","","","033-562-2734","","","강원특별자치도 정선군 정선읍 애산리 ***-*","강원특별자치도 정선군 정선읍 녹송로 *","","수도건설(합)","2020-04-21 09:52:53","I","2023-06-13 00:00:00","","348099.072542821","431923.165166751","0","20180320","20220319",
"393","급수공사대행업","09_30_06_P","4291000","429100016200500003","2018-03-19","","01","영업/정상","11","정상","","","","","033-563-7063","","","강원특별자치도 정선군 임계면 송계리 ***-*","강원특별자치도 정선군 임계면 백두대간로 ****","","형제건설","2020-04-21 09:50:52","I","2023-06-13 00:00:00","","363514.378859195","445297.912008865","0","20180319","20220318",
"394","급수공사대행업","09_30_06_P","4291000","429100016200500007","2018-03-20","","01","영업/정상","11","정상","","","","","033-591-7585","","","강원특별자치도 정선군 고한읍 고한리 **-**","강원특별자치도 정선군 고한읍 고한*길 **","","선광토건(주)","2020-04-21 09:47:31","I","2023-06-13 00:00:00","","364971.086693424","412169.432204017","5","20180320","20220319",
"395","급수공사대행업","09_30_06_P","4291000","429100016200600001","2016-04-19","","01","영업/정상","11","정상","","","","","033-562-7609","","","강원특별자치도 정선군 여량면 여량리 ***-**","강원특별자치도 정선군 여량면 여량*길 **","","(합)백두건설","2020-04-21 09:45:01","I","2023-06-13 00:00:00","","352574.87899557","442578.516101367","2","20160419","20220422",
"396","급수공사대행업","09_30_06_P","4291000","429100016201000003","2016-08-24","","01","영업/정상","11","정상","","","","","033-591-1550","","","강원특별자치도 정선군 남면 무릉리 ***-**","강원특별자치도 정선군 남면 도원*길 *-*","","(주)은산건설","2020-08-24 15:54:54","I","2023-06-13 00:00:00","","357379.214453945","417357.685035879","2","20180824","20220823",
"397","급수공사대행업","09_30_06_P","4291000","429100016201000004","2018-08-24","","01","영업/정상","11","정상","","","","","033-562-8380","","","강원특별자치도 정선군 정선읍 봉양리 ***-**","강원특별자치도 정선군 정선읍 비봉안길 **","","수리건설(합)","2020-09-07 16:39:03","I","2023-06-13 00:00:00","","347338.158086952","432340.230484983","5","20180824","20200910",
"398","급수공사대행업","09_30_06_P","4291000","429100016201100001","2018-03-19","","01","영업/정상","11","정상","","","","","033-563-5032","","","강원특별자치도 정선군 화암면 화암리 ***-*","강원특별자치도 정선군 화암면 소금강로 ****-*","","청룡건설(주)","2020-04-21 09:48:53","I","2023-06-13 00:00:00","","358493.922403357","427670.508222296","1","20180319","20220318",
"399","급수공사대행업","09_30_06_P","4291000","429100016201200001","2018-12-27","","01","영업/정상","11","정상","","","","","033-378-3951","","","강원특별자치도 정선군 신동읍 조동리 ***-**","강원특별자치도 정선군 신동읍 조동*길 *","","(합)대웅건설","2019-11-13 15:37:25","I","2023-06-13 00:00:00","","347815.317458593","413252.659045007","0","20181227","20201226",
"400","급수공사대행업","09_30_06_P","4291000","429100016200500002","2009-03-05","","03","폐업","2","폐업","2011-03-04","","","","033-592-0144","","","강원특별자치도 정선군 남면 무릉리 ***-*","","","(주)인성개발","2019-11-13 14:49:57","I","2023-06-13 00:00:00","","357308.249160279","417483.610671184","0","20090305","20110304",
"401","급수공사대행업","09_30_06_P","4291000","429100016200500004","2008-02-13","","03","폐업","2","폐업","2010-02-12","","","","033-592-6774","","","강원특별자치도 정선군 사북읍 사북리 **-**","","","신천수도공무소","2019-11-13 14:53:27","I","2023-06-13 00:00:00","","","","0","20080213","20100212",
"402","급수공사대행업","09_30_06_P","4291000","429100016200500005","2010-02-18","","03","폐업","2","폐업","2012-02-17","","","","033-563-0388","","","강원특별자치도 정선군 정선읍 애산리 ***-*","","","정선수도공무소","2019-11-13 14:54:36","I","2023-06-13 00:00:00","","348055.819153867","432787.475477941","2","20100218","20120217",
"403","급수공사대행업","09_30_06_P","4291000","429100016200500006","2006-11-06","","03","폐업","2","폐업","2008-11-14","","","","033-591-7070","","","강원특별자치도 정선군 신동읍 예미리 **-*","","","신남수도공무소","2019-11-13 11:30:14","I","2023-06-13 00:00:00","","","","0","20061115","20081114",
"404","급수공사대행업","09_30_06_P","4291000","429100016200800001","2008-03-19","","03","폐업","2","폐업","2010-03-18","","","","033-591-0780","","","강원특별자치도 정선군 고한읍 고한리 ***","","","현승수도공무소","2019-11-13 14:59:33","I","2023-06-13 00:00:00","","","","3","20080319","20100318",
"405","급수공사대행업","09_30_06_P","4291000","429100016200900001","2011-01-19","","03","폐업","2","폐업","2013-01-18","","","","","","","강원특별자치도 정선군 신동읍 조동리 ***-*","","","합자회사대웅건설","2019-11-13 15:21:57","I","2023-06-13 00:00:00","","348318.323358407","414554.75223895","4","20110119","20130118",
"406","급수공사대행업","09_30_06_P","4291000","429100016200900002","2009-01-22","","03","폐업","2","폐업","2011-01-21","","","","033-562-5894","","","강원특별자치도 정선군 화암면 몰운리 ***-*","","","송산건설주식회사","2019-11-13 15:23:06","I","2023-06-13 00:00:00","","360414.352371735","424998.860780162","5","20090122","20110121",
"407","급수공사대행업","09_30_06_P","4291000","429100016200900004","2011-10-06","","03","폐업","2","폐업","2013-10-05","","","","033-563-3788","","","강원특별자치도 정선군 북평면 북평리 ***-*","","","그린건설환경(자)","2019-11-13 15:25:37","I","2023-06-13 00:00:00","","347109.747468939","439966.873380293","0","20111006","20131005",
"408","급수공사대행업","09_30_06_P","4291000","429100016201000001","2010-03-05","","03","폐업","2","폐업","2012-03-04","","","","033-591-0780","","","강원특별자치도 정선군 고한읍 고한리 ***","","","현승종합수도공무소","2019-11-13 15:26:32","I","2023-06-13 00:00:00","","","","0","20100305","20120304",
"409","급수공사대행업","09_30_06_P","4291000","429100016201000002","2010-06-28","","03","폐업","2","폐업","2012-06-27","","","","033-591-0030","","","강원특별자치도 정선군 남면 무릉리 ***-**","","","(주)금강건설","2019-11-13 15:27:24","I","2023-06-13 00:00:00","","357498.035206943","417476.096025633","0","20100628","20120627",
"410","급수공사대행업","09_30_06_P","4301000","430100016200400001","2008-06-18","","01","영업/정상","11","정상","","","","","033-453-9409","","","강원특별자치도철원군 서면 와수리 ****-**","","","평화수도공무소","2015-01-05 21:14:25","I","2023-06-13 00:00:00","","","","0","20080618","20100617",
"411","급수공사대행업","09_30_06_P","4301000","430100016200900001","2007-06-25","","01","영업/정상","11","정상","","","","","452-2339","","","강원특별자치도철원군 갈말읍 신철원리 ***번지 **  호","","","부흥수도","2015-01-05 21:14:25","I","2023-06-13 00:00:00","","","","1","20070625","20090624",
